Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
7a20054a-4bdb-4acf-8a94-55ee8fe66d6c,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building A,Fit Off,Ground,DDA Bathroom,
0ecdf098-d09a-4354-b492-ab56b3dcbb36,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building A,Fit Off,Level 2,DDA Bathroom,
60679d72-ab7c-456a-834c-d2ed134f47fc,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building A,Fit Off,Level 3,DDA Bathroom,
bc703e53-152e-4d27-951d-453bab71041d,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Ground,DDA Bathroom,
f3929d38-b366-4895-877c-fa8efa930367,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 1,DDA Bathroom,
94a1e8c6-b828-4f11-978f-d938794e810e,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 2,DDA Bathroom,
f1dacf5d-077a-4cb6-bba2-327101f663ed,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 4,DDA Bathroom,
d056c5e4-b42c-4d00-ac10-76648804c2d5,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 5,DDA Bathroom,
16e27f2a-923a-46d8-976d-adb5d3b97561,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 6,DDA Bathroom,
032549fb-ed3a-4be3-a2e4-cb954da88518,,not-started,9763598916491fdee998fc2c3c1280e56aac86ca1fe1861271954f2ed8aabea2,checklist,FALSE,FALSE,Site QA,Building B,Fit Off,Level 7,DDA Bathroom,
