Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Interior Fitout,grouping,Interior Fitout,,
,,Containment,,Containment,Interior Fitout,
,,Rooms,,Rooms,Interior Fitout,
,Columns,,,,,
,,Store Room,,Store Room,,
,,Cleaners ,,Cleaners ,,
,,Staff Area,,Staff Area,,
,,Plaster Room,,Plaster Room,,
,,WC 1 - A,,WC 1 - A,,
,,WC 2 - A,,WC 2 - A,,
,,Access WC,,Access WC,,
,,Staff WC,,Staff WC,,
,,Hallway,,Hallway,,
,,Reception Area/MATV/Racks,,Reception Area/MATV/Racks,,
,,Waiting and Seating Area,,Waiting and Seating Area,,
,,Clean Room,,Clean Room,,
,,Dirty Room,,Dirty Room,,
,,Nurses Station,,Nurses Station,,
,,Triage 1,,Triage 1,,
,,Triage 2,,Triage 2,,
,,Resuscitation,,Resuscitation,,
,,Consult Room 1,,Consult Room 1,,
,,Consult Room 2,,Consult Room 2,,
,,Consult Room 3,,Consult Room 3,,
,,Consult Room 4,,Consult Room 4,,
,,Consult Room 5,,Consult Room 5,,
,,Consult Room 6,,Consult Room 6,,
,,Consult Room 7,,Consult Room 7,,
,,,,,,
INTERIOR - Containment,,,,,,
,Scope,,,Containment,,
,Rows,,,,,
,,Containment,grouping,Containment,,
,,Wood eye/concrete  anchors installed & correctly fixed onto concrete slabs,,Wood eye/concrete anchors installed and correctly fixed onto concrete slabs,,
,,Sufficient catenery wire supports installed at approx 1.2m intervals,,Sufficient catenery wire supports installed at approx 1.2m intervals,,
,,Catenery wires installed at high level & meets clearence from other services ,,Catenery wires installed at high level and meets clearence from other services ,,
,,Turnbuckles is tightened & catenery wire is well secured,,Turnbuckles is tightened and catenery wire is well secured,,
,,Existing catenery wires are supported & fixed correctly where required,,Existing catenery wires are supported and fixed correctly where required,,
,Columns,,,,,
,,Store Room,,Store Room,Containment,Interior Fitout
,,Cleaners ,,Cleaners ,Containment,Interior Fitout
,,Staff Area,,Staff Area,Containment,Interior Fitout
,,Plaster Room,,Plaster Room,Containment,Interior Fitout
,,WC 1 - A,,WC 1 - A,Containment,Interior Fitout
,,WC 2 - A,,WC 2 - A,Containment,Interior Fitout
,,Access WC,,Access WC,Containment,Interior Fitout
,,Staff WC,,Staff WC,Containment,Interior Fitout
,,Hallway,,Hallway,Containment,Interior Fitout
,,Reception Area/MATV/Racks,,Reception Area/MATV/Racks,Containment,Interior Fitout
,,Waiting and Seating Area,,Waiting and Seating Area,Containment,Interior Fitout
,,Clean Room,,Clean Room,Containment,Interior Fitout
,,Dirty Room,,Dirty Room,Containment,Interior Fitout
,,Nurses Station,,Nurses Station,Containment,Interior Fitout
,,Triage 1,,Triage 1,Containment,Interior Fitout
,,Triage 2,,Triage 2,Containment,Interior Fitout
,,Resuscitation,,Resuscitation,Containment,Interior Fitout
,,Consult Room 1,,Consult Room 1,Containment,Interior Fitout
,,Consult Room 2,,Consult Room 2,Containment,Interior Fitout
,,Consult Room 3,,Consult Room 3,Containment,Interior Fitout
,,Consult Room 4,,Consult Room 4,Containment,Interior Fitout
,,Consult Room 5,,Consult Room 5,Containment,Interior Fitout
,,Consult Room 6,,Consult Room 6,Containment,Interior Fitout
,,Consult Room 7,,Consult Room 7,Containment,Interior Fitout
,,,,,,
INTERIOR - Rooms,,,,,,
,Scope,,,Rooms,,
,Rows,,,,,
,,1st Fix,grouping,1st Fix,,
,,Cabling installed as per lighting & power locations reflected,,Cabling installed as per lghting and power locations reflected,1st Fix,
,,"Data cables installed, cable labelled & confirmed as per data layout",,"Data cables installed, cable labelled and confirmed as per data layout",1st Fix,
,,"Data cables are run on a separate cat wire, velcro tied in 24 data cables per bundle",,"Data cables are run on a separate cat wire, velcro tied in 24 data cables per bundle",1st Fix,
,,Data cables ran back to comms cabinet,,Data cables ran back to comms cabinet,1st Fix,
,,Correct size power/lighting cable installed as per cable calc to loads & voltage drop,,Correct size power/lighting cable installed as per cable calc to loads and voltage drop,1st Fix,
