"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"In Ground Services"
,"Scope",,,"in ground services"
,"Rows"
,,"Basement 5","dynamic","in ground services","basement 5"
,,"Basement 4","dynamic","basement 4","in ground services"
,,"Basement 3","dynamic","basement 3","in ground services"
,,"Basement 2","dynamic","basement 2","in ground services"
,,"Basement 1","dynamic","in ground services","basement 1"
,,"Ground","dynamic","ground","in ground services"
,,"Level 1","dynamic","level 1","in ground services"
,,"Level 2","dynamic","level 2","in ground services"
,,"Level 3","dynamic","in ground services","level 3"
,,"Level 4","dynamic","level 4","in ground services"
,,"Level 5","dynamic","level 5","in ground services"
,,"Level 6","dynamic","level 6","in ground services"
,,"Level 7","dynamic","in ground services","level 7"
,,"Level 8","dynamic","level 8","in ground services"
,,"Level 9","dynamic","level 9","in ground services"
,,"Level 10","dynamic","level 10","in ground services"
,,"Level 11","dynamic","level 11","in ground services"
,,"Level 12","dynamic","level 12","in ground services"
,,"Level 13","dynamic","in ground services","level 13"
,,"Level 14","dynamic","level 14","in ground services"
,,"Level 15","dynamic","level 15","in ground services"
,,"Level 16","dynamic","level 16","in ground services"
,,"Level 17","dynamic","in ground services","level 17"
,,"Level 18","dynamic","level 18","in ground services"
,,"Level 19","dynamic","level 19","in ground services"
,,"Level 20","dynamic","in ground services","level 20"
,,"Roof","dynamic","roof","in ground services"
,"Columns"
,,"Drainage",,"ingrounds - drainage"
,,"Pumpwells/Tanks/Pits",,"ingrounds - pumpwells/tanks/pits"
,,"Cast in",,"ingrounds - cast in"
,,"Sewer BT Authority Connection",,"ingrounds - sewer bt authority connection"
,,"Stormwater LPD",,"ingrounds - stormwater lpd"
,,"Authority connection to meter room",,"ingrounds - authority connection to meter room"

"Penos"
,"Scope",,,"penos"
,"Rows"
,,"Basement 5","dynamic","penos","basement 5"
,,"Basement 4","dynamic","basement 4","penos"
,,"Basement 3","dynamic","penos","basement 3"
,,"Basement 2","dynamic","penos","basement 2"
,,"Basement 1","dynamic","penos","basement 1"
,,"Ground","dynamic","penos","ground"
,,"Level 1","dynamic","penos","level 1"
,,"Level 2","dynamic","penos","level 2"
,,"Level 3","dynamic","penos","level 3"
,,"Level 4","dynamic","level 4","penos"
,,"Level 5","dynamic","penos","level 5"
,,"Level 6","dynamic","penos","level 6"
,,"Level 7","dynamic","penos","level 7"
,,"Level 8","dynamic","level 8","penos"
,,"Level 9","dynamic","penos","level 9"
,,"Level 10","dynamic","penos","level 10"
,,"Level 11","dynamic","penos","level 11"
,,"Level 12","dynamic","level 12","penos"
,,"Level 13","dynamic","penos","level 13"
,,"Level 14","dynamic","penos","level 14"
,,"Level 15","dynamic","penos","level 15"
,,"Level 16","dynamic","level 16","penos"
,,"Level 17","dynamic","penos","level 17"
,,"Level 18","dynamic","penos","level 18"
,,"Level 19","dynamic","penos","level 19"
,,"Level 20","dynamic","penos","level 20"
,,"Roof","dynamic","penos","roof"
,"Columns"
,,"Floor",,"peno - floor"
,,"Wall",,"peno - wall"
,,"Cast In",,"peno - cast in"

"Drains Stacks and Vents"
,"Scope",,,"drains stacks and vents"
,"Rows"
,,"Basement 5","dynamic","drains stacks and vents","basement 5"
,,"Basement 4","dynamic","basement 4","drains stacks and vents"
,,"Basement 3","dynamic","basement 3","drains stacks and vents"
,,"Basement 2","dynamic","basement 2","drains stacks and vents"
,,"Basement 1","dynamic","drains stacks and vents","basement 1"
,,"Ground","dynamic","ground","drains stacks and vents"
,,"Level 1","dynamic","level 1","drains stacks and vents"
,,"Level 2","dynamic","level 2","drains stacks and vents"
,,"Level 3","dynamic","drains stacks and vents","level 3"
,,"Level 4","dynamic","level 4","drains stacks and vents"
,,"Level 5","dynamic","level 5","drains stacks and vents"
,,"Level 6","dynamic","level 6","drains stacks and vents"
,,"Level 7","dynamic","drains stacks and vents","level 7"
,,"Level 8","dynamic","level 8","drains stacks and vents"
,,"Level 9","dynamic","level 9","drains stacks and vents"
,,"Level 10","dynamic","level 10","drains stacks and vents"
,,"Level 11","dynamic","level 11","drains stacks and vents"
,,"Level 12","dynamic","level 12","drains stacks and vents"
,,"Level 13","dynamic","drains stacks and vents","level 13"
,,"Level 14","dynamic","level 14","drains stacks and vents"
,,"Level 15","dynamic","level 15","drains stacks and vents"
,,"Level 16","dynamic","level 16","drains stacks and vents"
,,"Level 17","dynamic","drains stacks and vents","level 17"
,,"Level 18","dynamic","level 18","drains stacks and vents"
,,"Level 19","dynamic","level 19","drains stacks and vents"
,,"Level 20","dynamic","drains stacks and vents","level 20"
,,"Roof","dynamic","roof","drains stacks and vents"
,"Columns"
,,"Underslung - Sewer, Stormwater & Vent",,"drains: underslung - sewer, stormwater & vent"
,,"Stack Riser - Sewer, Stormwater & Vent",,"drains: stack riser - sewer, stormwater & vent"
,,"Syphonic - Underslung",,"drains: syphonic - underslung"
,,"Syphonic - Stack Riser",,"drains: syphonic - stack riser"
,,"Greasy Waste - Underslung, Stacks & Vents",,"drains: greasy waste - underslung, stacks & vents"
