type,name,values,prefix,postfix,usage count,user addable,template name
checklist,1630-P200-SYM-QAC-ITP-0028 Installation of Precast Elements,itp,,,,,1630-P200-SYM-QAC-ITP-0028 Installation of Precast Elements
section,ITP Details,,,,,,
checkpoint,ITP Details,,,,,,
label,ITP No. - 0028,,,,,,
label,Rev No. - 00,,,,,,
label,Date of Issue - 06/02/2024,,,,,,
label,ITP Type - New,,,,,,
section,1.0 Pre-start activities,,,,,,
checkpoint,1.1 - Survey & Set out,,,,,,
label,Ref docs - IFC drawings,,,,,,
label,Acceptance criteria - Limits of work areas / chainage / landing points clearly marked out,,,,,,
label,Freq - Prior to start of works,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,1.2 - Working Platform (as required),,,,,,
label,Ref docs - Geotechnical Recommendations,,,,,,
label,Acceptance criteria - Working platform prepared in accordance with Geotechnical recommendation,,,,,,
label,Freq - Prior to start of works,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,1.3 - Completed lift Study / Approved lift plan / Critical lift plan,,,,,,
label,Ref docs - VR 620.07,,,,,,
label,Acceptance criteria - Lift study / plan to be prepared and approved by 3rd party engineer with relevant state requirements. Min 5 years’ experience.,,,,,,
label,Freq - Prior to start of works ,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,1.4 - Approved Temp works ,,,,,,
label,Ref docs - Design Recommendations,,,,,,
label,Acceptance criteria - Temp works used in accordance with temp works IFC design,,,,,,
label,Freq - Prior to start of works ,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
section,2.0 Element delivery,,,,,,
checkpoint,2.1 - Birth certificates,,,,,,
label,Ref docs - Vic roads 620.09,,,,,,
label,Acceptance criteria - All manufactured precast concreate shall be traced from the completion of manufacture to the final location by a unique identification number.,,,,,,
label,○ Precast elements to be supplied with a birth certificate matching to the ID number of the element to ensure traceability.,,,,,,
label,Freq - Each lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,2.2 - On-site inspection,,,,,,
label,Acceptance criteria - Precast elements are clean and free from defects. Date of manufacture & unique ID numbers marked on units. Units transported after 7 days from casting. Visual inspection for signs of defects/damages during transport. ,,,,,,
label,Freq - Prior to unloading,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
section,3.0 Installation of precast element ,,,,,,
checkpoint,3.1 - Handling of precast elements,,,,,,
label,Ref docs - VR 620.07 ,,,,,,
label,Acceptance criteria - Handling of precast elements via designed lifting locations with appropriate lugs/clutches,,,,,,
label,Freq - Each unit,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.2 - Erection of Beams and other Precast Units on recently poured underlying concrete members,,,,,,
label,Ref docs - VR 610.27,,,,,,
label,"Acceptance criteria - Prestressed and reinforced concrete beams and other concrete members shall not be erected and landed until the specified 28 day concrete compressive strength for piers, abutment, deck or pile caps has been achieved.",,,,,,
label,○ And not before 14 days after casting or as required by the relevant design package.,,,,,,
label,○ Beams shall not be placed until at least seven days after the pedestals have been cast.,,,,,,
label,○ Any relaxations from the above requires approved RFI from designers as well as consultation with MRPV to proceed. ,,,,,,
label,Freq - Each unit,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.3 - Lifting of Precast Element into Place,,,,,,
label,Ref docs - VR 620.07,,,,,,
label,Acceptance criteria - Precast elements placed in accordance with drawings and survey set‐out points. Lifting clutches approved for use,,,,,,
label,Freq - Each unit,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.4 - Propping / Bracing of Precast Element,,,,,,
label,Ref docs - Design Recommendation,,,,,,
label,Acceptance criteria - Propping used in accordance with design recommendation and manufacturers specification – not to be removed till element cast in place with stich pour,,,,,,
label,Freq - Each unit,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.5 - Secure Precast element against slipping,,,,,,
label,"Ref docs - Design Recommendation, P",,,,,,
label,Acceptance criteria - Precast element secured against slipping as per design recommendation – not to be removed till element cast in place with stich pour,,,,,,
label,Freq - Each unit,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.6 - Grout Infill ﴾where required﴿,,,,,,
label,"Ref docs - Design Recommendation, VR 610.33",,,,,,
label,"Acceptance criteria - Grouting placed in accordance with design recommendation; not to be conducted till element secured in place with stich pour, and sealed against leakage.",,,,,,
label,○ Grout used to be approved & appropriate for use.,,,,,,
label,○ Test cubes taken in accordance with VR spec,,,,,,
label,Freq - Each unit,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
section,4.0 Work Lot Close Out,,,,,,
checkpoint,5.1 - Survey As-built,,,,,,
label,Acceptance criteria - As‐built survey is within tolerance when compared to design specifications. IFC marked up with redlines.,,,,,,
label,Freq - Each lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
checkpoint,5.2 - Concrete Patch Repairs (as required),,,,,,
label,"Ref docs - Design Recommendation, VR 610.31",,,,,,
label,Acceptance criteria - Minor imperfections not conforming to the class of surface finish to be repaired ,,,,,,
label,Freq - Each lot,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
checkpoint,5.3 - Final Inspection with Subcontractor,,,,,,
label,Acceptance criteria - Works completed in accordance with approved drawings and any relevant specifications,,,,,,
label,Freq - Each lot ,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
label,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) - Completed Checklist (if applicable) and reports and other compliance records attached. ",,,,,,
checkpoint,5.4 - Product Non-Conformance,,,,,,
label,Ref docs - QMP ,,,,,,
label,Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable) ,,,,,,
label,Freq - Each lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
