Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Precast Panel QA,,,,,Yes,Precast Panel QA,ae173283-3bb1-429b-a192-d0e66cb329ec
checkpoint-group,,,section,Precast Element Details,,,,,,,
checkpoint-status,,,checkpoint,Concrete Details Complete,,,,,,,
text,29b685a4-b2ca-5865-ae28-b9de55542027,,textbox,Concrete Volume,,,,,,,
text,72ab005e-1f06-5dd2-a4fa-80ee4645535d,,textbox,Concrete Strength,,,,,,,
text,ac325a80-8ae6-5d54-bb51-836e2d19cd0c,,textbox,Enter Drawing Revision Number,,,,,,,
text,08147af9-41b7-510e-9cce-fffb5489465f,,textbox,Cast Date,,,,,,,
text,b25203a2-ee5d-5a74-8710-3f0812decb36,,textbox,Admixture Required,,,,,,,
checkpoint-group,,,section,Formwork Set Up Checks,,,,,,,
checkpoint-status,,,checkpoint,Length/Width/Thickness/Cutouts/Diagonals,,,,,,,
checkpoint-status,,,checkpoint,Edge Details & Rebates,,,,,,,
checkpoint-status,,,checkpoint,"Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)",,,,,,,
checkpoint-status,,,checkpoint,MF roughening's,,,,,,,
checkpoint-status,,,checkpoint,Sides Straight & Magnets Fastened,,,,,,,
checkpoint-status,,,checkpoint,Mould Face Clean,,,,,,,
checkpoint-group,,,section,Prepour Checks,,,,,,,
checkpoint-status,,,checkpoint,Mould Cleaned & Oiled,,,,,,,
checkpoint-status,,,checkpoint,"Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)",,,,,,,
checkpoint-status,,,checkpoint,"Check covers on all sides, MF and TF",,,,,,,
checkpoint-status,,,checkpoint,There is sufficient cover to rebates around openings or weatherproofing details,,,,,,,
checkpoint-status,,,checkpoint,"Starters (Size, Grade, Setout and Length)",,,,,,,
checkpoint-status,,,checkpoint,"Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)",,,,,,,
checkpoint-status,,,checkpoint,Lifters,,,,,,,
checkpoint-status,,,checkpoint,Tie wire Trimmed,,,,,,,
checkpoint-status,,,checkpoint,Panel fully clean,,,,,,,
checkpoint-status,,,checkpoint,General Photos Attached,,,,,,,
checkpoint-status,,,checkpoint,Shop Drawing Checked Off (attach photo),,,,,,,
checkpoint-status,,,checkpoint,Off Site Claim Photos Taken (attach photo with principles details),,,,,,,
checkpoint-group,,,section,Demould Inspection,,,,,,,
checkpoint-status,,,checkpoint,Demould Inspection complete,,,,,,,
checkpoint-group,,,section,Loading Out,,,,,,,
checkpoint-status,,,checkpoint,Photo take of Panel on Truck,,,,,,,
checkpoint-status,,,checkpoint,No remedial work required on site,,,,,,,
checkpoint-group,,,section,"Test Results, Certificates and Documentation",,,,,,,
checkpoint-status,,,checkpoint,Upload reinforcing detail sheets,,,,,,,
checkpoint-status,,,checkpoint,Concrete Docket Attached,,,,,,,
checkpoint-status,,,checkpoint,Upload Concrete test results,,,,,,,
checkpoint-status,,,checkpoint,Upload Photo of Reinforcing Cast # Tracking,,,,,,,
checkpoint-status,,,checkpoint,Upload Lift Designs,,,,,,,
