Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Balustrade Progress,,,,,,,
,Scope,,,Site QA,Balustrade,,
,Rows,,,,,,
,,Building A - Ground Floor,dynamic,Site QA,Building A,Ground Floor,
,,Building A - Level 1,dynamic,Site QA,Building A,Level 1,
,,Building A - Level 2,dynamic,Site QA,Building A,Level 2,
,,Building A - Level 3,dynamic,Site QA,Building A,Level 3,
,,Building A - Level 4,dynamic,Site QA,Building A,Level 4,
,,Building A - Level 5,dynamic,Site QA,Building A,Level 5,
,,Building A - Level 6,dynamic,Site QA,Building A,Level 6,
,,Building A - Level 7,dynamic,Site QA,Building A,Level 7,
,,Building A - Level 8,dynamic,Site QA,Building A,Level 8,
,,Building A - Level 9,dynamic,Site QA,Building A,Level 9,
,,Building A - Level 10,dynamic,Site QA,Building A,Level 10,
,,Building A - Level 11,dynamic,Site QA,Building A,Level 11,
,,Building A - Level 12,dynamic,Site QA,Building A,Level 12,
,,Building A - Level 13,dynamic,Site QA,Building A,Level 13,
,,Building A - Level 14,dynamic,Site QA,Building A,Level 14,
,,Building A - Level 15,dynamic,Site QA,Building A,Level 15,
,,Building A - Level 16,dynamic,Site QA,Building A,Level 16,
,,Building A - Level 17,dynamic,Site QA,Building A,Level 17,
,,Building A - Level 18,dynamic,Site QA,Building A,Level 18,
,,Building A - Level 19,dynamic,Site QA,Building A,Level 19,
,,Building A - Level 20,dynamic,Site QA,Building A,Level 20,
,,Building B - Ground Floor,dynamic,Site QA,Building B,Ground Floor,
,,Building B - Level 1,dynamic,Site QA,Building B,Level 1,
,,Building B - Level 2,dynamic,Site QA,Building B,Level 2,
,,Building B - Level 3,dynamic,Site QA,Building B,Level 3,
,,Building B - Level 4,dynamic,Site QA,Building B,Level 4,
,,Building B - Level 5,dynamic,Site QA,Building B,Level 5,
,,Building B - Level 6,dynamic,Site QA,Building B,Level 6,
,,Building B - Level 7,dynamic,Site QA,Building B,Level 7,
,,Building B - Level 8,dynamic,Site QA,Building B,Level 8,
,,Building B - Level 9,dynamic,Site QA,Building B,Level 9,
,,Building B - Level 10,dynamic,Site QA,Building B,Level 10,
,,Building B - Level 11,dynamic,Site QA,Building B,Level 11,
,,Building B - Level 12,dynamic,Site QA,Building B,Level 12,
,,Building B - Level 13,dynamic,Site QA,Building B,Level 13,
,,Building B - Level 14,dynamic,Site QA,Building B,Level 14,
,,Building C - Ground Floor,dynamic,Site QA,Building C,Ground Floor,
,,Building C - Level 1,dynamic,Site QA,Building C,Level 1,
,,Building C - Level 2,dynamic,Site QA,Building C,Level 2,
,,Building C - Level 3,dynamic,Site QA,Building C,Level 3,
,,Building C - Level 4,dynamic,Site QA,Building C,Level 4,
,Columns,,,,,,
,,Previous substrate acceptable,,Previous substrate acceptable,,,
,,Pin/Install posts & panels,,Pin/Install posts & panels,,,
,,Ensure panels are plumb & installed to spec.,,Ensure panels are plumb & installed to specification,,,
,,"General photos, comments & observations during installation",,"General photos, comments & observations during installation (Add below)",,,
,,Balustrading Install completed to spec.,,Balustrading Install completed to specification,,,
,,Glass installed,,Glass installed,,,
