type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Switchboard Installation,,,,,,Switchboard ITP - Switchboard Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
checkpoint,Switchboard Installed on Wall,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,Switchboard Energisation,,,,,,Switchboard ITP - Switchboard Energisation
checkpoint,All field cabling terminated,,,,,,
checkpoint,All field tests completed,,,,,,
checkpoint,Power provided at Main Switch and tested,,,,,,
,,,,,,,
checklist-flat,BMS Cubicle Installation,,,,,,Switchboard ITP - BMS Cubicle Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
checkpoint,Cubicle Installed on Wall,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,BMS Cubicle Commissioning,,,,,,Switchboard ITP - BMS Cubicle Commissioning
checkpoint,BMS Cubicle powered up,,,,,,
checkpoint,All Cards Online,,,,,,
checkpoint,"All labels, drawings etc installed",,,,,,
checkpoint,BMS Cubicle cleaned out and ready for Handover,,,,,,
,,,,,,,
checklist-flat,Fire Control Panel Installation,,,,,,Switchboard ITP - Fire Control Panel Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
checkpoint,Cubicle Installed on Wall,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,Fire Control Panel Commissioning,,,,,,Switchboard ITP - Fire Control Panel Commissioning
checkpoint,All fire relays and points test with fire contractor,,,,,,
checkpoint,"All labels, drawings etc installed",,,,,,
checkpoint,Fire Control Panel cleaned out and ready for Handover,,,,,,
,,,,,,,
checklist-flat,Switchboard Fit-off,,,,,,Switchboard ITP - Switchboard Fit-off
checkpoint,All field cabling terminated,,,,,,
checkpoint,Fire Signal supplied by others and terminated,,,,,,
checkpoint,Sub-mains supplied by others and terminated,,,,,,
checkpoint,BMS cables installed and terminated,,,,,,
checkpoint,All Field Tests completed,,,,,,
checkpoint,Ready for Energisation,,,,,,
,,,,,,,
checklist-flat,Switchboard Commissioning,,,,,,Switchboard ITP - Switchboard Commissioning
checkpoint,All circuits operational ,,,,,,
checkpoint,Power meter tested,,,,,,
checkpoint,Fire Trip Tested,,,,,,
,,,,,,,
checklist-flat,BMS Cubicle Fit-off,,,,,,Switchboard ITP - BMS Cubicle Fit-off
checkpoint,All BMS cabling terminated,,,,,,
checkpoint,Network cabling terminated,,,,,,
checkpoint,Ready for power,,,,,,
,,,,,,,
checklist-flat,Fire Control Panel Fit-off,,,,,,Switchboard ITP - Fire Control Panel Fit-off
checkpoint,All interconnecting cabling to MSSB installed and terminated,,,,,,
checkpoint,Fire cabling by others installed and terminated,,,,,,
,,,,,,,
checklist-flat,Central Controller Rough In,,,,,,Rough-in ITP - Central Controller Rough In Checklist
checkpoint,All transmission cabling installed,,,,,,
checkpoint,Central controller cable roughed in to correct wall position ,,,,,,
,,,,,,,
checklist-flat,Cable Tray Install,,,,,,Rough-in ITP - Cable Tray Install Checklist
checkpoint,Hangars Installed,,,,,,
checkpoint,Cable Tray Installed,,,,,,
checkpoint,"Bolted down, ready for rough-in",,,,,,
,,,,,,,
checklist-flat,STANDARD EQUIPMENT PBO Rough In,,,,,,Rough-in ITP - STANDARD EQUIPMENT PBO Rough In Checklist
checkpoint,Equipment installed in final position,,,,,,
checkpoint,Isolator installed by others,,,,,,
checkpoint,Control cabling roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,"STANDARD EQUIPMENT (Fan, AHU, FCU, PUMP, Boiler etc). Rough In",,,,,,"Rough-in ITP - STANDARD EQUIPMENT (Fan, AHU, FCU, PUMP, Boiler etc). Rough In Checklist"
checkpoint,Equipment installed in final position,,,,,,
checkpoint,Power cabling roughed in,,,,,,
checkpoint,Control cabling roughed in,,,,,,
checkpoint,Cables through roof,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,Essential FAN Rough In,,,,,,Rough-in ITP - Essential FAN Rough In Checklist
checkpoint,Roof penetration marked out,,,,,,
checkpoint,Fire Rated Supply rouged-in,,,,,,
checkpoint,Fire Rated Control cable roughed-in,,,,,,
checkpoint,Stainless Steel cable ties installed,,,,,,
checkpoint,Cables through roof,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,VRF Condensing Unit Rough In,,,,,,Rough-in ITP - VRF Condensing Unit Rough In Checklist
checkpoint,Condensing unit installed in final position,,,,,,
checkpoint,Power supply roughed in,,,,,,
checkpoint,Transmission/Interconnecting cabling Roughed In,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,VRF FCU/BB Rough In,,,,,,Rough-in ITP - VRF FCU/BB Rough In Checklist
checkpoint,FCU/BB Installed,,,,,,
checkpoint,Transmission cabling Roughed In,,,,,,
checkpoint,Hard-wired controller Roughed In,,,,,,
checkpoint,Floor marked for plasterer,,,,,,
,,,,,,,
checklist-flat,SPLIT AC Rough In,,,,,,Rough-in ITP - SPLIT AC Rough In Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Outdoor unit installed in final position,,,,,,
checkpoint,Power supply to Outdoor unit roughed in,,,,,,
checkpoint,Interconnecting cabling installed,,,,,,
checkpoint,Hard-wired controller roughed in,,,,,,
checkpoint,Floor marked for plasterer,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,Remote Sensor Rough In,,,,,,Rough-in ITP - Remote Sensor Rough In Checklist
checkpoint,Wall installed,,,,,,
checkpoint,Remote sensor cable roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,BMS Zone Sensor/AHPB Rough In,,,,,,Rough-in ITP - BMS Zone Sensor/AHPB Rough In Checklist
checkpoint,Wall installed,,,,,,
checkpoint,3 pair cable roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,Remote Sensor/AHPB Rough In,,,,,,Rough-in ITP - Remote Sensor/AHPB Rough In Checklist
checkpoint,Wall installed,,,,,,
checkpoint,Remote sensor and 2 pair cable roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,BMS Zone Sensor Rough In,,,,,,Rough-in ITP - BMS Zone Sensor Rough In Checklist
checkpoint,Wall installed,,,,,,
checkpoint,1 pair cable roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,AHPB Rough In,,,,,,Rough-in ITP - AHPB Rough In Checklist
checkpoint,Wall installed,,,,,,
checkpoint,2 pair cable roughed in,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,DOL FAN Rough In,,,,,,Rough-in ITP - DOL FAN Rough In Checklist
checkpoint,Fan Installed,,,,,,
checkpoint,Local switch roughed in,,,,,,
checkpoint,Cables through roof,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,DOL FAN PBO Rough In,,,,,,Rough-in ITP - DOL FAN PBO Rough In Checklist
checkpoint,Fan Installed,,,,,,
checkpoint,Isolator installed by others,,,,,,
checkpoint,Local switch roughed in,,,,,,
checkpoint,Cables through roof,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,Central Controller Fit off,,,,,,Fitoff ITP - Central Controller Fit off Checklist
checkpoint,All transmission cabling and interfcae cards installed and fitoff,,,,,,
checkpoint,Central controller controller Fit off to correct wall position,,,,,,
,,,,,,,
checklist-flat,DOL FAN/PUMP Fit off,,,,,,Fitoff ITP - DOL FAN/PUMP Fit off Checklist
checkpoint,Isolator installed,,,,,,
