type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist-flat,CHK-007-STR-Bridge Beams-Material Inspection-Precast Beams,itp,,,,Yes,CHK-007-STR-Bridge Beams-Material Inspection-Precast Beams,,,,,,,,
checkpoint-no-status,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: CHK-007-STR-Bridge Beams-Material Inspection-Precast Beams,,,,,,,,,,,,,,
label,ITP list Description: Precast Beams Material Inspection,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 13/11/2023,,,,,,,,,,,,,,
label,ITP created by: Jon De Castro,,,,,,,,,,,,,,
label,ITP approved for use by: Jon De Castro,,,,,,,,,,,,,,
checkpoint,1 - Delivery Details,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List,,,,,,,,,,,,,,
label,Acceptance Criteria - ,,,,,,,,,,,,,,
textbox,Enter: Delivery Docket Number: ,,,,,,,,,,,,,,
textbox,Enter: Delivery Date: ,,,,,,,,,,,,,,
textbox,Enter: Element ID / Birth Certificate: ,,,,,,,,,,,,,,
textbox,Attach: Delivery Docket and packaging Slip,,,,,,,,,,,,,,
label,Method - Document Review Visual,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,2 - Packaging Inspection-Quantity,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List,,,,,,,,,,,,,,
label,Acceptance Criteria - Does the number of packages in the delivery match that listed on the freight list/packaging slip?,,,,,,,,,,,,,,
label,Method - Document Review Visual,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,3 - Packaging Inspection-Delivery Contents,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List,,,,,,,,,,,,,,
label,Acceptance Criteria - Do the contents of the delivery match the freight list/packaging slip?,,,,,,,,,,,,,,
label,Method - Document Review Visual,,,,,,,,,,,,,,
label,Frequency - Each Delivery ,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,4 - Packaging Inspection-Birth Certificate,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List / Panel IDs,,,,,,,,,,,,,,
label,Acceptance Criteria - Is the delivery accompanied by Precast items Birth Certificates?,,,,,,,,,,,,,,
label,○ Precast components are to be marked on the birth certificate.,,,,,,,,,,,,,,
label,○ Cast date and lot are to be marked on the birth certificate.,,,,,,,,,,,,,,
label,Method - Document Review Visual,,,,,,,,,,,,,,
label,Frequency - Each Precast item,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,5 - Packaging Inspection-Transport,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List,,,,,,,,,,,,,,
label,Acceptance Criteria - Is the condition of packaging acceptable. Precast items are protected from damage during the transport,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,
label,Frequency - Each Precast item,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,6 - Fault IDs:,,,,,,,,,,,,,,
label,Reference - Delivery Dockets/Packing List/IFC Drawings,,,,,,,,,,,,,,
label,"Acceptance Criteria - For each precast element delivered, check for the following:",,,,,,,,,,,,,,
label,1-Identification markings match the panel type,,,,,,,,,,,,,,
label,2-Panels fabricated as per drawings,,,,,,,,,,,,,,
label,3-Cracks,,,,,,,,,,,,,,
label,4-Spalling/Damage to concrete surface,,,,,,,,,,,,,,
label,5-Exposed Reinforcement,,,,,,,,,,,,,,
label,6-Damage to Anti-Graffiti coating (where applicable),,,,,,,,,,,,,,
label,7-Incorrect Lifting mechanism size/Orientation/Quantity as per lifting design,,,,,,,,,,,,,,
label,8- Others,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 1,,,,,,,,,,,,,,
label,Reference - Item 1 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,8 - Check for Faults - 2,,,,,,,,,,,,,,
label,Reference - Item 2 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,9 - Check for Faults - 3,,,,,,,,,,,,,,
label,Reference - Item 3 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,10 - Check for Faults - 4,,,,,,,,,,,,,,
label,Reference - Item 4 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,11 - Check for Faults - 5,,,,,,,,,,,,,,
label,Reference - Item 5 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,12 - Check for Faults - 6,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,13 - Check for Faults - 7,,,,,,,,,,,,,,
label,Reference - Item 7 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,14 - Check for Faults - 8,,,,,,,,,,,,,,
label,Reference - Item 8 on this Checklist,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,
label,Method - Document Review Visual Measure,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist Signed Off,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
