resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,"Stage 2 (B39 & B40, B43, B49, B56)",,,,,,,,
,,,step,,,,B39,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 01,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 03,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 05,,,,,,
,,,step,,,,B40,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 15,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 17,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 19,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 21,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 1 Commissioning,,,,,,
,,,step,,,,B43,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 07,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 09,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 11,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 13,,,,,,
,,,step,,,,B49,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 01,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 03,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 05,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 6 Commissioning,,,,,,
,,,step,,,,B56,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 07,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 09,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 11,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 13,,,,,,
,,,step,,,Stage 3 (B50 - B55),,,,,,,,
,,,step,,,,B50,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 16,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 18,,,,,,
,,,step,,,,B51,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 20,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 22,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 24,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 26,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 5 Commissioning,,,,,,
,,,step,,,,B52,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 28,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 30,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 32,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 34,,,,,,
,,,step,,,,B53,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 31,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 33,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 35,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 37,,,,,,
,,,step,,,,B54,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 23,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 25,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 27,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 29,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 7 Commissioning,,,,,,
,,,step,,,,B55,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 15,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 17,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 19,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 21,,,,,,
,,,step,,,"Stage 4 (B44 & B45, B47 & B48)",,,,,,,,
,,,step,,,,B44,,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 02,,,,,,
