Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
,checklist,1630-P200-SYM-QAC-ITP-0031 Installation of Steel Beam Guard Fence REV1,itp,1630-P200-SYM-QAC-ITP-0031 Installation of Steel Beam Guard Fence REV1,,75249422-f62f-44fb-8a56-a793f7edfbbf,
,section,ITP Details,,,,,
,checkpoint,ITP Details,,,,,
c4cf6fc7-cd23-5d15-9416-6a149d0ccac6,note,ITP No. - 0031,,,,,
a8d9cf65-b2dc-5430-8bb3-384a47aba71e,note,Rev No. - 01,,,,,
2f02dbb0-2982-55c7-b523-9fb8e8c1f049,note,Date of Issue - 31/10/24,,,,,
744f0674-20a1-537a-9e11-0402a7bb1498,note,ITP Type - Revised,,,,,
,section,1.0 Pre-start activities,,,,,
,checkpoint,1.1 - Safety,,,,,
b56f74be-5986-5c41-8928-d4f498c544b9,note,Ensure that the following items have been actioned:,,,,,
8e7bfdd7-5ae4-53cc-926d-ef06d75919fd,note,– SWMS if applicable,,,,,
3e91fcf0-a555-5c5c-94f9-5538f8f156de,note,– Plant Pre-start Inspection,,,,,
f41ceac2-fcc1-5885-ac2a-d914b9969521,note,– Service locations identified,,,,,
755ac404-9964-5b2f-80d1-9411e5e50802,note,– Traffic Management Plans (if req’d),,,,,
f124ba43-cd1c-57c0-b2c1-cc3b1125e8d9,note,– All staff inducted,,,,,
d8cf4678-220f-5c84-845c-2e6ddec95765,note,Ref docs - SMP,,,,,
bae21e01-dad8-59e8-b54d-04489dd4b470,note,Acceptance criteria - SWMS/WMS submitted reviewed and accepted if required.,,,,,
9d7c1369-1fc7-5f04-86d5-09f9146d5b40,note,○ Plant inspections completed and entered. TSA training completed. Pre-work briefings completed.,,,,,
241e54a6-38ab-5bb5-9d79-16c836cdf55b,note,○ Service Diagrams available and services located,,,,,
52245dc5-f25a-5376-b43d-d54526bd00bc,note,Freq - Once (Pre-Start),,,,,
e30c26fb-5879-548d-a189-03aa9e35488c,note,Key - H,,,,,
505e349d-ce32-5758-ba46-64bffe921484,note,Resp - SE,,,,,
9c720b84-7d74-55d4-972f-4c50e4488863,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
09d2600d-2752-5928-bbe4-ff44407ef36c,tickbox,Service map Attached,,,,,
,checkpoint,1.2 - Excavation Permit,,,,,
126b0ea6-b64d-57a5-ae1c-fdb6bb12b1ea,note,Ref docs - SMP,,,,,
6857678d-d78a-540e-888b-76d073f644ee,note,Acceptance criteria - All identified underground services marked and potholed to confirm location and depth. No machine excavation within 1m of underground services.,,,,,
a1883b36-ea28-5ab0-8a4d-6f583ce81ef7,note,Freq - Prior to start of works,,,,,
ab03fd11-558a-5e53-8a36-0f5ff51a3256,note,Key - H,,,,,
4bbf1f47-e1ea-5b4c-b0a0-81862d7c6702,note,Resp - SE,,,,,
e1468907-dd01-5e62-8b8a-99e9d5d83124,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
9dfb7829-4b7b-5d29-8b72-508cf399e52d,textbox,Permit No.,,,,,
,checkpoint,1.3 - Material Compliance – Steel,,,,,
42b34f06-5ae8-5807-b5d2-09c08b36ebe1,note,"Ref docs - DoT Clause 708.05 (a), 708.05 (b), 708.04",,,,,
113242ff-0420-5165-8e56-7228be2b19ce,note,Acceptance criteria - Submit to the Superintendent all test certificates related to the supply of steel for the Works at least 14 days prior to commencement of installation.,,,,,
9cbc2c31-50c7-5e75-90bf-80cf8ca7f81b,note,○ All testings shall be endorsed in accordance with the NATA registration for that lab.,,,,,
53519f29-5c4e-5a07-a033-684082b00330,note,○ Only safety barrier products listed in RDN 06-04 shall be used,,,,,
028c88af-f6af-5d99-ae1d-8ebdd623716d,note,Freq - 14 days Prior to start of works,,,,,
e69140eb-2f69-521a-a60e-ab7236eeb9ab,note,Key - H,,,,,
03ab242a-8037-5a57-a577-4473839a215d,note,Resp - SE,,,,,
dadfa6ea-80d6-5077-9db7-0a57495f56fa,note,SI Key - H,,,,,
e60ade6a-eb9a-53a2-8bbf-ec12e4d17fb7,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
61fb8f46-3f4d-5686-9492-c366e02bb914,tickbox,Compliance/test certificates,,,,,
de28acb0-aad4-5117-ab7d-398c91d09b2e,tickbox,Action point & linked,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,1.4 - Material Compliance – W-beam Base Metal Mechanical Properties,,,,,
02407f29-7a32-5d00-bf8f-b8221cb4f98e,note,"Ref docs - DoT Clause 708.05 (a), 708.05 (c) (i)",,,,,
0a9dc3ec-8c74-5a1d-aad9-6ffe04e14ab9,note,"Acceptance criteria - Below information marked on steel W-beams, posts at both ends and all plastic components:",,,,,
eb605a67-62de-50b7-8567-f1b001bb9c6c,note,Name of the manufacturer;,,,,,
a669a062-6190-50f4-b3b8-eeecc0305c0a,note,batch number strength grade and base metal thickness of the steel W-Beams,,,,,
645efd19-9650-5df9-9997-219910223689,note,W-beams to meets requirements of AS/NZS 1594 Grade HA350.,,,,,
58270013-e863-5096-a76c-ed3aece8a715,note,Mechanical Properties of Base Metal:,,,,,
65deef76-9c6f-5792-9f79-5b8e6b96e1ab,note,○ Min. Yield Strength: 350MPa,,,,,
18b39685-55f7-52ec-bd23-4b91560654bf,note,○ Min. Elongation in 80 mm: 16%,,,,,
3b95e089-dee0-5e34-a265-4978ef00de42,note,○ Min. Tensile Strength: 430MPa,,,,,
48dea0c0-ba36-5df0-842f-885aae9bc190,note,The base metal shall comply with the following tolerances when measured in accordance with the methods of AS/NZS 1365,,,,,
f0400b2f-6fcc-58ba-90bc-bcfac726c4be,note,○ Base metal thickness 2.7 mm +0.21 mm or -0.10 mm,,,,,
001e3327-4bad-5072-8dba-5c381ee5b84c,note,○ Mill camber tolerance on 2500 mm length 10 mm max,,,,,
479e36bd-1e61-549b-acc1-43ed33ca2be4,note,"○ Mill tolerance on strip width +2.5 mm, -0.0",,,,,
20ad1f11-69b7-5c5b-a1b8-ae1cf987e42a,note,Freq - Prior to start of works,,,,,
f81c6eb5-b74a-527c-adab-77b344500109,note,Key - H,,,,,
6734ff39-dfc1-5068-bb8a-2ccc7fd93e31,note,Resp - SE,,,,,
caf16c4e-494e-5496-96f8-5a38b1e9f3fe,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
51a2ebf6-ada2-5460-b011-00210d6760a6,tickbox,Compliance/test certificates,,,,,
,checkpoint,1.5 - Material Compliance – Steel Posts and Blocks,,,,,
8819b16c-9dbe-5cc5-809d-fbbf50471147,note,Ref docs - DoT Clause 708.05 (c) (ii),,,,,
ec5aec3e-e9e9-5178-b476-17bd9b94c6d5,note,Acceptance criteria - Manufactured from steel which meets AS/NZS 1594 Grade HA250,,,,,
39b6c1c4-30a5-5985-aaf6-c430ec428101,note,○ Base material thickness shall be 6.0 mm +/-0.27 mm.,,,,,
a18585d0-241b-538a-a1f7-19cb4575db8a,note,Freq - Prior to start of works,,,,,
a2d11dbd-bc30-521e-badc-c9b3071069e5,note,Key - H,,,,,
8e43dc49-398f-5b71-8e1c-87ad07b88a13,note,Resp - SE,,,,,
03881395-0e90-5474-9ef9-0b5af8df3af0,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
de822c86-bb56-572f-9778-bcf22fe5b917,tickbox,Compliance/test certificates,,,,,
,checkpoint,1.6 - Material Compliance – Terminal Sections,,,,,
158e70cc-24a8-5191-871a-2c38eccce367,note,Ref docs - DoT Clause 708.05 (c) (iii),,,,,
f2d1ebd9-54bc-513c-ae97-1daa6069b6b1,note,Acceptance criteria - Manufactured from steel which meets AS/NZS 1594 Grade HA350,,,,,
2d82e84f-cffb-5c74-9e3a-e8d5c5d78e00,note,Freq - Prior to start of works,,,,,
a8ea9490-cb71-58ab-8f9c-2982b7db9126,note,Key - H,,,,,
be4fbfb1-d0ea-5d01-9942-a92c232d4679,note,Resp - SE,,,,,
730792a6-de1a-5203-ac37-5aee7fbde2dd,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
bb496613-bfab-5bad-ba32-71288b2d9b74,tickbox,Compliance/test certificates,,,,,
,checkpoint,1.7 - Material Compliance – WRSB,,,,,
e2a66f9b-b321-5cfb-9185-2f284d0fc11e,note,Ref docs - DoT Clause 711.05,,,,,
8f604a16-40ac-5121-a3ce-fa2ad7ae4401,note,"Acceptance criteria - Submit to the Superintendent for review not less than 14 days prior to the proposed use of materials and components, a signed statement including relevant test reports demonstrating the compliance of the materials and components with the specification for the proprietary WRSB system and VR711",,,,,
eff89a46-1919-5f92-b54c-d9c019761956,note,○ The installation of the WRSB shall not proceed until the signed statement and certificates of compliance have been accepted by the Superintendent.,,,,,
37775125-06f4-5b6c-841f-c0aa72eeacca,note,Freq - Prior to start of works,,,,,
c6189d5e-10d8-5cda-b75e-aedc268a942e,note,Key - H,,,,,
5151186e-a731-51a4-9a21-5334650c31d4,note,Resp - SE,,,,,
f9e2ebe4-f9b3-5c1e-937b-c75cf1493bf1,note,SI Key - H,,,,,
5cd1b5d8-150d-59cc-a02f-01d7a8082854,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
a308e073-0562-5bd8-8575-8845fd0abc52,tickbox,Compliance/test certificates,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,1.8 - Protective Treatment - Galvanising,,,,,
19fa5b38-ec83-5483-a498-2b2f98d745fc,note,Ref docs - DoT Clause 708.05 (d),,,,,
772c43d6-98df-5e0f-9ef3-89724590554f,note,Acceptance criteria - Treatment should be in accordance with AS 1627 - Parts 1 and 4 and finished by hot-dipped galvanising in accordance with AS/NZS 4680.,,,,,
3c946d2f-67bb-5799-8335-c8cd463cd19f,note,"○ Hot-dipped galvanised coating on Bolts, Nuts and Washers shall comply with AS 1214.",,,,,
aed85224-e952-5d86-a6e7-950b57c02e93,note,"○ All galvanised coatings shall be smooth, adherent, and free from stains, gross surface imperfections, markings, brand names and/or inclusions. Appearance is of prime importance and colour shall be uniform.",,,,,
8b89236b-3652-523a-8dc4-956fe8894a3e,note,"○ Where curved W-beam of less than 45 m curve radius is specified, the curving operation shall be carried out off site in a manner that will not result in damage to the galvanising.",,,,,
0246f86f-62b2-52a6-9b1f-acf2ad360abb,note,Freq - Prior to start of works,,,,,
a55ce9e9-a9a7-5b9d-9c4f-0ef0e6b6f89a,note,Key - H,,,,,
e9580467-d297-549b-8658-da0f85a8680e,note,Resp - SE,,,,,
3135cc49-cbe1-5859-9a75-d668901ec702,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
ef1f3f0c-5719-5bf5-acd1-c633ece9f7ee,tickbox,Galvanisation Compliance/test certificates,,,,,
,checkpoint,1.9 - Protective Treatment - repair,,,,,
3ae6d8da-7f28-5b6d-a457-e9496f1d572f,note,Ref docs - DoT Clause 708.05 (d),,,,,
6dd2df67-26b3-5d0d-acfb-df9fb0321826,note,Acceptance criteria - Repairs to a damaged galvanised coating to be done with zinc-rich inorganic Paint with a minimum of 2 coats in accordance with AS 3750.9 and one coat of aluminium paint.,,,,,
6af3765c-cdd0-59ff-a999-174fa39b4d02,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
a977cd58-c635-5103-bfd2-993882a2e976,button,Photo Evidence,"Yes,No,N/A",,,,
,checkpoint,1.10 - Material Compliance – Breakaway Cable Terminal,,,,,
7aaeb42b-ddb9-5519-a5a6-dab94e347964,note,Ref docs - DoT Clause 708.05 (f),,,,,
e1a9d132-b2ad-5253-8e81-6e1868da0907,note,Acceptance criteria - The wire rope shall comply with the requirements of AS3569 and the details shown on Drawings.,,,,,
727d1394-a87a-5a94-8b17-a805b9579b09,note,○ Wire ropes used in proprietary devices must comply with the manufacturer’s recommendations.,,,,,
90c91ca0-26e0-5284-ac63-5528bf570235,note,Freq - Prior to start of works,,,,,
0ff273e7-159c-52ad-974c-2a5772ffbb84,note,Key - H,,,,,
3e92312d-43c8-5f3e-a095-d531790dcac2,note,Resp - SE,,,,,
88c0889f-56dc-54ea-9733-9f28016443fb,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
54dfb0a0-6917-5262-ab29-88aa638af8f6,tickbox,Compliance test certificates,,,,,
,checkpoint,"1.11 - Material Inspection, Handling and Storage",,,,,
3389ee76-eacd-5aad-b943-3602eac78131,note,"Ref docs - DoT Clause 708.06, 708.11, 708.13 IFC Drawings",,,,,
d3a7b62d-643c-508d-8e00-4aa976be4230,note,"Acceptance criteria - Items are loaded, transported, unloaded, stacked, and handled in such a way to protect items from distortion and that galvanised surfaces are protected from damage.",,,,,
820d3886-bef8-5169-a39b-e858f00b7f1d,note,"○ All materials stored to prevent damage and corrosion at least 200 mm above the ground on platforms, slabs, or other supports.",,,,,
51694b40-dd40-555a-9ff1-686273d61baf,note,"○ Rusted, bent, or damaged steel shall be rejected.",,,,,
30a8b8dd-9072-51ff-919b-f14b57061f70,note,"○ If stacks located behind a serviceable road safety barrier system, the clear space must allow for dynamic deflection and proper functioning of the end treatments.",,,,,
a67a0a75-a540-5193-ac82-996e47a7c98f,note,○ Ensure that materials are in compliance with VicRoads specifications and IFC Drawings.,,,,,
c0415847-ad4f-5b12-888f-35d98ef19957,note,○ Ensure there are no hard objects within the deflection zone of the barrier.,,,,,
5558f5ae-fa02-50dc-8c1d-3604a690314b,note,Freq - Prior to start of works & Throughout construction process,,,,,
fd0aec59-c682-5dba-9f9a-fec233456e8c,note,Key - R I,,,,,
96c3a07c-8779-5c4d-9b9a-35ee9016f0a8,note,Resp - SE,,,,,
216174ae-46bc-56f1-bb91-977969de1640,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) - Incoming Material Checklist",,,,,
,checkpoint,1.12 - Pre-Construction Planning,,,,,
53aa9b99-38ff-58f2-abdf-f147c48a2555,note,"Ref docs - DoT Clause 708.07 (a), (c) & (d)",,,,,
db1e075b-9323-5e27-a2d3-2db666357bfe,note,"Acceptance criteria - Plan and execute the work in a manner that prevents damage to underground and above ground facilities. Construct a guard fence to form a smooth line vertically and horizontally, when viewed along the line of the installation, free of humps, sags, or other irregularities, within tolerances.",,,,,
2f408089-9ec3-5658-9274-8581dec6af31,note,"○ Any component of a guard fence must not be welded, or flame cut in the field under any circumstances. Welding and flame cutting may only be conducted when shown on drawings in accordance with the manufacturer’s recommendations.",,,,,
3e62a077-b6ee-5a54-bba2-590399dca194,note,○ End treatments and transitions commissioned at the earliest practicable time where the guard fence is being constructed on a road open to traffic. Temporary end treatments to the satisfaction of the Superintendent to be provided until the permanent treatments are complete.,,,,,
f685f37a-d600-57a2-921b-2eb7bf8cd6ae,note,Removal of an existing installed safety barrier system includes:,,,,,
5bc9ff55-3d73-5d30-95c5-a23c00cb7e6e,note,"○ Dismantling or demolition of safety barriers, transitions, and end treatments",,,,,
b50b4d36-39ad-5ab2-a110-6c303a88ce42,note,"○ Extracting all posts, anchors and other in-ground components and materials",,,,,
d6897bed-b74b-52ba-a986-ed3681da48f2,note,○ Removing all components and waste materials from the site,,,,,
c74c0aec-3165-5c95-9f1c-0e2311bb0efb,note,"○ Cleaning, backfilling and mechanically compacting all excavations and holes in 150 mm layers to not less than the density of the surrounding layers.",,,,,
b6f2c501-c3dc-521d-874a-264e4220616f,note,○ Stacking or disposing of components and waste materials,,,,,
e4b85dc2-258d-5fb5-98e9-1148b3df309a,note,Freq - Prior to start of works,,,,,
750283fb-7ae2-5137-9533-0d0e21112da2,note,Key - I,,,,,
2aa7c789-e15c-5f25-8836-bd66be9f1bd2,note,Resp - SE,,,,,
,checkpoint,1.13 - Associated Pavement Shoulder widening,,,,,
79b8eced-7c11-5f33-8ea5-7b3442116193,note,"Ref docs - VR 708.15, VR AGRD 06",,,,,
ef751bbd-3ab6-519a-8542-823929c45c29,note,"Acceptance criteria - Where required, widening of the existing shoulder on the median or outer verge applications adjacent to locations where guard fence is to be installed, shall be completed.",,,,,
050935ee-23c9-5239-8a27-1e2613ae599d,note,○ The edge of shoulder shall be saw-cut to provide a neat straight edge against which the additional pavement can be placed.,,,,,
ade2353a-ee6f-53ea-ab28-08b997729663,note,○ Pavement layers shall be stepped a minimum 150 mm horizontally to enable new widening to be keyed into the existing pavement.,,,,,
5a206a14-c20e-5b0a-a778-e2134b5ad1b1,button,Has the above been completed?,"Yes,No,N/A",,,,
16f2f65d-487f-5044-9080-6465fc2815fe,note,Freq - Prior to start post install,,,,,
3b3f9bd8-3bbd-5f67-aec7-ac540c439b43,note,Key - H,,,,,
28fee737-69f7-53fd-8338-73322beb68b1,note,Resp - SE,,,,,
569033c4-0bbd-5b88-b7fd-b6a3b98e234c,note,"Remarks/record (eg. Test frequency reports, certificates, checklist etc) -",,,,,
,section,2.0 Post Installation,,,,,
,checkpoint,2.1 - Set Out,,,,,
871b6392-ec0c-5930-8a59-0499001c81db,note,Ref docs - DoT Clause 708.08,,,,,
a85e36e1-2ba2-5f66-9a2d-768f116295b3,note,"Acceptance criteria - Prior to installation, the required location and length of all barrier alignments are to be confirmed with the Superintendent.",,,,,
a817ba2d-af17-5db5-8d9d-c5cae24ed1e8,note,Freq - Each lot & Each possession,,,,,
59c9626e-d88d-554c-bc62-a1ad5f004246,note,Key - H,,,,,
134e4889-ebad-596a-894c-32246ce149f8,note,Resp - SE,,,,,
b4d9ace9-7dfd-5a90-9cc5-199faeddada3,note,SI Key - H,,,,,
