"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"ITP-001 - Clearing and Grubbing"
,"Scope",,
,"Rows"
,,"Section 1: CH136460–133100","dynamic","section 1: ch136460–133100","clearing and grubbing"
,,"Section 2: CH133100–130640","dynamic","section 2: ch133100–130640","clearing and grubbing"
,,"Section 3: CH129500–127660","dynamic","section 3: ch129500–127660","clearing and grubbing"
,,"Section 3: CH129500–127660","dynamic","section 3: ch129500–127660","clearing and grubbing"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Implementation of environmental measures and controls",,"1.3 - implementation of environmental measures and controls"
,,"1.4 - Flora and Fauna",,"1.4 - flora and fauna"
,,"1.5 - Protection of Existing Vegetation",,"1.5 - protection of existing vegetation"
,,"1.6 - Flora and Fauna",,"1.6 - flora and fauna"
,,"1.7 - Authorisation for works",,"1.7 - authorisation for works"
,,"1.8 - Utilities",,"1.8 - utilities"
,,"1.9 - Traffic Management",,"1.9 - traffic management"
,,"2.1 - Limits of work",,"2.1 - limits of work"
,,"2.2 - Clear and grub trees and vegetation",,"2.2 - clear and grub trees and vegetation"
,,"2.3 - Clear and grub trees and vegetation",,"2.3 - clear and grub trees and vegetation"
,,"2.4 - Clear and grub trees and vegetation (embankment areas)",,"2.4 - clear and grub trees and vegetation (embankment areas)"
,,"2.5 - Clear and grub trees and vegetation at culvert sites",,"2.5 - clear and grub trees and vegetation at culvert sites"
,,"2.6 - Backfill holes",,"2.6 - backfill holes"
,,"2.7 - Dispose of Trees and vegetation",,"2.7 - dispose of trees and vegetation"
,,"2.8 - Damage to Fencing",,"2.8 - damage to fencing"
,,"3.1 - Gradco ITP sign off",,"3.1 - gradco itp sign off"
,,"Final Inspection - Gradco",,"final inspection - gradco"
,,"Final Inspection - Fulton Hogan",,"final inspection - fulton hogan"

"ITP-002 - Fencing"
,"Scope",,
,"Rows"
,,"Section 1: CH136460–133100","dynamic","section 1: ch136460–133100","fencing"
,,"Section 2: CH133100–130640","dynamic","section 2: ch133100–130640","fencing"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Survey set-out",,"1.3 - survey set-out"
,,"2.1 - Fencing material",,"2.1 - fencing material"
,,"3.1 - Fence post installation",,"3.1 - fence post installation"
,,"3.2 - Wire installation",,"3.2 - wire installation"
,,"3.3 - Wire Mesh Installation",,"3.3 - wire mesh installation"
,,"3.4 - Gate installation",,"3.4 - gate installation"
,,"4.1 - As Built Documentation",,"4.1 - as built documentation"
,,"Final Inspection",,"final inspection"

"ITP-004 - Earthworks - Cut, Fill and Subgrade Preparation(incl. Lime stabilisation)"
,"Scope",,
,"Rows"
,,"Section 1: CH136460–133100","dynamic","section 1: ch136460–133100","bulk earthworks and subgrade preparation"
,,"Section 2: CH133100–130640","dynamic","section 2: ch133100–130640","bulk earthworks and subgrade preparation"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Lime Stabilisation mix design",,"1.3 - lime stabilisation mix design"
,,"1.4 - Survey set-out",,"1.4 - survey set-out"
,,"1.5 - Ground Penetration Permit",,"1.5 - ground penetration permit"
,,"2.1 - Lime Stabilisation trial",,"2.1 - lime stabilisation trial"
,,"2.2 - Material Categorisation",,"2.2 - material categorisation"
,,"2.3 - Stripping of Topsoil",,"2.3 - stripping of topsoil"
,,"2.4 - Unsuitable Material",,"2.4 - unsuitable material"
,,"2.5 - Subgrade Fill Material",,"2.5 - subgrade fill material"
