type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist-flat,CTN-ITP - Spray Sealing Operation,itp,,,,,CTN-ITP - Spray Sealing Operation,,
checkpoint,1.1 - Binder,,,,,,,,
note,Frequency - Delivery Docket upon request,,,,,,,,
note,Acceptance Criteria - Verify binder being used matches that specified on the job pack ,,,,,,,,
note,Reference Documents/Clause - 408.08 ,,,,,,,,
note,Inspection / Test Method - Verify,,,,,,,,
note,Conformance Record - This ITP signed off & Delivery Docket ,,,,,,,,
note,IP,,,,,,,,
note,Responsibility - Spray Seal Supervisor ,,,,,,,,
textbox,ITP Opened:,,,,,,,,
textbox,Date Completed:,,,,,,,,
checkpoint,2.1 - Aggregate Specification ,,,,,,,,
note,Frequency - Delivery Docket & Maximum lot size 350t of same class and size ,,,,,,,,
note,Acceptance Criteria - VicRoads Standard Specification Sections: ,,,,,,,,
note,• 801 - Source Rock;  ,,,,,,,,
note,• 831 – Aggregate; and ,,,,,,,,
note,• 832 - Sands ,,,,,,,,
note,Reference Documents/Clause - 408.11 (a) ,,,,,,,,
note,Inspection / Test Method - Verify,,,,,,,,
note,Conformance Record - This ITP signed off & Delivery Docket ,,,,,,,,
note,HP/C,,,,,,,,
note,Responsibility - Spray Seal Engineer ,,,,,,,,
textbox,Date Completed:,,,,,,,,
checkpoint,2.2 - Aggregate Precoating Materials ,,,,,,,,
note,Frequency - All works carried out & Delivery Docket upon request ,,,,,,,,
note,"Acceptance Criteria - Distillate based product, cutback bitumen, emulsion based product or proprietary product. ",,,,,,,,
note,• Supply plant pre-coated aggregate from supplier or field pre-coated aggregate from stack site ,,,,,,,,
note,Reference Documents/Clause - 408.09 (b) 408.11 (b) ,,,,,,,,
note,Inspection / Test Method - Verify ,,,,,,,,
note,Conformance Record - This ITP signed off & Delivery Docket ,,,,,,,,
note,IP,,,,,,,,
note,Responsibility - Spray Seal Engineer/Supervisor ,,,,,,,,
textbox,Date Completed:,,,,,,,,
checkpoint,3.1 - Rates of Application ,,,,,,,,
note,Frequency - All works carried out ,,,,,,,,
note,Acceptance Criteria - The Contractor shall determine the rates of application in accordance with the procedures set out in the Guide to Pavement Technology: Part 4K. ,,,,,,,,
note,• Rates shall be expressed in L/m2 and residual binder at 15°C. ,,,,,,,,
note,"• At least 1 week prior, rates of application, aggregate and rates for pre-treatment to be reviewed by Superintendent. ",,,,,,,,
note,Reference Documents/Clause - 408.13 (a) ,,,,,,,,
note,Inspection / Test Method - Verify ,,,,,,,,
note,Conformance Record - This ITP signed off & Rate of Application for Residual Binder at 15°C ,,,,,,,,
note,HP/S ,,,,,,,,
note,Responsibility - Spray Seal Engineer ,,,,,,,,
textbox,Date Completed:,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.2 - Calibration of Bitumen Sprayer ,,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,,
note,Acceptance Criteria - Calibration Certificate to be provided ,,,,,,,,
note,Reference Documents/Clause - 408.07 ,,,,,,,,
note,Inspection / Test Method - Verify ,,,,,,,,
note,Conformance Record - This ITP signed off & Compliance Certificate ,,,,,,,,
note,WP,,,,,,,,
note,Responsibility - Spray Seal Engineer/Supervisor ,,,,,,,,
textbox,Date Completed:,,,,,,,,
checkpoint,3.3 - Commencement of works ,,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,,
note,"Acceptance Criteria - Prior to the works being carried out, the Contractor shall provide written confirmation of the works that will be undertaken the following day and obtain agreement from the Superintendent to any variation in the rates of application to those provided under Cl. 408.13(a) ",,,,,,,,
note,• Works shall not commence until the Contractor & Superintendent have agreed that the road or pavement surface is fit & ready for surfacing no more than 24 hours prior to the works occurring ,,,,,,,,
note,• DSG Specification Section 310 – Preparation of Granular Pavement for Bituminous Surfacing shall be satisfied for initial seals ,,,,,,,,
note,Reference Documents/Clause - 408.04 (b) ,,,,,,,,
note,Inspection / Test Method - Verify ,,,,,,,,
note,Conformance Record - This ITP signed off ,,,,,,,,
note,HP/S ,,,,,,,,
note,Responsibility - Spray Seal Engineer/Supervisor ,,,,,,,,
textbox,Date Completed:,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,3.4 - Minimum Temperature ,,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,,
note,Acceptance Criteria - Minimum Temperature to meet criteria as set out in Table 408.131,,,,,,,,
note,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,
note,Treatment Type || Min. air & pavement Temp. (°C) ,,,,,,,,
note,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,
note,Primes || 10,,,,,,,,
note,Initial seals (single/single) || 15,,,,,,,,
note,Initial seals (double/double) || 10,,,,,,,,
note,C170 and crumb rubber modified PMBs || 15,,,,,,,,
