Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Fan Coil Unit,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Basement 2,dynamic,Fan Coil Unit,FCU's,Basement 2,Rough-in,Site QA,
,,Basement 1,dynamic,Fan Coil Unit,FCU's,Basement 1,Rough-in,Site QA,
,,Ground Floor,dynamic,Fan Coil Unit,FCU's,Ground Floor,Rough-in,Site QA,
,,Level 1,dynamic,Fan Coil Unit,FCU's,Level 1,Rough-in,Site QA,
,,Level 2,dynamic,Fan Coil Unit,FCU's,Level 2,Rough-in,Site QA,
,,Level 3,dynamic,Fan Coil Unit,FCU's,Level 3,Rough-in,Site QA,
,,Level 4,dynamic,Fan Coil Unit,FCU's,Level 4,Rough-in,Site QA,
,,Level 5,dynamic,Fan Coil Unit,FCU's,Level 5,Rough-in,Site QA,
,Columns,,,,,,,,
,,Unit model number in accordance with design specification & correctly labelled,,Unit model number in accordance with design specification & correctly labelled,,,,,
,,Unit installed in accordance with design specifications,,Unit installed in accordance with design specifications,,,,,
,,Control cable installed in wall & back to FCU,,Control cable installed in wall and back to FCU,,,,,
,,Drain installed in wall & back to FCU,,Drain installed in wall and back to FCU,,,,,
,,Controller fitted off,,Controller fitted off,,,,,
,,Adequate access to unit access panels,,Adequate access to unit access panels.,,,,,
,,,,,,,,,
Fan Installation,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Basement 2,dynamic,Fans,Basement 2,Rough-in,Site QA,,
,,Basement 1,dynamic,Fans,Basement 1,Rough-in,Site QA,,
,,Ground Floor,dynamic,Fans,Ground Floor,Rough-in,Site QA,,
,,Level 1,dynamic,Fans,Level 1,Rough-in,Site QA,,
,,Level 2,dynamic,Fans,Level 2,Rough-in,Site QA,,
,,Level 6,dynamic,Fans,Level 6,Rough-in,Site QA,,
,Columns,,,,,,,,
,,Ensure equipment is not damaged,,Ensure equipment is not damaged.,,,,,
,,Are drawings on site the latest issue,,Are drawings on site the latest issue,,,,,
,,Identify & install the fan in the right location,,Identify and install the fan in the right location.,,,,,
,,Is the fan labelled,,Is the fan labelled,,,,,
,,Have anti-vibration mounts been installed,,Have anti-vibration mounts been installed,,,,,
,,Is the fan securely installed,,Is the fan securely installed,,,,,
,,Is the impeller free to move,,Is the impeller free to move,,,,,
,,Has VSD been installed if required,,Has VSD been installed if required,,,,,
,,Have the manufacturer's installation instructions been followed,,Have the manufacturer’s installation instructions been followed,,,,,
,,"Are screws, nuts & bolts fixed",,"Are screws, nuts and bolts fixed",,,,,
,,Are access panels provided,,Are access panels provided,,,,,
,,Is ductwork including spigots complete,,Is ductwork including spigots complete,,,,,
,,Are ducts clean & free of debris on the inside,,Are ducts clean and free of debris on the inside,,,,,
,,Has rubbish been removed,,Has rubbish been removed,,,,,
,,Store all materials that are not being used,,Store all materials that are not being used.,,,,,
,,Mark alterations & sizes on final locations for records,,Mark alterations and sizes on final locations for records.,,,,,
,,,,,,,,,
Pipework,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Basement 2,grouping,Basement 2,,,,,
,,Pipework,expanded,Pipework,FCU's,Basement 2,Rough-in,Site QA,
,,Basement 1,grouping,Basement 1,,,,,
,,Pipework,expanded,Pipework,FCU's,Basement 1,Rough-in,Site QA,
,,Ground Floor,grouping,Ground Floor,,,,,
,,Pipework,expanded,Pipework,FCU's,Ground Floor,Rough-in,Site QA,
,,Ground Floor - Branch Controller,dynamic,Branch Controller,Ground Floor,Rough-in,Site QA,,
,,Level 1,grouping,Level 1,,,,,
,,Pipework,expanded,Pipework,FCU's,Level 1,Rough-in,Site QA,
,,Level 1 - Branch Controller,dynamic,Branch Controller,Level 1,Rough-in,Site QA,,
,,Level 2,grouping,Level 2,,,,,
,,Pipework,expanded,Pipework,FCU's,Level 2,Rough-in,Site QA,
,,Level 2 - Branch Controller,dynamic,Branch Controller,Level 2,Rough-in,Site QA,,
,,Level 3,grouping,Level 3,,,,,
,,Pipework,expanded,Pipework,FCU's,Level 3,Rough-in,Site QA,
,,Level 3 - Branch Controller,dynamic,Branch Controller,Level 3,Rough-in,Site QA,,
,,Level 4,grouping,Level 4,,,,,
,,Pipework,expanded,Pipework,FCU's,Level 4,Rough-in,Site QA,
,,Level 4 - Branch Controller,dynamic,Branch Controller,Level 4,Rough-in,Site QA,,
,,Level 5,grouping,Level 5,,,,,
,,Pipework,expanded,Pipework,FCU's,Level 5,Rough-in,Site QA,
,,Level 5 - Branch Controller,dynamic,Branch Controller,Level 5,Rough-in,Site QA,,
,Columns,,,,,,,,
,,Pipework material as per design specifications,,Pipework material as per design specifications,,,,,
,,"Pipework bends, fittings & supports as per specification",,"Pipework bends, fittings & supports as per specification",,,,,
,,Carry out testing,,Carry out testing,,,,,
,,Check expansion & contraction joints have been fitted,,Check expansion and contraction joints have been fitted,,,,,
,,Confirm valves & other fittings supplied & installed in accordance with design docs,,Confirm valves and other fittings supplied and installed in accordance with design documentation,,,,,
,,Confirm general maintenance access is available to valve locations,,Confirm general maintenance access is available to valve locations.,,,,,
,,,,,,,,,
SOU,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Level 2,dynamic,SOU's,Level 2,Rough-in,Site QA,,
,,Level 3,dynamic,SOU's,Level 3,Rough-in,Site QA,,
,,Level 4,dynamic,SOU's,Level 4,Rough-in,Site QA,,
,Columns,,,,,,,,
,,SOU,,SOU,,,,,
,,Fan Coil Unit,,Fan Coil Unit,,,,,
,,Pipework,,Pipework,,,,,
,,,,,,,,,
Condenser,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Basement 2,dynamic,Condenser,Basement 2,Rough-in,Site QA,,
,,Basement 1,dynamic,Condenser,Basement 1,Rough-in,Site QA,,
,,Ground Floor,dynamic,Condenser,Ground Floor,Rough-in,Site QA,,
,,Level 6,dynamic,Condenser,Level 6,Rough-in,Site QA,,
,Columns,,,,,,,,
,,"Equipment Schedules verifying qty, make & model",,"Equipment Schedules verifying qty, make & model",,,,,
,,Layout & locations confirmed,,Layout and locations confirmed,,,,,
,,Power capacity verified,,Power capacity verified,,,,,
