"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f9061ee6-fe65-4b8a-8712-9f5959a367f7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"dee3eb21-b0c9-46f6-9a45-31588aecd398","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In-Ground"
"dbeac0c9-4d85-4822-ba52-f3ca796aa8ec","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","ITP 30_In Ground Drainage_Stack & Underfloor (grid 9-12_A-C)"
"8487f3f9-b54f-4197-9669-483da58f2a08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In-Ground","In-Ground Drainage"
"0e873c23-53fc-458c-9299-63d3324bb47c","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 01_In Ground Drainage_160 HDPE Drain (grid 10-J-E)"
"6a4777c4-ab2a-429f-be77-05e5a59cefa5","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 01_In Ground Drainage_450 HDPE Stormwater"
"5cc674b4-5f80-4731-afad-d4c007af3906","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 02_In Ground Drainage_250 HDPE Drain (grid 10-E-C)"
"036b33e3-57ac-4482-927c-8c74c7c664e8","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 03_In Ground Drainage_250 HDPE Drain (grid 10-C-A)"
"00d6745f-7b66-4c94-bfd9-ccdea9b8e027","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 04_In Ground Drainage_160 HDPE Drain (grid J-K) (Grid 1-10)"
"f3faf661-8770-4510-ac13-602e46e69c2c","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 05_In Ground Drainage_160 HDPE Drain (grid 6-4_1-10)"
"52cb05f1-285c-4d52-973f-b030ce48376f","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 06_In Ground Drainage_160 HDPE Drain (grid A-B_1-10)"
"82a90989-74d8-4e91-8119-f92233239fc4","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 07_In Ground Drainage_Tradewaste 110 HDPE (grid 8-9_E-A)"
"bc41ee13-76bf-4a40-bb3c-f0010132ec42","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 08_In Ground Drainage_160 HDPE Drain (grid D-C_1-10)"
"e15dd2d7-00a0-494b-b34f-4a687a55a071","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 09_In Ground Drainage_160 HDPE Drain (grid E-D_7-10)"
"c0a52735-3544-4388-b71b-e29dfe2aa261","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 10_In Ground Drainage_110 HDPE Underfloor Stacks"
"902ec6a5-ccf7-4ce4-b590-5eba2648fcdf","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 11_In Ground Drainage_110 HDPE Underfloor (grid 7-8 to H-K)"
"7395e3b1-3c2c-445f-a207-ed0f1532630a","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 12_In Ground Drainage_250MM Sewer Inspection Opening 1"
"83a7c666-0493-4418-9ee3-8a265ab228e8","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 13_In Ground Drainage_110mm HDPE Underfloor-stack"
"1de80936-3d1c-4a5b-ab46-fc2bd4040ff9","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 14_In Ground Drainage_Stack-Underfloor (grid 6-H_9-K)"
"5abb02ea-49f0-4885-bc37-acf235a4fae9","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 15_In Ground Drainage_110mm HDPE Underfloor-stack (grid L-5_3)"
"7bbf594e-e22b-4c3b-923e-2d4b0afebe1f","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 16_In Ground Drainage_110mm HDPE Underfloor (grid L-H_3-5)"
"6feb5836-6925-48ee-8b81-5efb80cff086","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 17_In Ground Drainage_110mm HDPE Underfloor-stack (grid H-F_6-4)"
"c5d833b1-a817-495d-bf95-6a83058f0e81","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 18_In Ground Drainage_110mm HDPE Underfloor-stack (grid H-F_6-4)"
"48443104-93d1-4666-959f-d19895f63f6f","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 19_In Ground Drainage_250mm Sewer Inspection Opening 2"
"1bb4af63-d8fc-4757-9b62-9cb70b77391e","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 20_In Ground Drainage_Stack & Underfloor (grid 10-7_F-L)"
"04b29084-b77f-4acb-9838-6056157b1195","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 21_In Ground Drainage_Stack & Underfloor (grid 6-8_F-H)"
"d0898b89-c168-4c1d-9a13-fba50a8fd129","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 22_In Ground Drainage_Stack & Underfloor 110mm (grid 2-5_A-D)"
"de4c4e7c-193f-4c4a-abd2-16eb603f6011","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 23_In Ground Drainage_Stack & Underfloor 110mm (grid 2-5_A-D)"
"5f0f6117-9f6e-419b-81ad-ade3c681f7a4","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 24_In Ground Drainage_Stack & Underfloor (grid 6-10_A-E)"
"8e9cee4d-e22d-4aad-acdb-49dbf5132820","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 25_In Ground Drainage_Stack & Underfloor (grid 6-10_A-E)"
"f40f7707-0a08-49f6-84cd-40e7667c13f0","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 26_In Ground Drainage_Stack & Underfloor (grid 1-3_L-H)"
"0c89e8f4-160a-4897-8e99-4473eb9b1fea","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 27_In Ground Drainage_Stack & Underfloor 110mm (grid 1-3_L-H)"
"22579ab1-dc10-4228-9470-175174c93b80","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 28_In Ground Drainage_Stack & Underfloor (grid 12-H_12-A)"
"1c749fbb-42f3-4c7b-950d-6cc711e3cf06","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 29_In Ground Drainage_Stack & Underfloor (grid 13-10_L-3) (C-F)"
"92a88e54-b977-4860-ab07-1c9baa7c49bf","","checklist-flat","pass","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage","ITP 31_In Ground Drainage_Stair 3 HDPE and Syfonics Drain (Grid 11-2_A-B)"
"9a9bb16b-f45b-4dd2-8182-fb28ccf1e3a9","","checklist-flat","work-in-progress","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Drainage"," ITP 32_In Ground Drainage_Holding Tank & Connections"
"c1261ee3-e184-4e23-8829-fa2b242408d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In-Ground","In-Ground Pressure Services"
"af926056-cdc6-4996-a9c3-8922b9f36a3a","","checklist-flat","work-in-progress","ITP-005 - Inground Pressure Service","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Pressure Services","ITP 01_In Ground Pressure Services_100mm Treated Water Copper (grid 1_G-L)"
"c5ef5bdb-a126-4a94-8852-bc28248ac58a","","checklist-flat","work-in-progress","ITP-005 - Inground Pressure Service","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Pressure Services","ITP 02_In Ground Pressure Services_100mm Treated Water (grid 12-13_A)"
"66cad521-d6ee-4c02-a2bc-96e8b9a66ae8","","checklist-flat","pass","ITP-005 - Inground Pressure Service","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Pressure Services","ITP 03_In Ground Pressure Services_Pipework from Water Meter to RPZD"
"0439fde0-9a36-4264-8653-4d8a418e566a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In-Ground","In-Ground Stormwater"
"6285e267-c371-4659-8191-0e8d2635475c","","checklist-flat","work-in-progress","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Stormwater","ITP 01_In Ground Stormwater_Northern Roadway"
"7410a731-1678-44b7-9274-fc8a212fc0d5","","checklist-flat","work-in-progress","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Stormwater","ITP 02_In Ground Stormwater_ Detention Tank to Existing Junction Box"
"c575b3b6-6d33-41d5-b38d-7819c9562867","","checklist-flat","not-started","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Stormwater","ITP 03_In Ground Stormwater_ Inlets to Detention Tank"
"41ee44c7-92f3-464a-9a64-0d68eeb859b7","","checklist-flat","not-started","ITP-006-Inground Drainage (B)","checklist-flat","FALSE","FALSE","Site QA","In-Ground","In-Ground Stormwater","ITP 04_In Ground Stormwater_ Atrium Stormwater & Pits"
"a5193a82-9f03-4d5c-a5c6-7e751fda9fc5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor"
"793cc473-1bb7-4b50-9a2e-cdc7f0708f18","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East"
"056c4221-ffaa-4693-8d74-5e3b664e0fc3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground Floor","East","Suspended Drainage"
"d5f05702-98f5-43d9-8d68-996bdd1ce6e4","","checklist-flat","not-started","ITP-002-Suspended Drainage","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Suspended Drainage","Suspended Drainage"
"3ddab318-66fe-41ee-9440-e0a7d1caa4c8","","folder-normal","pass","","step","FALSE","FALSE","Site QA","Ground Floor","East","Suspended Pressure Services"
"6b4a5ce8-8b8b-49c5-b585-14edee994262","","checklist-flat","pass","ITP-003-Suspended Pressure","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Suspended Pressure Services","ITP 02_Suspended Pressure Services_Ground_Reticulation East"
"f7883f38-fb8d-4f4a-b942-5d933dea6502","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Anaes Prep Room 0.003"
"f88cd28a-38f0-46ca-b60c-c68a97eda3db","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Anaes Prep Room 0.003","Inwall Pipe Installation (1stFix)"
"c2d00cbf-d897-4563-9376-a7b5b70b52fe","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Anaes Prep Room 0.003","Inwall Installation Checklist"
"670b64a4-234e-4a3d-9192-993d88867e94","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Anaes Prep Room 0.003","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"48399c6d-acf5-48b0-a7f0-1e89ef60aa28","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","A WC 0.005"
"4baf6d3c-9266-4fbb-9768-fbe1df794ce3","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","A WC 0.005","Inwall Pipe Installation (1stFix)"
"5b26e5dc-c1df-47c8-af5d-3610486bcb57","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","A WC 0.005","Inwall Installation Checklist"
"88b440b6-caaa-4a98-950f-0124065da151","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","A WC 0.005","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"c7782778-9615-4794-9a5a-c6a0a2eb40c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Screening (Fluoro) 0.010"
"93750361-0f83-4689-afbb-b6d8a5d4adcb","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Screening (Fluoro) 0.010","Inwall Pipe Installation (1stFix)"
"ebf52601-d984-4574-a673-5698fbcc15c9","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Screening (Fluoro) 0.010","Inwall Installation Checklist"
"d4b76363-0cba-4760-9210-f58d4c08c030","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Screening (Fluoro) 0.010","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"ba4d611d-4117-4f85-b48d-14d89e3f58c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","WC Staff 0.014"
"9faefbd4-910f-4308-b36f-8fa280718b80","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.014","Inwall Pipe Installation (1stFix)"
"b2b3be64-31b9-4ac4-a9bd-f8e0fe8649a0","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.014","Inwall Installation Checklist"
"9ab5b819-af5a-4182-94e6-0a1475b3eed5","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.014","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"13727c9f-eeb7-4cf1-b1fe-0a5a7cbbf208","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","WC Staff 0.015"
"3a7211f7-aa16-4604-ac92-129d19ebd315","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.015","Inwall Pipe Installation (1stFix)"
"5aaac9da-fc96-4142-9ab9-68b280dd89db","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.015","Inwall Installation Checklist"
"ce02e244-d14f-4d8c-99e1-d63e9e7c6616","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC Staff 0.015","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"5f48c3da-cc51-4ad5-a6e8-699fe54ac0dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Ensuite 0.018"
"e49e6e45-c980-4308-8859-dd760fdad2f0","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Ensuite 0.018","Inwall Pipe Installation (1stFix)"
"49019c17-7458-4979-b2d3-fac7ca6cd80c","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Ensuite 0.018","Inwall Installation Checklist"
"3524c06b-0fe7-48fc-92fc-2de5557e777d","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Ensuite 0.018","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"5de2fee9-579b-4053-830b-2e010c92c555","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Corridor 0.021"
"dffaad2b-942a-4776-b7b3-39f11602b18f","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.021","Inwall Pipe Installation (1stFix)"
"2c608da9-b689-40e3-9ce8-1ffd69e69269","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.021","Inwall Installation Checklist"
"e7e4208f-2533-4532-962b-2ae18c9e7f86","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.021","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"c2f7b046-6449-4ce1-a0a6-9adf1c946d28","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Corridor 0.025"
"fa38d2ea-9c98-463a-b2dc-bd69f3b348cf","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.025","Inwall Pipe Installation (1stFix)"
"da5d7ddc-666d-4609-a425-6b0782765806","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.025","Inwall Installation Checklist"
"50ec3597-657c-4fdd-b86a-eb4118be5ff6","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Corridor 0.025","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"703988ac-dec3-4c24-b81a-41f2d0e80a0a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.031"
"735e3a07-046a-4b2e-8f5f-ff412bc017e1","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.031","Inwall Pipe Installation (1stFix)"
"7f49f845-79b8-4ca7-8fc7-159c7f0fdc95","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.031","Inwall Installation Checklist"
"5fcf77c0-1363-4acb-b2da-73b9d8aef968","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.031","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"4adabd76-fa9c-4f3a-b55c-ed1cbc3183c2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","WC PA 0.032"
"f5cc53e1-ba98-4e56-9b3c-8b6ef43c074c","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC PA 0.032","Inwall Pipe Installation (1stFix)"
"fe99c038-3fde-4e4e-9f4f-cf22c5c12642","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC PA 0.032","Inwall Installation Checklist"
"e2bc0595-d5da-492b-9fa1-ddb3f5e10d9a","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","WC PA 0.032","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"587a21eb-5066-4525-a627-4130aeecb3cc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.033"
"2a93b4e9-7813-4a6c-be39-9b82cb6e9b9c","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.033","Inwall Pipe Installation (1stFix)"
"4c407464-908e-4d27-a01f-8b9dc8093bac","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.033","Inwall Installation Checklist"
"a8c9efe6-aa11-444c-bed7-100ea58e92dc","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Procedure Room 0.033","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"5d05b92e-03ce-49ad-a03a-0063f023ff34","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Bay-Path 0.037"
"c0bb5d49-0b1e-416e-b655-2861e9c3953c","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Bay-Path 0.037","Inwall Pipe Installation (1stFix)"
"9d938c57-4a04-428e-a92f-be19d6841746","","checklist-flat","pass","In Wall Pipework Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Bay-Path 0.037","Inwall Installation Checklist"
"2dbfbd1c-27a4-41a2-ad49-d226edae2e24","","checklist-flat","not-started","Sanitary & Tapware Commissioning Sheet","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Bay-Path 0.037","Sanitary & Tapware Commissioning Sheet (2nd Fix)"
"e5c7bded-8e57-47cc-8fc4-6ea873c30998","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground Floor","East","Clean Utility 0.038"
"4d59b619-783f-4e80-8881-e30a3b813b42","","checklist-flat","pass","ITP-004-Inwall Pipe Installation (B)","checklist-flat","FALSE","FALSE","Site QA","Ground Floor","East","Clean Utility 0.038","Inwall Pipe Installation (1stFix)"
