type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITP 04 - Irrigation,itp,,,,,ITP 04 - Irrigation
section,PRELIMINARY APPROVALS,,,,,,
checkpoint,1 - Design Review and Approval,,,,,,
label,Acceptance Criteria: Irrigation design drawing has been approved - ensure design meets plumbing requirements and is suitable for intended irrigation needs. Review by licensed plumber and sign off by client.,,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,2 - Material Review and Approval,,,,,,
label,Acceptance Criteria: Irrigation material samples and material types have been approved,,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,3 - Coordination and Permit Acquisition for Live Area Work,,,,,,
label,Acceptance Criteria: All necessary permits for work within live areas obtained. Compliance with zoning and site work plans documented through coordination efforts.,,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
section,MATERIAL INSPECTION,,,,,,
checkpoint,1 - Inspection of Delivered Materials,,,,,,
label,"Acceptance Criteria: Upon delivery of piping, fittings, valves, and other materials. Check for damage, ensure specifications (size, material type) match the project requirements, and materials meet approvals.",,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
section,PENETRATIONS,,,,,,
checkpoint,1 - Review of Scanning Reports for Area Penetration,,,,,,
label,Acceptance Criteria: Scanning reports for areas to be penetrated are reviewed to ensure avoidance of existing services and structural elements.,,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
checkpoint,2 - Engineering Approval,,,,,,
label,"Acceptance Criteria: Obtain approval from a licensed engineer for all proposed penetrations, ensuring they do not compromise structural integrity or interfere with other building services.",,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,3 - Penetration Execution (Peno),,,,,,
label,Acceptance Criteria: Proceed with penetrations only after engineering approval and successful scanning.,,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
checkpoint,4 - Waterproofing Coordination,,,,,,
label,Acceptance Criteria: Verify waterproofing has been completed by the designated contractor and ensure its integration with our scope of work is documented.,,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
section,IRRIGATION INSTALLATION,,,,,,
checkpoint,1 - Rough-In Plumbing Installation,,,,,,
label,"Acceptance Criteria: Poly pipework for water points is installed according to approved design, securely and correctly. Installation is visually inspected and approved by site plumber.",,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,2 - Vertical Cabling for Irrigation Control,,,,,,
label,"Acceptance Criteria: Ensure vertical cabling to centralized controllers is installed using scissor lifts or similar equipment under strict safety controls, with all installations matching the design.",,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
checkpoint,3 - Dripline Irrigation System Installation,,,,,,
label,"Acceptance Criteria: Dripline system is installed as per design, with secure placement and proper connection to water sources. System passes visual inspection, ensuring it's ready for testing.",,,,,,
label,Assignees and Verification Method: Internal - Surveillance,,,,,,
checkpoint,4 - System Testing and Commissioning,,,,,,
label,"Acceptance Criteria: The irrigation system undergoes pressure testing for leaks and functional testing of automation. Testing results meet project standards, ensuring system is operational and effective.",,,,,,
label,Assignees and Verification Method: Internal - Hold Point,,,,,,
holdpoint,HOLD POINT,,,,,,
section,HANDOVER,,,,,,
checkpoint,1 - ITP and Handover Approval,,,,,,
label,"Acceptance Criteria: ITP reviewed with client, all sections signed off.",,,,,,
label,"Assignees and Verification Method: Client - Surveillance, Internal - Surveillance",,,,,,
