"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"245dc6e7-1232-4cf4-b02a-2e1b7bd41851","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA"
"26900e20-bc95-494d-b0f0-c832cb57a3d1","","folder-normal","not-started","","step","FALSE","TRUE","On Site QA","Sediment / Retention Pond"
"707d66de-3e47-4876-94fa-48a3a443e9cb","","checklist-flat","not-started","Foundations - Sediment Pond Initial Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Initial Checks"
"a31647b7-8aa3-430c-964c-96dc76300175","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks"
"5b2af97a-0510-49b8-bc3e-3aa710b75884","","checklist-flat","not-started","Foundations - Sediment Pond Weekly Checklist  ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks","Sediment Pond WE 17/04/2021"
"11fbe39c-7743-40bf-9fdf-b778fd70e5dc","","checklist-flat","not-started","Foundations - Sediment Pond Weekly Checklist  ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks","Sediment Pond WE 24.04.2021"
"a9fbffd2-f5f0-48f5-a728-79137db379d1","","checklist-flat","not-started","Foundations - Sediment Pond Weekly Checklist  ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks","Sediment Pond WE 01.05.2021"
"6e3a99c1-ac5e-4de7-af1c-2c64281abd16","","checklist-flat","not-started","Foundations - Sediment Pond Weekly Checklist  ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks","Sediment Pond WE 08.05.2021"
"eac7bc48-f377-495b-8f56-c6e556991cce","","checklist-flat","not-started","Foundations - Sediment Pond Weekly Checklist  ","checklist-flat","FALSE","FALSE","On Site QA","Sediment / Retention Pond","Weekly Checks","Sediment Pond WE 15.05.2021"
"f1971814-ddfb-40d4-a7e2-c9eb97a8c07a","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Weekly Topsoil Removal Checks"
"bdda03b6-29f1-4354-af1b-ffdcb1759b2e","","checklist-flat","not-started","Foundations - Weekly Topsoil Removal Checklist","checklist-flat","FALSE","FALSE","On Site QA","Weekly Topsoil Removal Checks","Week/Date: WE 13.12.2020"
"901a00c0-bda0-4f6d-998f-7d7e4ec83470","","checklist-flat","not-started","Foundations - Weekly Topsoil Removal Checklist","checklist-flat","FALSE","FALSE","On Site QA","Weekly Topsoil Removal Checks","Week/Date: WE 20/12/2020"
"84add300-2095-4e98-857c-ae918c19f958","","checklist-flat","not-started","Foundations - Weekly Topsoil Removal Checklist","checklist-flat","FALSE","FALSE","On Site QA","Weekly Topsoil Removal Checks","Week/Date: FINAL Topsoil Removal"
"5bc468f6-6c91-4bc3-936d-2e5e415229d9","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Bulk Excavation"
"0403ba2c-f55e-4df0-8130-7d0b55b19e2e","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Monday 21/12/20"
"1aff3767-e33a-4f13-bdf2-f7912cd1e20a","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Week Ending 10.01.2021"
"cf0d5bfe-cb70-4cb0-93a3-295e6ec8b48c","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Week Ending 17.01.2021"
"3de2a61d-8373-41ae-93e8-e0a4edc54516","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Week Ending 24.01.2021"
"ecf0acd9-fb92-4d62-b7e3-00d63d85cfbf","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Week Ending 30.01.2021"
"8c6bb7f4-cafe-4a93-8ead-ed4b77c34a02","","checklist-flat","not-started","Foundations - Bulk Excavation Checklist ","checklist-flat","FALSE","FALSE","On Site QA","Bulk Excavation","Bulk Excavation Week Ending 06.02.2021"
"fb1b46f8-5fdb-4bc1-970b-069375fb0e2e","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation"
"85b38905-a312-4082-b909-08770954c7d2","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone A"
"97ba04d1-82e9-44ce-a5c1-be86188bef42","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone A","Inner Retaining Wall - 1st Lift (300mm In Situ only)"
"b36e779a-6c86-44e5-82a8-0100b364b094","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 9"
"833d822a-7879-447e-99f7-52a46fa282f5","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 10"
"8f0e89fd-ad83-42ec-9077-c360753466ac","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 11"
"f653d0c5-4c2c-491f-9fc8-57276eeccd14","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 12"
"38d7eb39-7520-46ba-95cf-13a7e556b17b","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 13"
"d2213954-20a7-473f-a7fe-361b8b98d7d9","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 14"
"9042e596-607b-4b26-a31c-fd19ae7cde13","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 15 (03/06)"
"55d8466b-6e5c-4359-9b97-d4bf8c5d222f","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Building Platform - 2nd Lift","Area 16 (Pile 74)"
"bcfb6e96-f7d2-4f06-a2d1-f956d4f3934c","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill"
"24c12812-7434-471f-915e-f9f11cf40eef","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","11/03 Fill Layer 1 - RL 41.0"
"4f558b56-bc9a-43e3-9286-2b4a949519e5","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","11/03 Fill Layer 2 - RL 41.3"
"fcec5ef5-0f70-4807-8250-41974a68d5c7","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","11/03 Fill Layer 3 - RL 41.6"
"ff9fe198-148b-499b-85e2-5c20e9e58a64","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","11/03 Fill Layer 4 - RL 41.9"
"740002e2-c07d-4318-941e-431ea25ab603","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","11/03 Fill Layer 5 - RL 42.2"
"6e8b43a0-cc0d-4f1e-afd9-bb7bb850004e","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","13/03 Fill Layer 4 - RL 41.9"
"6ee32be4-adda-4cbf-a091-e4c998b696b3","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","13/03 Fill Layer 5 - RL 42.2"
"65c01b62-116b-4fe1-8522-929997b18080","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone A","Stabilised Backfill","16/03 Fill Layer 5 - RL 42.2"
"f4d72466-ec4a-4281-875b-ea89fa07d36f","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone B"
"14d2178a-df16-48e2-8496-14bd72d5d64f","","folder-normal","not-started","","step","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)"
"4a32a43d-4955-418b-92fb-d24c70ae9ed9","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 1 Area 1"
"f6f5ab1a-a60b-49ce-8f33-9a1261ea6154","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 2 - Area 1"
"26df79ad-da9c-4ad5-be8b-4027e3a646b2","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 3 - Area 1"
"ece19ef0-8fec-466e-810c-0c53c0ae089c","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 1 - Area 2"
"0f1bfabb-8e25-460e-8243-20d035d703dd","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 2 - Area 2"
"3dfb4590-37d8-4100-8ccd-0de950bbe7c8","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Green (Zone B Stabilisation Plan)","Lift 3 - Area 2"
"132e77d0-49c8-4b9a-beae-c96a4c13e470","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone B","Red (Zone B Stabilisation Plan)"
"0a1668d3-2045-49be-a70e-88ae34ef6882","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Red (Zone B Stabilisation Plan)","Lift 1 - Area 1"
"db63d802-27de-4eda-a438-7e1213a711d1","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Red (Zone B Stabilisation Plan)","Lift 2 - Area 1"
"4bb6ef29-f282-4cea-a46e-f632bfbc36a0","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Red (Zone B Stabilisation Plan)","Lift 3 - Area 1"
"f4b1c1fa-c72c-43f3-ab4e-8f9afaa29f38","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area"
"e1072194-9a94-4f6f-951f-9c721ad62674","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area","Lift 1 - Switch Room"
"b4887f0f-2bb9-4c6e-94a0-95b6e66956e2","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area","Lift 1 - Transformer Rooms"
"28a46492-5e97-4114-91a6-2e0d91966623","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area","Lift 2 - Switch Room"
"b9d0de9e-a78a-4243-bf20-f2db43407d9a","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area","Lift 2 - Transformer Rooms"
"95cb5d65-4b36-4dbd-b62d-43399c7d38a6","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","Vector Area","Car Park"
"59fa2ead-da73-4ea4-81b4-a3b2eaf5c8e0","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone B","North Boundary Footpath"
"b7dcd925-58e5-4af0-add1-ebcb7f62cdfd","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","North Boundary Footpath","Lift 1 - Area 1"
"ff5160f9-c7a7-44d4-95ed-e7809a4b224a","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","North Boundary Footpath","Lift 2 - Area 1"
"c94d4d11-dc6c-436f-8e9c-8ea69bcee671","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone B","North Boundary Footpath","Lift 3 - Area 1"
"f1b0c870-01e2-4d4f-88e3-5807970f9baf","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone C"
"d35d2dea-c6c9-4b7a-aafd-43a9d4e93caa","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone C","Stabilised Backfill"
"690b2673-ba0d-4110-bcfa-5ddab9f24e0b","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Stabilised Backfill","01/06 Pond Fill Layer 6 - RL 41.3"
"d7a05dcf-2a7c-4865-8178-953ac451dba5","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Stabilised Backfill","01/06 Pond Fill Layer 7 - RL 41.6"
"d0b0e5fa-0211-4e09-883e-7130298b8549","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Stabilised Backfill","02/06 Pond Fill Layer 8 - RL41.9"
"83095291-bf8f-4899-91fc-b69499a07c30","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Stabilised Backfill","02/06 Pond Fill Layer 9 - RL 42.2"
"265813f1-3f2e-4102-9850-2626f758082a","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone C","Purple Zone"
"e4939ed9-5ede-4141-800f-fe12d54f6129","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Purple Zone","Lift 1 - Area 1"
"34b8f005-b276-4691-a746-be8394e5a361","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Purple Zone","Lift 2 - Area 1"
"4f4f52c1-a39e-437f-a2c8-14cbe48de6cc","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Purple Zone","Lift 3 - Area 1"
"9dcddffb-8a8a-4599-869d-52f16e9961ce","","folder-normal","not-started","","step","TRUE","FALSE","On Site QA","Lime Stabilisation","Zone C","Green Zone"
"fcf8cff0-8b9e-4f69-8dc9-bc7ca94eaee1","","checklist-sectioned","not-started","Foundations - Lime Stabilisation Checklist","checklist","FALSE","FALSE","On Site QA","Lime Stabilisation","Zone C","Green Zone","Lift 1 - Area 1"
