type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-sectioned,Concrete Pour Checklist,,,,,Yes,Concrete Pour Checklist,83f8b173-dc9a-4c55-a090-a04bf47d29a0
checkpoint-group,Formwork and embedded items,,,,,,,
checkpoint-status,Grids and RLs clearly marked fore reference,,,,,,,
checkpoint-status,"Formwork - location, heights, falls and dimensinos checked and accurate",,,,,,,
checkpoint-status,Formwork sufficiently fixed and braced,,,,,,,
checkpoint-status,"Any rebates / nibs / cast in items are correctly positioned, sized and appropriately fixed in place.",,,,,,,
boolean,Hold down bolts checked and correct,,,,,,,
boolean,Precast panel starters checked and correct,,,,,,,
checkpoint-status,Service penetrations formed correctly and locations checked/correct,,,,,,,
checkpoint-status,"All surfaces correctly prepared (e.g. joints to existing concrete, release agent to formwork, etc.)",,,,,,,
checkpoint-status,Any control joints / stop ends installed accurately and correctly braced,,,,,,,
checkpoint-status,DPM & Connection to other waterproofing completed,,,,,,,
checkpoint-status,Any additional formwork photos and observations,,,,,,,
checkpoint-status,All formwork elements completed and ready for concrete pour (excess debris removed),,,,,,,
checkpoint-status,Concrete ordered - correct mix and strength,,,,,,,
text,Mix,,,,,,,
text,Strength:,,,,,,,
checkpoint-group,Placement Method,,,,,,,
checkpoint-status,Placement methodology confirmed and necessary plant and equipment on site,,,,,,,
text,Date of pour,,,,,,,
text,Who is placing the concrete,,,,,,,
checkpoint-status,Height and falls checked / confirmed before placement,,,,,,,
checkpoint-status,Cover correct to specification,,,,,,,
checkpoint-status,All concrete checked and correct on arrival (mix and strength),,,,,,,
boolean,All concrete dockets attached,,,,,,,
checkpoint-status,General photos and observations of concrete placement attached,,,,,,,
checkpoint-status,Heights and falls checked / confirmed after placement,,,,,,,
checkpoint-status,Any curing compound applied correctly,,,,,,,
checkpoint-status,Concrete placement completed - specified level of finish achieved,,,,,,,
checkpoint-status,Area left clean and tidy,,,,,,,
checkpoint-group,Post Pour Checks / Signoff,,,,,,,
checkpoint-status,Any remedial work completed,,,,,,,
checkpoint-status,Concrete Pour completed - all final checks and documentation completed and attached,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,
