Id,Type,Name,Values,Prompting Name,Resource Id
,checklist,ITP - B1101A - Te Ngarue Bridge - Scours Guardrail,itp,ITP - B1101A - Te Ngarue Bridge - Scours Guardrail,47e22689-6e4c-4976-917a-2a7184bdf356
,section,1 - Setout & Checks,,,
,checkpoint,Project Site reps.,,,
df63d33f-1780-5e92-8afd-5894e5150f86,textbox,CPS Eng.,,,
bddb543d-16ff-5604-8f4e-c85e540d3f58,textbox,Site Engineer,,,
1a0d9cb3-e7fc-507b-aa98-7ee489c3f38a,textbox,Quality Eng.,,,
,checkpoint,1.1 - Design Check,,,
a92d7390-7e68-58de-9e35-a67fadcc08ad,note,"ACTION (Hold, Monitor, Witness) - M",,,
abb86e8a-ecb3-51b7-a0e6-fe2ec7631d08,note,Detail - Design check locations of Poles and check for any clashes with underground services or similar,,,
e2ec5d5a-6d69-587e-9e6c-2eea6e9f3ae7,note,Frequency - Prior to commencement,,,
2305c7c2-615e-55ab-9fa1-1c165d1c1cef,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Document review",,,
16078782-cb0e-5e5f-9195-1d31eb57fa5f,note,Conformance Criteria - National Standard for Traffic Signal,,,
03dfd91b-89fa-599c-953f-98cb7e6b44d6,note,"Records - COR, Photos",,,
,checkpoint,1.2 - Survey Setout,,,
d15d7d31-0ce5-542f-b1b8-438a4f690162,note,"ACTION (Hold, Monitor, Witness) - W",,,
41742240-24eb-541d-b505-020b3db429cf,note,Detail - Surveyor to mark 20M Chainages on the Kerbs from which Start and End Point of Barriers will be referred.,,,
9c999763-b265-526d-a646-c4896f5e8a56,note,Frequency - Prior to commencement,,,
ec5f74e4-c447-5ce9-acc3-0abfbf6d7966,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Survey",,,
2e0f86f6-cda7-506a-b0b8-9203a5e80b0e,note,Conformance Criteria - Consistency with latest revision of Approved Construction Drawing.,,,
a3d2b69e-1a12-50af-8b04-320a66246a76,note,Records - Approved Construction Drawing.,,,
,checkpoint,1.3 - Survey Setout - Bridge,,,
3ab24797-e357-5c9d-bb52-ebfb35d2a6b6,note,"ACTION (Hold, Monitor, Witness) - H",,,
5eca4527-ced2-5053-8221-1e25acf7a5f3,note,"Detail - At transitions and on bridge deck, surveyor to mark each post position.",,,
8724b8ac-78b0-5ae4-9584-c484dbeb6a9b,note,Frequency - Prior to commencement,,,
3c9eb030-f261-5ed2-9b18-248e285ce22d,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Survey",,,
96fe5459-49e8-5f85-9dd2-7c7aaf3125f2,note,Conformance Criteria - Section 1.8 of specification (Te Ngarue Bridge),,,
961c322a-4a74-5274-93f8-c918f65cab51,note,Records - Approved Construction Drawing.,,,
,signoff,AUTHORITY HOLDPOINT,,,
,section,2 - Material Compliance,,,
,checkpoint,2.1 - Barrier Compliance,,,
5e6aa583-4dd2-5fba-94b8-94451a569993,note,"ACTION (Hold, Monitor, Witness) - H",,,
58c3a0d9-e983-5ebc-ac51-0d8b6df5750c,note,Detail - All roadside barriers shall comply with TNZ M/23:2009 for NCHRP Report 350 Test Level 4,,,
f6560d04-4a3c-5e3f-af13-8f0b63784a1c,note,Frequency - Prior to commencement,,,
63a13353-04a2-5e9a-87b3-6d88b4ac195a,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Visual inspection/ Document review",,,
fbe9720c-0d79-5cda-a45a-3445bd2176d6,note,Conformance Criteria - TNZ M/23:2009,,,
386240c1-2fba-5677-9646-7b6373eace01,note,Records - Manufacturing certificates and delivery dockets,,,
,signoff,AUTHORITY HOLDPOINT,,,
,checkpoint,2.2 - Material Suppliers,,,
133ead95-5754-5a69-bcce-26159a0359b1,note,"ACTION (Hold, Monitor, Witness) - M",,,
32dfb13e-7941-5421-af7a-64b1186ceee5,note,Detail - All materials to be sourced from registered suppliers,,,
8248e26b-e317-59e7-9ab0-6e5fd0576df9,note,Frequency - Prior to commencement,,,
65f2a788-b925-5f3d-bacb-1879f390a55c,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Document Review",,,
2bc5bcf0-4a7b-55d9-8fee-8e745cb2402a,note,Conformance Criteria - Registered suppliers,,,
3e6cd783-cb35-54ac-a175-fcd756912ff5,note,Records - Materials register,,,
,checkpoint,2.3 - Galvanising Repair Methodology Approval,,,
464e99bd-54eb-5b03-b683-74298a528156,note,"ACTION (Hold, Monitor, Witness) - H",,,
4df47340-6611-5cfe-9f67-5f5a089fb9aa,note,Detail - Proposed galvanising repair methodology to be approved by Engineer,,,
4c3aafba-7f9b-5bcb-93f2-744300fd6a27,note,Frequency - Prior to commencement,,,
bc26e13d-e81b-5008-b874-9e10a03c63d9,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Document Review",,,
606cb49e-c060-5aa3-b4f7-6d7b5397e014,note,Conformance Criteria - Best practice,,,
b035d37e-cbb7-5c1a-8490-4ef73379b4be,note,Records - Approved / Signature,,,
,signoff,AUTHORITY HOLDPOINT,,,
,checkpoint,2.4 - Installer Certification,,,
a1336d50-6ad7-5d90-b963-c0d6c54893de,note,"ACTION (Hold, Monitor, Witness) - W",,,
195dc503-f69d-57c9-b541-966407851a39,note,Detail - Certified Competent Installer. All roadside barrier work shall be undertaken by certified installers,,,
e095c82e-dfb7-5ce9-95a4-2c7b27f10e0a,note,Frequency - On Procurement of installer,,,
29ba95e7-917a-53a5-937c-6b120eb96814,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Written confirmation",,,
bbfea415-9cf5-5c94-9e16-df181f53372a,note,Conformance Criteria - ASHTAS operative and installer course,,,
de2c9483-7299-5555-8efb-78fc40d9504c,note,Records - Attendance Certificate,,,
,section,3 - Guardrail Installation,,,
