Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,"ITP - Clearing and Grubbing, Earthworks - Cut, Fill and Subgrade Preparation",itp,,,,Yes,"ITP - Clearing and Grubbing, Earthworks - Cut, Fill and Subgrade Preparation Rev0",
checkpoint-group,,,section,1 - Preliminary Works,,,,,,,
checkpoint-status,,,checkpoint,1.1 Check for correct documentation,,,,,,,
label,,,note,FREQUENCY: Prior to commencing any activity,,,,,,,
label,,,note,ACCEPTANCE CRITERIA: Ensure that all employees and subcontractors are:,,,,,,,
label,,,note,– using Issued for Construction (IFC) drawings,,,,,,,
label,,,note,– using the correct and complete set of drawings,,,,,,,
label,,,note,– all drawings are the latest revision,,,,,,,
label,,,note,REFERENCE DOCUMENTS: IFC drawings and drawing registers,,,,,,,
label,,,note,INSPECTION/TEST METHOD: Document Review / Visual inspection,,,,,,,
label,,,note,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,,,note,HP*,,,,,,,
label,,,note,RESPONSIBILITY: Site Engineer,,,,,,,
text,,,textbox,DATE:,,,,,,,
checkpoint-status,,,checkpoint,1.2 Implementation of all measures and controls,,,,,,,
label,,,note,FREQUENCY: Prior to commencing any activity,,,,,,,
label,,,note,"ACCEPTANCE CRITERIA: All necessary measures and controls are being implemented, that is: OHSMP, EMP, TMP, SWMS & WP. Access and egress inspected and assessed for stability.",,,,,,,
label,,,note,"REFERENCE DOCUMENTS: OHSMP, EMP, TMP, SWMS, WP",,,,,,,
label,,,note,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,
label,,,note,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,,,note,HP*,,,,,,,
label,,,note,RESPONSIBILITY: Site Engineer,,,,,,,
text,,,textbox,DATE:,,,,,,,
checkpoint-status,,,checkpoint,1.3 Ground Penetration Permit,,,,,,,
label,,,note,FREQUENCY: Each Lot,,,,,,,
label,,,note,ACCEPTANCE CRITERIA: A ground penetration permit must be issued prior to excavation commencing.,,,,,,,
label,,,note,○ Plant and equipment must be appropriate for the task.,,,,,,,
label,,,note,○ Excavation operations shall not disturb areas outside the limit of excavation.,,,,,,,
label,,,note,REFERENCE DOCUMENTS: Ground Penetration Permit,,,,,,,
label,,,note,INSPECTION/TEST METHOD: Verify,,,,,,,
label,,,note,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,,,note,IP,,,,,,,
label,,,note,RESPONSIBILITY: Site Engineer,,,,,,,
text,,,textbox,DATE:,,,,,,,
