type,name,values,prefix,postfix,usage count,user addable,template name
checklist,1630-P200-SYM-QAC-ITP-0013 Subsurface Drainage,,,,,,1630-P200-SYM-QAC-ITP-0013 Subsurface Drainage
section,1.0 Pre-start activities,,,,,,
checkpoint,1.1 - Procedure for method of compaction and placement of no fines concrete filter material,,,,,,
label,Ref docs - VR702.09,,,,,,
label,Acceptance criteria - The method of compaction shall be in accordance with the Contractor’s quality procedures and shall be submitted for review by the Superintendent.,,,,,,
label,Freq - Prior to start of works,,,,,,
label,Key - H,,,,,,
label,Resp - SE,,,,,,
label,SI Key - R,,,,,,
label,Remarks/record - As per approved Construction Document,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,
button,Lot map,"Yes,No,N/A",,,,,
checkpoint-no-status,1.1.2 - Environmental Permit,,,,,,
button,Environmental permit,"Yes,No,N/A",,,,,
section,2.0 Materials,,,,,,
checkpoint,2.1 - Supply of Pipes & Geocomposite Drains,,,,,,
label,Ref docs - VR702.04 PS3030.05 IFC Drawings,,,,,,
label,Acceptance criteria - All subsurface drainage pipes supplied shall be Category 1 (Class 1000),,,,,,
label,• Perforation size must be a maximum width of 1.5 mm and a minimum length of 150 mm per m2,,,,,,
label,"• Plastic pipes and geocomposite drains shall be handled appropriately to reduce sunlight exposure during delivery, storage, and installation.",,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R I,,,,,,
label,Resp - SE,,,,,,
button,Remarks/record - Manufactures Compliance Certificates (AS2439),"Yes,No",,,,,
checkpoint,2.2 - Supply of Pits & Flushout Risers,,,,,,
label,Ref docs - SD1631 SD1611 PS3030.5 IFC Drawings,,,,,,
label,"Acceptance criteria - Flushout risers for geocomposite drains shall consist of a preformed riser fitting, or a pipe of diameter not less than 100 mm.",,,,,,
label,• Flushout risers shall have surface fittings as shown on the drawings.,,,,,,
label,• Pits shall be supplied in accordance to SD1611.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
button,Remarks/record - Supplier Compliance Certificate,"Yes,No",,,,,
checkpoint,2.3 - Granular Filter Material – Sand,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,
label,• pH: 6.0 – 10.0.,,,,,,
label,"• For glass fines: be thoroughly washed and retested prior to use, where the measured Total Dissolved Solids (TDS) of the granular filter material exceeds 1500 mg/L.",,,,,,
label,○ pH and total dissolved solids (glass fines only) must be tested at a rate of one test per 5000 tonnes of product.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
label,SI Key - R,,,,,,
button,Remarks/record - Material Compliance Data/ Delivery Docket,"Yes,No",,,,,
button,Remarks/record - NATA Test Report: Grading,"Yes,No",,,,,
checkpoint,2.4 - Granular Filter Material – Crushed Rock,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,
label,"• Unsound Rock Content: < 5% by mass,  ",,,,,,
label,• pH: 6.0 – 10.0.,,,,,,
label,○ Crushed Rock Components: The percentage by mass of unsound and marginal rock in that fraction of an aggregate retained on a 4.75 mm AS sieve shall not exceed the values specified in Table 702.052.,,,,,,
label,"○ Granular filter material must be tested for grading, unsound rock content on each production day or at a rate of one test per 500 tonnes of material as per Table 702.131.",,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
label,SI Key - R,,,,,,
button,Remarks/record - Material Compliance Data/ Delivery Docket,"Yes,No",,,,,
button,Remarks/record - NATA Test Report: Grading,"Yes,No",,,,,
checkpoint,2.5 - Granular Filter Material – No Fines,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,
label,"• Unsound Rock Content: < 5% by mass,  ",,,,,,
label,• pH: 6.0 – 10.0.,,,,,,
label,○ No fines concrete shall consist of B4 filter as defined in Table 702.051 and mixed with 4.0% by mass of cement and 3.5% by mass of water in a mixing plant.,,,,,,
label,"○ Granular filter material must be tested for grading, unsound rock content on each production day or at a rate of one test per 500 tonnes of material as per Table 702.131.",,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
label,SI Key - R,,,,,,
button,Remarks/record - Material Compliance Data/ Delivery Docket,"Yes,No",,,,,
button,Remarks/record - NATA Test Report: Grading,"Yes,No",,,,,
checkpoint,2.6 - Geotextile Filters,,,,,,
label,Ref docs - VR702.06 Table 702.061,,,,,,
label,"Acceptance criteria - Geotextile filter shall consist of a fabric manufactured from synthetic fibres of a long-chain polymer such as polypropylene, polyethylene, polyester or similar material and shall be stabilised against deterioration due to ultraviolet light.",,,,,,
label,• The geotextile shall be free from defects or flaws which significantly affect its physical and/or filtering properties.,,,,,,
label,• A geotextile filter may be non-woven or knitted fabric and shall comply with the requirements of Table 702.061 relevant to the geotextile filter type specified in clause 702.12.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
button,Remarks/record - Manufactures Compliance Certificates,"Yes,No",,,,,
section,3.0 Installation of Subsoil Drainage,,,,,,
checkpoint,3.1 - Excavation of Trench,,,,,,
label,Ref docs - VR702.08 VR702.09,,,,,,
label,"Acceptance criteria - Where a geotextile is to be used as a first stage filter in contact with a trench wall, the trench wall shall be excavated to allow the geotextile to be in close contact with the wall when the granular filter material is placed against the geotextile",,,,,,
label,• Trench base shall not be more than 50mm below the specified level of invert of the pipe.,,,,,,
label,• The base of the trench shall be inspected to verify compliance with the requirements in this clause prior to placing bedding in completed excavations.,,,,,,
label,• Subsurface drainage pipes or geocomposite drains shall be laid to the depths or levels shown on the drawings.  The top of any subsurface drainage pipe shall be at least 200 mm below subgrade.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - S,,,,,,
label,Resp - SE,,,,,,
label,SI Key - I,,,,,,
checkpoint,3.2 - Excavation of Trench in Expansive Material,,,,,,
label,Ref docs - PS3030.07 (b),,,,,,
label,Acceptance criteria - Subsurface drainages laid in expansive materials with swell ≥2.5% shall conform to the following requirements:,,,,,,
label,• Pipes shall not come into contact with material. ,,,,,,
label,• At least 100mm of capping materials provided below the floor of the subsurface drainage trench.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - I,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.3 - Placement of Bedding,,,,,,
label,Ref docs - VR702.09,,,,,,
label,Acceptance criteria - A bedding of granular filter material of thickness between 25 mm and 50 mm shall be placed across the bottom of the trench. The bedding shall be tamped and screeded or graded to level. Bedding is not required for geocomposite drains.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - H,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.4 - Construction – Pipe and Geocomposite Installation,,,,,,
label,Ref docs - VR702.09 702.03,,,,,,
label,Acceptance criteria - The grade of pipes or geocomposite drains shall be not flatter than 1 in 250.,,,,,,
label,• Pipes shall be placed centrally in the trench on the prepared bedding. Slotted pipes shall be laid with the openings in the lower half of the pipe. ,,,,,,
label,• The minimum width of geotextile used for wrapping shall be 450 mm.,,,,,,
label,• Lap joints in geotextile used as first stage filters shall consist of an overlap of not less than 900 mm longitudinally and 150 mm transversely. Lap joints in geotextile used as second stage filters shall consist of an overlap of not less than 300 mm.,,,,,,
label,Freq - Each Lot ,,,,,,
label,Key - S,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.5 - Construction – Access points and Inspection Openings,,,,,,
label,Ref docs - VR702.10 IFC Drawing,,,,,,
label,Acceptance criteria - Subsurface drains shall have access points at the start and finish of each run. Subsurface drain end shall be located minimum 100 mm above the invert of the stormwater drainage pit outlet unless noted otherwise on drawings. Inspection openings shall be provided between 100 m and 150 m intervals unless noted otherwise on drawings.,,,,,,
label,Freq - Each Lot ,,,,,,
label,Key - R I,,,,,,
label,Resp - SE,,,,,,
checkpoint,"3.6 - Construction – S1 Pit, Batter Outlet & Flush Out Riser Installation",,,,,,
label,Ref docs - VR702.10 SD1611 IFC Drawings PS3030.05,,,,,,
label,Acceptance criteria - Flushout risers for drainage pipes shall have the same diameter as the pipe.,,,,,,
label,"• Flushout risers for geocomposite drains shall consist of a preformed riser fitting, or a pipe of diameter not less than 100 mm.",,,,,,
label,• Flushout risers shall be installed in accordance to SD1631.,,,,,,
label,• Pits shall be installed in accordance to SD1611.,,,,,,
label,• Pits deeper than 1m shall be fitted with step irons.,,,,,,
label,• Batter outlets into a swale must maintain min. 200mm clearance to the invert of the swale.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - R I,,,,,,
label,Resp - SE,,,,,,
checkpoint,3.7 - Inspection of Drainage Lines & Pits,,,,,,
label,Ref docs - PS3030.07 (iv),,,,,,
label,"Acceptance criteria - The superintendent must inspect subsoil drainage trenches, subsoil drainage lines, and associated pits, endwalls and risers, prior to the commencement of backfilling",,,,,,
label,Freq - Each Lot,,,,,,
label,Key - H,,,,,,
label,Resp - SE,,,,,,
label,SI Key - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,3.8 - Construction – Granular Filter Backfill,,,,,,
label,"Ref docs - VR702.09(g), Approved procedure in Construction Document - Drainage",,,,,,
label,"Acceptance criteria - Material shall be placed moist and compacted in layers not exceeding 300 mm. Material shall be compacted with minimal disturbance to pipes, geocomposite drains, geotextiles and trench walls.",,,,,,
label,• The method of compaction shall be in accordance with the Contractor's quality procedures and shall be submitted for review by the Superintendent.,,,,,,
label,Freq - Each Lot ,,,,,,
label,Key - H,,,,,,
label,Resp - SE,,,,,,
label,SI Key - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,3.9 - Construction – Granular Filter Backfill (No Fines),,,,,,
label,"Ref docs - VR702.09(g), Approved procedure in Construction Document – Drainage",,,,,,
label,Acceptance criteria - All subsurface drainage beneath trafficable areas shall have no fines concrete filter medium. No-fines concrete placed and compacted within 1 hour of mixing.,,,,,,
label,• Contractor shall submit quality procedures for review by the Superintendent which detail the method of placing the no-fines concrete to prevent segregation and the formation of a slurry layer at the surface of the concrete which may prevent the passage of water into the filter material.,,,,,,
label,Freq - Each Lot,,,,,,
label,Key - H,,,,,,
label,Resp - SE,,,,,,
label,SI Key - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
section,4.0 Work Lot Close Out,,,,,,
checkpoint,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets",,,,,,
label,Ref docs - VR Clause 702.09 (h),,,,,,
label,Acceptance criteria - Subsoil Lines Flushed to ensure Drainage Lines are free from obstruction.,,,,,,
label,"• Location, Date & Time for subsoil line recorded on lot map.",,,,,,
label,• The flushing test shall be witnessed by a representative nominated by the Superintendent.,,,,,,
label,Freq - Each Lot ,,,,,,
label,Key - R,,,,,,
label,Resp - SE,,,,,,
label,SI Key - W,,,,,,
checkpoint,4.2 - Inspection of Subsurface Drainage Lines,,,,,,
label,Ref docs - DoT Clause 702.09(i),,,,,,
label,"Acceptance criteria - All subsurface drainage lines constructed shall be inspected, after completion of the flushing test as stated in clause 702.09(h) and prior to placement of asphalt, by an independent testing organisation using closed circuit television",,,,,,
label,• (CCTV) to verify that the flow of water is not obstructed by waste construction material left inside and to check for visible signs of defects.,,,,,,
label,"• The report shall be provided to the Superintendent, with a copy of the CCTV record including any video recordings and a summary of the location of any waste construction materials, obstructions and defects detected by the survey.",,,,,,
