type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Site Establishment and Safety Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,Delivery and goods lift location,,,,,,,
checkpoint,Delivery requirements i.e. booking process,,,,,,,
checkpoint,On site storage / office location,,,,,,,
checkpoint,Site specific restrictions i.e. noise / starting times,,,,,,,
,,,,,,,,
checklist,Ductwork Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,Ductwork installed as per latest drawing,,,,,,,
checkpoint,Inspect ductwork is not damaged. Record and report for any issues,,,,,,,
checkpoint,Confirm correct spacing / supports installed,,,,,,,
checkpoint,Duct flanges firmly bolted and sealed correctly,,,,,,,
checkpoint,Cleats installed as required,,,,,,,
checkpoint,Ductwork insulated where required and free of damage,,,,,,,
checkpoint,Ductwork restrained for wind/seismic where required,,,,,,,
checkpoint,Confirm ductwork joints and seams are sealed,,,,,,,
checkpoint,Pops & flex installed as per latest drawing,,,,,,,
checkpoint,Correct hanger spacing / supports installed for flex,,,,,,,
checkpoint,Flexible duct connections completed correctly,,,,,,,
checkpoint,Blade dampers installed as documented and left in the open position,,,,,,,
checkpoint,BD pop access panel coordinated and marked,,,,,,,
checkpoint,Cushion boxes installed as per latest drawing,,,,,,,
checkpoint,Balancing dampers installed as documented and left in the open position,,,,,,,
checkpoint,Volume Control Dampers installed as per latest drawing,,,,,,,
checkpoint,Motorised dampers installed as per latest drawing / actuator fit off,,,,,,,
checkpoint,Smoke dampers installed as per latest drawing / actuator fit off,,,,,,,
checkpoint,Damper access panels coordinated and marked,,,,,,,
checkpoint,"Check all motorised dampers, fire damper and smoke damper are in open position.",,,,,,,
,,,,,,,,
checklist,Drains,,,,,,,
section,Details,,,,,,,
checkpoint,Drain trapped where required,,,,,,,
checkpoint,Drain pump installed on a gradient/ level,,,,,,,
checkpoint,Drain terminates at a tundish,,,,,,,
checkpoint,Drain pipe insulated where required,,,,,,,
checkpoint,"Drains, pump and tundish access for maintenance",,,,,,,
checkpoint,Drain pipe is labelled clearly,,,,,,,
,,,,,,,,
checklist,ERV Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,ERV installed as per latest drawing,,,,,,,
checkpoint,Inspect the unit casing is not damaged. Record and report for any issues,,,,,,,
checkpoint,Unit is labelled clearly,,,,,,,
checkpoint,Unit correctly supported as per documented,,,,,,,
checkpoint,Confirm installation of any dampers on the units,,,,,,,
checkpoint,Confirm electrical connection to unit,,,,,,,
checkpoint,Flexible connections installed,,,,,,,
checkpoint,Air filters installed,,,,,,,
checkpoint,Check for cleaniness inside the housing,,,,,,,
checkpoint,Confirm seismic bracing to requirements,,,,,,,
checkpoint,Adequate maintenance clearance maintained,,,,,,,
,,,,,,,,
checklist,Split DX Unit Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,FCU and condensing units installed as per latest drawing,,,,,,,
checkpoint,Inspect the FCU and condensing unit. Record and report for any issues,,,,,,,
checkpoint,Unit is labelled clearly,,,,,,,
checkpoint,Unit correctly supported as per documented,,,,,,,
checkpoint,Confirm safety tray and/ or condensate drain provided to the units and is piped to adjacent waste point,,,,,,,
checkpoint,Confirm refrigeration pipework are installed,,,,,,,
checkpoint,Confirm refrigeration pipework insulation are installed with adequate support,,,,,,,
checkpoint,Confirm correct eletrical connections to the refrigeration system as per wiring schematic,,,,,,,
checkpoint,Adequate maintenance and ventilation clearance maintained,,,,,,,
checkpoint,Installed as per manufacturer's requirements. Refer to specific equipment schedule for detail.,,,,,,,
,,,,,,,,
checklist,Fan Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,Fan installed as per latest drawing,,,,,,,
checkpoint,Inspect the fan. Record and report for any issues,,,,,,,
checkpoint,Fan is labelled clearly,,,,,,,
checkpoint,Confirm ductwork connections to the fans are correct and include flexible connections,,,,,,,
checkpoint,Confirm VSD is installed,,,,,,,
checkpoint,"Confirm test points, sensors and gauges have been provided and installed as documented",,,,,,,
checkpoint,Confirm correct eletrical connections to the fan,,,,,,,
