"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"38f7b193-f498-4cb4-a36f-155cc5378a88/1","checklist","As-Built Drawings","","As-Built Drawings",,,0,"07d8a3a7-a1d6-4f91-8093-b50e4663166a"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"6d9a76c3-0a69-4449-b1e7-11ce6b7f2835","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,

"17517af2-db4a-45b7-8883-f495d7b7f393/1","checklist","Certificate of compliance (COC)","","Certificate of compliance (COC)",,,0,"cfc3c06a-f98c-44e3-b7d0-645c7885e8ba"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"85c1dfac-a6c1-4c34-99e6-d95ecb814741","checkpoint","Please upload Certificate of Compliance here when complete (COC)",,,,,,

"d3d640a6-f0e5-4dbe-a426-bbdfbd9e88f1/1","checklist","Entec Daily Report","","Entec Daily Report",,,48,"127baa78-0e3e-4937-97c5-81d0d89ec8bd"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"dfe33494-f1f3-416d-b200-985468c449e7","checkpoint","Daily Report",,,,,,
"aa373969-8b60-5d14-ae15-1d6c7fac2904","date","Date:",,,,,,
"4309b494-9321-536c-9669-b5bc5278607c","textbox","Site:",,,,,,
"2afe42e3-2bd3-57c9-b2b9-374ad261339b","textbox","Work completed:",,,,,,
"6dcd5e0d-0473-5824-8763-de1db794e25a","textbox","Issues:",,,,,,
"5599a652-8b14-57c2-b35e-1f30796f07f0","textbox","Weather:",,,,,,
"419ec26a-ceb3-50a3-9ab8-b04b2aeb95db","textbox","Labour:",,,,,,
"22314894-b51d-5b55-b048-3270208b4497","textbox","Plant & Equipment used:",,,,,,
"b64aca17-4380-4800-aa48-02e9df10ac6f","signoff","Signed/Approved:",,,,,,

"33eeb655-8fc5-4587-8848-ab5f145d0d04/1","checklist","ITR-E-01 General Electrical Equipment","","ITR-E-01 General Electrical Equipment",,,34,"8143f5ab-7daf-4361-a784-b6b6f44f35be"
