type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist-flat,0597-FRM-100 - Diaphragm Wall Excavation Record,,,,,,,,,,
checkpoint,Attach any relevant photos / documents,,,,,,,,,,
text,Ref. Level (Top of Guide Wall):,,,,,,,,,,
text,Designed Toe Level of Panel mPD,,,,,,,,,,
text,Operator :,,,,,,,,,,
text,Excavation Equipment :,,,,,,,,,,
text,Date :,,,,,,,,,,
text,Assistant :,,,,,,,,,,
text,Grab :,,,,,,,,,,
checkpoint,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,,,,,,,,,,
text,Time From,,,,,,,,,,
text,Time To,,,,,,,,,,
text,Activities / Details of Obstructions Encountered [Specify Time and Depth],,,,,,,,,,
text,Depth From,,,,,,,,,,
text,Depth To,,,,,,,,,,
,,,,,,,,,,,
checklist,0597-FRM-101 - Diaphragm Wall Concreting Record,,,,,,,,,,
section,Set Out,,,,,,,,,,
checkpoint,Attach any relevant photos / documents,,,,,,,,,,
text,Toe Level of Stop end LHS (From IF),,,,,,,,,,
text,Toe Level of Stop end RHS (From IF),,,,,,,,,,
text,Start Date,,,,,,,,,,
text,Start Time,,,,,,,,,,
text,Finish Date,,,,,,,,,,
text,Finish Time,,,,,,,,,,
text,Guide Wall Level RL:,,,,,,,,,,
text,Top of Bar RL:,,,,,,,,,,
text,Concrete Cutoff RL:,,,,,,,,,,
text,Stop-end Length RL:,,,,,,,,,,
text,Concrete Mix:,,,,,,,,,,
text,Theoretical Volume:,,,,,,,,,,
text,Actual Volume:,,,,,,,,,,
text,Over-Consumption %,,,,,,,,,,
section,Pre-Concreting Checks,,,,,,,,,,
checkpoint,Tremie 1,,,,,,,,,,
text,Panel Depth (m),,,,,,,,,,
text,Length of Tremie (m),,,,,,,,,,
select,Tremie Joints Sealed,"yes, no",,,,,,,,,
select,Tremie Plug,"yes, no",,,,,,,,,
select,Sand Content Bentonite < 4%,"yes, no",,,,,,,,,
text,Length of Tremie (m),,,,,,,,,,
text,Depth to Concrete (m),,,,,,,,,,
text,Tremie in Concrete (m),,,,,,,,,,
select,Tremie in Concrete >3m,"yes, no",,,,,,,,,
text,Tremie Section Removed (m),,,,,,,,,,
text,Tremie in Concrete (m),,,,,,,,,,
text,Tremie Remaining,,,,,,,,,,
signoff,Completed by Keller,,,,,,,,,,
checkpoint,Tremie 2,,,,,,,,,,
text,Panel Depth (m),,,,,,,,,,
text,Length of Tremie (m),,,,,,,,,,
select,Tremie Joints Sealed,"yes, no",,,,,,,,,
select,Tremie Plug,"yes, no",,,,,,,,,
select,Sand Content Bentonite < 4%,"yes, no",,,,,,,,,
text,Length of Tremie (m),,,,,,,,,,
text,Depth to Concrete (m),,,,,,,,,,
text,Tremie in Concrete (m),,,,,,,,,,
select,Tremie in Concrete >3m,"yes, no",,,,,,,,,
text,Tremie Section Removed (m),,,,,,,,,,
text,Tremie in Concrete (m),,,,,,,,,,
text,Tremie Remaining,,,,,,,,,,
signoff,Completed by Keller,,,,,,,,,,
checkpoint,Attach Concrete Docket,,,,,,,,,,
checkpoint,Approval to Pour,,,,,,,,,,
text,Toe Level of Panel (measured) Tremie 1,,,,,,,,,,
text,Toe Level of Panel (measured) Tremie 2,,,,,,,,,,
section,Concrete Record – Completed During Pour,,,,,,,,,,
checkpoint,Tremie 1,,,,,,,,,,
text,Truck No,,,,,,,,,,
text,Docket No,,,,,,,,,,
text,Time Batched,,,,,,,,,,
text,Time Onsite,,,,,,,,,,
text,Time Finished,,,,,,,,,,
text,Temp ºC,,,,,,,,,,
text,Actual Slump (mm),,,,,,,,,,
checkpoint,Volume (m3),,,,,,,,,,
text,Truck,,,,,,,,,,
text,Acc. Vol,,,,,,,,,,
checkpoint,Depth to Concrete (m),,,,,,,,,,
text,Theory,,,,,,,,,,
text,Actual,,,,,,,,,,
checkpoint,Tremie 2,,,,,,,,,,
text,Truck No,,,,,,,,,,
text,Docket No,,,,,,,,,,
text,Time Batched,,,,,,,,,,
text,Time Onsite,,,,,,,,,,
text,Time Finished,,,,,,,,,,
text,Temp ºC,,,,,,,,,,
text,Actual Slump (mm),,,,,,,,,,
checkpoint,Volume (m3),,,,,,,,,,
text,Truck,,,,,,,,,,
text,Acc. Vol,,,,,,,,,,
checkpoint,Depth to Concrete (m),,,,,,,,,,
text,Theory,,,,,,,,,,
text,Actual,,,,,,,,,,
,,,,,,,,,,,
checklist,0597-FRM-102 - Reinforcement Inspection Record,,,,,,,,,,
section,Set Out,,,,,,,,,,
checkpoint,Attach any relevant photos / documents,,,,,,,,,,
select,Panel Type,"Single, Triple",,,,,,,,,
select,Side,"LHS, RHS",,,,,,,,,
text,Date Checked,,,,,,,,,,
text,Date Installed,,,,,,,,,,
checkpoint,Attach most relevant drawing,,,,,,,,,,
