type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP 1 Delivery Checklist,itp,,,,,ITP 1 Delivery Checklist,
section,Details,,,,,,,
checkpoint,Durra panel sizes to match order,,,,,,,
checkpoint,Durra panel quantities to match order,,,,,,,
checkpoint,Durra panel layers to match order,,,,,,,
checkpoint,T bars quantities to match order,,,,,,,
checkpoint,T bars have no damage,,,,,,,
checkpoint,Beam size to match order,,,,,,,
checkpoint,Beam quantities to match order,,,,,,,
checkpoint,All panels have no damage,,,,,,,
checkpoint,All beams have no damage,,,,,,,
checkpoint,Wedge quantities to match order,,,,,,,
checkpoint,Correct paperwork with delivery,,,,,,,
checkpoint,All works have been carried out in accordance with above ITP,,,,,,,
label,Attach Faulkner Roofing representative signature,,,,,,,
holdpoint,Builder representative sign off: ITP has been conducted and signed by Faulkner Roofing,,,,,,,
,,,,,,,,
checklist,ITP 2 Module Assembly,itp,,,,,ITP 2 Module Assembly,
section,Details,,,,,,,
checkpoint,All Durra layers are installed as per location mark up,,,,,,,
checkpoint,All spacings are to match install area,,,,,,,
checkpoint,All T bars are secured,,,,,,,
checkpoint,All Durra panels are in place with correct minimum spacings,,,,,,,
checkpoint,All wedges are in place,,,,,,,
checkpoint,All Durra panels are taped to all edges,,,,,,,
checkpoint,All panels have no damage,,,,,,,
checkpoint,Infill panels are secured ready for lift,,,,,,,
checkpoint,Infill T bars are secured ready for lift,,,,,,,
checkpoint,All works have been carried out in accordance with above ITP,,,,,,,
label,Attach Faulkner Roofing representative signature,,,,,,,
holdpoint,Builder representative sign off: ITP has been conducted and signed by Faulkner Roofing,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,ITP 3 Module Install,itp,,,,,ITP 3 Module Install,
section,Details,,,,,,,
checkpoint,All Durra layers are installed as per location mark up,,,,,,,
checkpoint,All angles are secured correctly to pre cast,,,,,,,
checkpoint,All angles have correct amount of bolts,,,,,,,
checkpoint,All T bars are secured,,,,,,,
checkpoint,All Durra panels are in place with correct minimum spacings,,,,,,,
checkpoint,All wedges are in place,,,,,,,
