resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,B06,,,,,,,,
,step,,,,Subfloor,,,,,,,
Sub Floor QA,checklist,,,,,Unit 13,,,,,,
Sub Floor QA,checklist,,,,,Unit 11,,,,,,
Sub Floor QA,checklist,,,,,Unit 09,,,,,,
Sub Floor QA,checklist,,,,,Unit 07,,,,,,
Sub Floor QA,checklist,,,,,Unit 05,,,,,,
,step,,,,First Fix,,,,,,,
First Fix,checklist,,,,,Unit 13,,,,,,
First Fix,checklist,,,,,Unit 11,,,,,,
First Fix,checklist,,,,,Unit 09,,,,,,
First Fix,checklist,,,,,Unit 07,,,,,,
First Fix,checklist,,,,,Unit 05,,,,,,
,step,,,,Second Fix,,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 13,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 11,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 09,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 07,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 05,,,,,,
Completion documents,checklist,,,,Completion documents,,,,,,,
,step,,,B07,,,,,,,,
,step,,,,Subfloor,,,,,,,
Sub Floor QA,checklist,,,,,Unit 14,,,,,,
Sub Floor QA,checklist,,,,,Unit 12,,,,,,
Sub Floor QA,checklist,,,,,Unit 10,,,,,,
Sub Floor QA,checklist,,,,,Unit 08,,,,,,
Sub Floor QA,checklist,,,,,Unit 06,,,,,,
,step,,,,First Fix,,,,,,,
First Fix,checklist,,,,,Unit 14,,,,,,
First Fix,checklist,,,,,Unit 12,,,,,,
First Fix,checklist,,,,,Unit 10,,,,,,
First Fix,checklist,,,,,Unit 08,,,,,,
First Fix,checklist,,,,,Unit 06,,,,,,
,step,,,,Second Fix,,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 14,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 12,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 10,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 08,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 06,,,,,,
Completion documents,checklist,,,,Completion documents,,,,,,,
,step,,,B11,,,,,,,,
,step,,,,Subfloor,,,,,,,
Sub Floor QA,checklist,,,,,Unit 21,,,,,,
Sub Floor QA,checklist,,,,,Unit 19,,,,,,
Sub Floor QA,checklist,,,,,Unit 17,,,,,,
Sub Floor QA,checklist,,,,,Unit 05,,,,,,
,step,,,,First Fix,,,,,,,
First Fix,checklist,,,,,Unit 21,,,,,,
First Fix,checklist,,,,,Unit 19,,,,,,
First Fix,checklist,,,,,Unit 17,,,,,,
First Fix,checklist,,,,,Unit 05,,,,,,
,step,,,,Second Fix,,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 21,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 19,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 17,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 05,,,,,,
Completion documents,checklist,,,,Completion documents,,,,,,,
,step,,,B12,,,,,,,,
,step,,,,Subfloor,,,,,,,
Sub Floor QA,checklist,,,,,Unit 04,,,,,,
Sub Floor QA,checklist,,,,,Unit 03,,,,,,
Sub Floor QA,checklist,,,,,Unit 02,,,,,,
Sub Floor QA,checklist,,,,,Unit 01,,,,,,
,step,,,,First Fix,,,,,,,
First Fix,checklist,,,,,Unit 04,,,,,,
First Fix,checklist,,,,,Unit 03,,,,,,
First Fix,checklist,,,,,Unit 02,,,,,,
First Fix,checklist,,,,,Unit 01,,,,,,
,step,,,,Second Fix,,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 04,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 03,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 02,,,,,,
Add Second Fix Checks,checklist,,,,,Unit 01,,,,,,
Completion documents,checklist,,,,Completion documents,,,,,,,
