resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Apartment Ceiling Closure,,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,C101,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,C102,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,C103,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,C104,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,C105,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,C106,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,C107,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,C108,,,,,,,
,,step,,,Common Area,,,,,,,,
Duct Installation Checklist [C],,checklist,,,,Duct Installation Checklist [C],,,,,,,
Lobby Area [J],,checklist,,,,Lobby Area [J],,,,,,,
Ducting-Common Area [K],,checklist,,,,Ducting-Common Area [K],,,,,,,
Sign Off,,checklist,,,,Sign Off,,,,,,,
,,step,,,Level-2,,,,,,,,
,,step,,,,Apartment Wall Closure,,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C201,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,folder-with-checklists,,,,,C202,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,folder-with-checklists,,,,,C203,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C204,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C205,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,folder-with-checklists,,,,,C206,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,folder-with-checklists,,,,,C207,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C208,,,,,,
,,step,,,,Apartment Ceiling Closure,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C201,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,,C202,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,,C203,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C204,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C205,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,,C206,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,folder-with-checklists,,,,,C207,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C208,,,,,,
,,step,,,,Common Area,,,,,,,
Duct Installation Checklist [C],,checklist,,,,,Duct Installation Checklist [C],,,,,,
Lobby Area [J],,checklist,,,,,Lobby Area [J],,,,,,
Ducting-Common Area [K],,checklist,,,,,Ducting-Common Area [K],,,,,,
Sign Off,,checklist,,,,,Sign Off,,,,,,
,,step,,,Level-3,,,,,,,,
,,step,,,,Apartment Wall Closure,,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C301,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C302,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C303,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,folder-with-checklists,,,,,C304,,,,,,
,,step,,,,Apartment Ceiling Closure,,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C301,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C302,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C303,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,folder-with-checklists,,,,,C304,,,,,,
,,step,,,,Common Area,,,,,,,
Duct Installation Checklist [C],,checklist,,,,,Duct Installation Checklist [C],,,,,,
Lobby Area [J],,checklist,,,,,Lobby Area [J],,,,,,
Ducting-Common Area [K],,checklist,,,,,Ducting-Common Area [K],,,,,,
Sign Off,,checklist,,,,,Sign Off,,,,,,
,,step,,,Roof,,,,,,,,
Duct Installation Checklist [C],,checklist,,,,Duct Installation Checklist [C],,,,,,,
Lobby Area [J],,checklist,,,,Lobby Area [J],,,,,,,
Ducting-Common Area [K],,checklist,,,,Ducting-Common Area [K],,,,,,,
Sign Off,,checklist,,,,Sign Off,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
