Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Delivery Checks (Lifts/ESC/MW),,,,,,
,Scope,,,Delivery Checks,,
,Rows,,,,,
,,Lifts,dynamic,Lifts,Delivery Checks.,Delivery Checks
,,ESC,dynamic,ESC,Delivery Checks.,Delivery Checks
,,MW,dynamic,MW,Delivery Checks.,Delivery Checks
,Columns,,,,,
,,Please attach or take photo of delivery docket,,Please attach or take photo of delivery docket,,
,,Report Reference:,Report Reference:,Please attach or take photo of delivery docket,,
,,Date:,Date:,Please attach or take photo of delivery docket,,
,,Contractor:,Contractor:,Please attach or take photo of delivery docket,,
,,Manufacturer/Supplier:,Manufacturer/Supplier:,Please attach or take photo of delivery docket,,
,,Discipline/Specification,Discipline/Specification,Please attach or take photo of delivery docket,,
,,Equipment,Equipment,Please attach or take photo of delivery docket,,
,,Take photo of serial number,,Take photo of serial number,,
,,Technical Approval Ref:,Technical Approval Ref:,Take photo of serial number,,
,,Drawing Approval Ref:,Drawing Approval Ref:,Take photo of serial number,,
,,Date of Delivery,Date of Delivery,Take photo of serial number,,
,,Date/Time of Inspection,Date/Time of Inspection,Take photo of serial number,,
,,Signed by Supplier / Manufacturer,,Signed by Supplier / Manufacturer,,
,,Signed by Contractor,,Signed by Contractor,,
,,Signed by Scentre Group,,Signed by Scentre Group,,
