Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Lighting Circuits CxL3,,,,,Yes,Lighting Circuits CxL3,0f92a731-243e-4ba3-bad6-884d88af6662
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,CxL2 Lighting Circuits completed,,,,,,,
text,23ee8638-3496-5571-8722-acd9e7b64417,,textbox,Circuit Number,,,,,,,
checkpoint-status,,,checkpoint,Polarity (No Transposition),,,,,,,
checkpoint-status,,,checkpoint,Polarity (Switch in Active),,,,,,,
text,dacf8478-85d1-55af-869b-7cea6e389fbf,,textbox,RCD Tripping Test (Trip current),,,,,,,
text,e8c3ef1b-5044-520f-abd0-a20e87f6bac1,,textbox,RCD Tripping Test (Tripping time) as per AS/NZS 3017,,,,,,,
checkpoint-status,,,checkpoint,Final acceptance,,,,,,,
holdpoint,,,signoff,Final acceptance,,,,,,,
