type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-203-CIV-CPD-Landscaping-Ground Preparation,itp,,,,,ITP-203-CIV-CPD-Landscaping-Ground Preparation Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-203-CIV-CPD-Landscaping-Ground Preparation,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Landscaping - Ground Preparation (Subcontractor),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 2/10/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Jason Quan/Derek Collins,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,References: VicRoads 720,,,,,,,,,,,,,,,,,,,,,,
label,○ AS 4454,,,,,,,,,,,,,,,,,,,,,,
label,○ AS 4419,,,,,,,,,,,,,,,,,,,,,,
label,○ IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,○ Sub Contractor ITP,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Check for correct documentation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Drawings and drawing registers,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,,,,,,,,,,,,,,,,
label,– Using the correct and complete set of IFC drawings,,,,,,,,,,,,,,,,,,,,,,
label,– All drawings are the latest revision,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement of works,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Sign ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Submission and records,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 720.03,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Inspections, Samples, records and certificates shall be provided to the Nominated Authority (NA) at least 10 working days prior to bulk delivery.",,,,,,,,,,,,,,,,,,,,,,
label,Following information shall be provided to the NA:,,,,,,,,,,,,,,,,,,,,,,
label,○ Samples,,,,,,,,,,,,,,,,,,,,,,
label, – Mulch,,,,,,,,,,,,,,,,,,,,,,
label, – Imported topsoil,,,,,,,,,,,,,,,,,,,,,,
label,○ Records,,,,,,,,,,,,,,,,,,,,,,
label, – Details of suppliers,,,,,,,,,,,,,,,,,,,,,,
label, – Soil tests on imported topsoil,,,,,,,,,,,,,,,,,,,,,,
label, – Copies/Photos of fertiliser labels,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement of works,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - SE, NA",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Issue to TeamBinder,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Records & certificates,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Supply of topsoil,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 720.04, Table 720.042 IFC Drawings",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Site won topsoil to be tested to establish what soil amendments and macro and micro nutreints are required to be added to the top soil if required by planting subcontractor.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Where imported topsoil is used, the topsoil must conform to the properties specified in Table 720.042 and align with IFC Drawings .",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Verify, Doc. Review if applicable",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement of works,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach material conformance docs/Test Report",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Supply of Mulch,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 720.04, Table 720.044, AS4454 IFC Drawings",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Site mulch available from the chipping of on-site indigenous or non-weed vegetation shall be used where possible, otherwise approved mulch stated on IFC drawings.",,,,,,,,,,,,,,,,,,,,,,
label,○ All wood mulch to be spread in accordance to AS 4454 and conform to required depth stated in IFC drawings. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Imported Wood Mulch shall comply with Table 720.044.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Verify, Doc. Review if applicable",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement of works,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach material conformance docs (if applicable)",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Site Preparation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Subcontractor ITP,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Subcontractor ITP,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Subcontractor ITP to be reviewed and approved by MRPA.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - WP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach completed Subcontractor ITP",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Soil Additives,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 720.07 a) AS 4419,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Refer to Subcontractor ITP,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach Test Report, Attached Delivery Docket (if applicable)",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Ripping of subsoil,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 720.07, Table 720.071",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Refer to Subcontractor ITP.,,,,,,,,,,,,,,,,,,,,,,
label,○ Do not proceed until the NA inspects and acknowledges requirements for ripping have been met.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Verify,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Applicable Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - SE, NA",,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach Lot Map/Marked Up Area Inspected",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Topsoil application,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 720.07,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Site topsoil shall be used wherever possible, in preference to imported topsoil. Following subsoil preparation, topsoil shall be spread on planting areas and grassed areas in accordance with minimum top soil depths stated in table 720.071. ",,,,,,,,,,,,,,,,,,,,,,
label,○ Situation,,,,,,,,,,,,,,,,,,,,,,
label, – Planting Areas in disturbed areas flatter than 3h:1v = 150mm Minimum ,,,,,,,,,,,,,,,,,,,,,,
label, – Planting Areas in disturbed areas steeper than 3h:1v = 100mm Minimum ,,,,,,,,,,,,,,,,,,,,,,
label," – Grassing in disturbed areas =75 mm, except 100 mm in swales",,,,,,,,,,,,,,,,,,,,,,
label, – Individual Tree Planting within grassed areas =150 mm in disturbed grassed areas,,,,,,,,,,,,,,,,,,,,,,
label,○ Topsoil shall be spread on planting areas and grassed areas. ,,,,,,,,,,,,,,,,,,,,,,
label,Note: Topsoil shall not be compacted.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Verify,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Applicable Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach Delivery Dockets if applicable",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.5 - Topsoil FSL - Topsoilling and Cultivation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 720.07,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Do not proceed until the NA inspects & acknowledges requirements for topsoiling and cultivation have been met,,,,,,,,,,,,,,,,,,,,,,
label,Method - Verify,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Applicable Lot,,,,,,,,,,,,,,,,,,,,,,
