resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,BUILDING-B,,,,,,,,
,,step,,,,Level 1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B101,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B102,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B103,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B104,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B105,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B106,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B107,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B108,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B201,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B202,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B203,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B204,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B205,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B206,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B207,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B208,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B301,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B302,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B303,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B304,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B305,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B401,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B402,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,folder-with-checklists,,,,,B403,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
