resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,BUILDING-B,,,,,,,,
,,,step,,,,Level-1,,,,,,,
,,,step,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B101,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B102,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B103,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B104,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B105,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B106,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B107,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,folder-with-checklists,,,,,,B108, ,,,,
,,,step,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B101,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B102,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B103,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B104,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B105,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B106,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B107,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,folder-with-checklists,,,,,,B108,,,,,
,,,step,,,,,Common Area,,,,,,
Duct Installation Checklist [C],,,checklist,,,,,,Duct Installation Checklist [C],,,,,
Lobby Area [J],,,checklist,,,,,,Lobby Area [J],,,,,
Ducting-Common Area [K],,,checklist,,,,,,Ducting-Common Area [K],,,,,
Sign Off,,,checklist,,,,,,Sign Off,,,,,
,,,step,,,,Level-2,,,,,,,
