Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
FD Installation Photos,,,,,,,
,Scope,,,FD Photos,,,
,Rows,,,,,,
,,B4 - L5,dynamic,L5,B4,FD Photos,Site QA
,,B4 - L6,dynamic,L6,B4,FD Photos,Site QA
,,B4 - L7,dynamic,L7,B4,FD Photos,Site QA
,,B6 - L5,dynamic,L5,B6,FD Photos,Site QA
,,B6 - L6,dynamic,L6,B6,FD Photos,Site QA
,,B6 - L7,dynamic,L7,B6,FD Photos,Site QA
,,B10 - L4,dynamic,L4,B10,FD Photos,Site QA
,,B10 - L5,dynamic,L5,B10,FD Photos,Site QA
,,B10 - L6,dynamic,L6,B10,FD Photos,Site QA
,,B10 - L7,dynamic,L7,B10,FD Photos,Site QA
,,D8 - L6,dynamic,L6,D8,FD Photos,Site QA
,,D8 - L7,dynamic,L7,D8,FD Photos,Site QA
,,E8 - L5,dynamic,L5,E8,FD Photos,Site QA
,,E8 - L6,dynamic,L6,E8,FD Photos,Site QA
,,E8 - L7,dynamic,L7,E8,FD Photos,Site QA
,Columns,,,,,,
,,Penetration Width,,Penetration Width,,,
,,Penetration Height,,Penetration Height,,,
,,Left and/or Right Gap,,Left and/or Right Gap,,,
,,Top and/or Bottom Gap,,Top and/or Bottom Gap,,,
,,FD c/w Retention Angles,,FD c/w Retention Angles,,,
,,FD Open,,FD Open,,,
,,FD Close,,FD Close,,,
,,FD Break Away Joint,,FD Break Away Joint,,,
,,FD with AP,,FD with AP,,,
,,Gaps Around FD Sealed,,Gaps Around FD Sealed,,,
,,Sticker,,Sticker,,,
,,,,,,,
FD Installation Checklist,,,,,,,
,Scope,,,FD Installation,,,
,Rows,,,,,,
,,B4 - L5,dynamic,L5,B4,FD Installation,Site QA
,,B4 - L6,dynamic,L6,B4,FD Installation,Site QA
,,B4 - L7,dynamic,L7,B4,FD Installation,Site QA
,,B6 - L5,dynamic,L5,B6,FD Installation,Site QA
,,B6 - L6,dynamic,L6,B6,FD Installation,Site QA
,,B6 - L7,dynamic,L7,B6,FD Installation,Site QA
,,B10 - L4,dynamic,L4,B10,FD Installation,Site QA
,,B10 - L5,dynamic,L5,B10,FD Installation,Site QA
,,B10 - L6,dynamic,L6,B10,FD Installation,Site QA
,,B10 - L7,dynamic,L7,B10,FD Installation,Site QA
,,D8 - L6,dynamic,L6,D8,FD Installation,Site QA
,,D8 - L7,dynamic,L7,D8,FD Installation,Site QA
,,E8 - L5,dynamic,L5,E8,FD Installation,Site QA
,,E8 - L6,dynamic,L6,E8,FD Installation,Site QA
,,E8 - L7,dynamic,L7,E8,FD Installation,Site QA
,Columns,,,,,,
,,FD Dimensions ,,FD Dimensions ,,,
,,Drawing #,Drawing #,FD Dimensions ,,,
,,FD Size (WxH):,FD Size (W X H):,FD Dimensions ,,,
,,Flange Size (F):,Flange Size (F):,FD Dimensions ,,,
,,Minimum Peno Size (WxH):,Minimum Peno Size (W X H):,FD Dimensions ,,,
,,Maximum Peno Size (WxH):,Maximum Peno Size (W X H):,FD Dimensions ,,,
,,Current Peno Size (WxH),Current Peno Size (W x H),FD Dimensions ,,,
,,FD fully open; blades free to close & latch,,FD fully open; blades free to close and latch,,,
,,FD orientation & air flow direction correct,,FD orientation and air flow direction is correct,,,
,,FD wholly within wall/Slab; case is square,,FD wholly within wall/ Slab; case is square,,,
,,FD and Duct attached correctly/Breakaway,,FD and Duct attached correctly/ Breakaway,,,
,,Packing/expansion metal installed around casing,,Packing/expansion metal installed around casing,,,
,,Opening in fire rated structure correct,,Opening in fire rated structure is correct,,,
,,FD Flanges attached correctly,,FD Flanges attached correctly,,,
,,FD # corresponds to one detailed on drawing,,FD # corresponds to the one detailed on drawing,,,
,,FD location corresponds to one detailed on drawing,,FD location corresponds to the one detailed on drawing,,,
,,FD accessible for maintenance & service purposes,,FD accessible for maintenance and service purposes,,,
,,FD Installer Label complete,,FD Installer Label complete,,,
,,Fusible Link Fitted,,Fusible Link Fitted,,,
,,Floor Mounted-2000 mm of Duct insulated above FD,,Floor Mounted-2000 mm of Duct insulated above FD,,,
,,Installation approved,,Installation is approved,,,
,,Corrective actions undertaken,,Corrective actions have been undertaken,,,
