Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Apartment Rough In ITP,,,,,,,,
,Scope,,,Site QA,Rough In,,,
,Rows,,,,,,,
,,RAC (Residential Aged Care),grouping,RAC (Residential Aged Care),,,,
,,Level 1 - Bed B0101,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0101
,,Level 1 - Bed B0102,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0102
,,Level 1 - Bed B0103,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0103
,,Level 1 - Bed B0104,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0104
,,Level 1 - Bed B0105,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0105
,,Level 1 - Bed B0106,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0106
,,Level 1 - Bed B0107,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0107
,,Level 1 - Bed B0108,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0108
,,Level 1 - Bed B0109,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0109
,,Level 1 - Bed B0110,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0110
,,Level 1 - Bed B0111,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0111
,,Level 1 - Bed B0112,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0112
,,Level 1 - Bed B0113,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0113
,,Level 1 - Bed B0114,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0114
,,Level 1 - Bed B0115,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0115
,,Level 1 - Bed B0116,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0116
,,Level 1 - Bed B0117,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0117
,,Level 1 - Bed B0118,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0118
,,Level 1 - Bed B0119,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0119
,,Level 1 - Bed B0120,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0120
,,Level 1 - Bed B0121,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0121
,,Level 1 - Bed B0122,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0122
,,Level 1 - Bed B0123,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0123
,,Level 1 - Bed B0124,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0124
,,Level 1 - Bed B0125,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0125
,,Level 1 - Bed B0126,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0126
,,Level 1 - Bed B0127,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0127
,,Level 1 - Bed B0128,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0128
,,Level 1 - Bed B0129,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0129
,,Level 1 - Bed B0130,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0130
,,Level 1 - BOH B0134,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,BOH B0134
,,Level 2 - Bed B0201,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0201
,,Level 2 - Bed B0202,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0202
,,Level 2 - Bed B0203,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0203
,,Level 2 - Bed B0204,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0204
,,Level 2 - Bed B0205,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0205
,,Level 2 - Bed B0206,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0206
,,Level 2 - Bed B0207,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0207
,,Level 2 - Bed B0208,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0208
,,Level 2 - Bed B0209,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0209
,,Level 2 - Bed B0210,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0210
,,Level 2 - Bed B0211,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0211
,,Level 2 - Bed B0212,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0212
,,Level 2 - Bed B0213,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0213
,,Level 2 - Bed B0214,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0214
,,Level 2 - Bed B0215,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0215
,,Level 2 - Bed B0216,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0216
,,Level 2 - Bed B0217,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0217
,,Level 2 - Bed B0218,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0218
,,Level 2 - Bed B0219,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0219
,,Level 2 - Bed B0220,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0220
,,Level 2 - Bed B0221,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0221
,,Level 2 - Bed B0222,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0222
,,Level 2 - Bed B0223,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0223
,,Level 2 - Bed B0224,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0224
,,Level 2 - Bed B0225,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0225
,,Level 2 - Bed B0226,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0226
,,Level 2 - Bed B0227,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0227
,,Level 2 - Bed B0228,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0228
,,Level 2 - Bed B0229,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0229
,,Level 2 - Bed B0230,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0230
,,Level 2 - Bed B0231,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0231
,,Level 2 - Bed B0232,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0232
,,Level 2 - Bed B0233,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0233
,,Level 2 - Bed B0234,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0234
,,Level 3 - Bed B0301,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0301
,,Level 3 - Bed B0302,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0302
,,Level 3 - Bed B0303,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0303
,,Level 3 - Bed B0304,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0304
,,Level 3 - Bed B0305,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0305
,,Level 3 - Bed B0306,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0306
,,Level 3 - Bed B0307,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0307
,,Level 3 - Bed B0308,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0308
,,Level 3 - Bed B0309,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0309
,,Level 3 - Bed B0310,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0310
,,Level 3 - Bed B0311,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0311
,,Level 3 - Bed B0312,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0312
,,Level 3 - Bed B0313,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0313
,,Level 3 - Bed B0314,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0314
,,Level 3 - Bed B0315,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0315
,,Level 3 - Bed B0316,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0316
,,Level 3 - Bed B0317,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0317
,,Level 3 - Bed B0318,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0318
,,Level 3 - Bed B0319,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0319
,,Level 3 - Bed B0320,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0320
,,Level 3 - Bed B0321,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0321
,,Level 3 - Bed B0322,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0322
,,Level 3 - Bed B0323,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0323
,,Level 3 - Bed B0324,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0324
,,Level 3 - Bed B0325,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0325
,,Level 3 - Bed B0326,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0326
,,Level 3 - Bed B0327,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0327
,,Level 3 - Bed B0328,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0328
,,Level 3 - Bed B0329,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0329
,,Level 3 - Bed B0330,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0330
,,Level 3 - Bed B0331,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0331
,,Level 3 - Bed B0332,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0332
,,Level 3 - Bed B0333,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0333
,,Level 3 - Bed B0334,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,Bed B0334
,,Level 3 - BOH B0338,,Site QA,Rough In,RAC (Residential Aged Care),Level 3,BOH B0338
,,Level 4 - Bed B0401,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0401
,,Level 4 - Bed B0402,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0402
,,Level 4 - Bed B0403,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0403
,,Level 4 - Bed B0404,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0404
,,Level 4 - Bed B0405,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0405
,,Level 4 - Bed B0406,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0406
,,Level 4 - Bed B0407,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0407
,,Level 4 - Bed B0408,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0408
,,Level 4 - Bed B0409,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0409
,,Level 4 - Bed B0410,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0410
,,Level 4 - Bed B0411,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0411
,,Level 4 - Bed B0412,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0412
,,Level 4 - Bed B0413,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0413
,,Level 4 - Bed B0414,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0414
,,Level 4 - Bed B0415,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0415
,,Level 4 - Bed B0416,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0416
,,Level 4 - Bed B0417,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0417
,,Level 4 - Bed B0418,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0418
,,Level 4 - Bed B0419,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0419
,,Level 4 - Bed B0420,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0420
,,Level 4 - Bed B0421,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0421
,,Level 4 - Bed B0422,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0422
,,Level 4 - Bed B0423,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0423
,,Level 4 - Bed B0424,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0424
,,Level 4 - Bed B0425,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0425
,,Level 4 - Bed B0426,,Site QA,Rough In,RAC (Residential Aged Care),Level 4,Bed B0426
