"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"2eb8b747-aac2-4c34-9b7d-f94e1d36f833/1","checklist","1x Shower Tray","","1x Shower Tray",0,"9fc16ddb-965e-4116-a2e4-ef645be50123"
"9d456cab-3235-4ff6-b7ad-69cf820ff28c","section","Details",,,,
"21244efe-2dad-4243-8c92-7569afcadfd3","checkpoint","Shower Tray Installed Level",,,,
"5e0d76a5-edb4-4515-a1fe-58a234a753bf","checkpoint","Flood Test Shower Tray",,,,

"1ca1f750-c25b-450e-a7a5-801c2e511fff/1","checklist","Accessible Shower Bathroom Checklist","","Accessible Shower Bathroom Checklist",0,"dddbf0b7-b8c2-48a6-97e5-2b71c90898fa"
"514ae9bd-303c-43c1-b20c-0c9d5b116121","section","Details",,,,
"6e640eeb-5296-4a1b-ac85-2a11ac0bcceb","checkpoint","Set-Out Meets Code",,,,
"a57ea0d0-c959-4940-8dc3-836ed8b50efe","checkpoint","Silicone To Prevent Water Hammer",,,,
"eae2b5d6-a33d-4989-87dd-3b2702823d0e","checkpoint","Test To 1500Kpa",,,,

"459d5dcd-2a0c-4694-8499-8f8f81929a93/1","checklist","Acoustic Lagging Checklist","","Acoustic Lagging Checklist",4,"055e6dad-7358-4739-8201-a723996a528b"
"a747a9e8-be46-42a2-b028-b54218fccef3","section","Details",,,,
"ea96b98f-7723-4f3f-bc10-065638659051","checkpoint","Relevant Pipework Lagged",,,,
"b6d9d6bd-3f1e-436e-85d2-e6d5808645a6","checkpoint","Lagging Tape Around Joints",,,,
"352750a8-182f-4003-b0e1-ea8853d83a68","checkpoint","Blue Strapping And Buckles Every 1 Metre",,,,
"5a77b5c5-dc2a-4c6f-bfc8-68fb47d37d5d","checkpoint","Pipe Labels After Lagging",,,,

"7766d825-c3ec-4e28-862a-836d89d0050d/1","checklist","Balcony Checklist","","Balcony Checklist",23,"86927afe-0146-40d0-8ede-a986747b9530"
"90435513-a30b-4055-a0e3-7854837cc3fa","section","Details",,,,
"27354a66-f027-4e33-95a7-c485b4abb12d","checkpoint","Allthrough Installed",,,,
"849035b7-826c-4043-a6b1-991adf5d4ac1","checkpoint","Overflow Flange Installed",,,,
"43f43c2a-bca4-409d-bd67-f0e4046ae10e","checkpoint","Downpipe Flange Installed",,,,

"d568025c-af33-4b06-b97b-03f65a2e8ab8/1","checklist","Bath Checklist","","Bath Checklist",0,"e7446650-23e6-4a35-ae9e-7c85621aeed2"
"8fe5fbeb-3964-464c-8a70-c08475aa0f99","section","Details",,,,
"baf45f07-1b48-42de-9b16-e991d91923c8","checkpoint","Nogging for all fixtures",,,,
"4ca3380e-433e-4efd-b98a-d5520adebece","checkpoint","Check plan to confirm heights and centres",,,,
"f030e89e-b3c4-44e0-b030-918bf43eb8c1","checkpoint","Check water hammer, Silicone pipes",,,,
"ce20edf8-5893-4ca9-b972-4bcd9f256088","checkpoint","Check drainage waste",,,,

"ba6950e5-7cf5-4759-884c-e5f0b090c4c2/1","checklist","Cesspit","","Cesspit",0,"959f7653-58e7-4367-930e-f9faa417cd72"
"3e4bf697-2333-4678-9d3b-f1993a8a5235","section","Details",,,,
"14351010-2edd-48a0-936f-cd35e1f42a7d","checkpoint","Is the sump set on correct LL",,,,
"3cdb946c-4504-4cda-ace1-75e6184d0c08","checkpoint","Installation Process",,,,
"afa3b8ab-8a28-4279-b800-4d5670620f2b","checkpoint","Council Inspection and As-Built",,,,

"4dcfa55e-0091-4345-b2e2-5072341b4b1e/1","checklist","Dishwasher","","Dishwasher",1,"640260de-fd3b-4cfd-9cf9-96a0b8d917c8"
"08931c89-0a06-4812-9bc8-df9b602c7c23","section","Details",,,,
"d3be7398-e07b-4e9d-b751-56bf90fcc437","checkpoint","Water and waste connected – attach photo",,,,
"f883e628-f9a7-4441-a483-fdc5ff7ba91f","checkpoint","Installed level, attach photo",,,,

"ecdb910c-2f5a-42b2-9d83-366b471d8403/1","checklist","Downpipes + Decks Checklist","","Downpipes + Decks Checklist",16,"1d362177-468d-4772-828b-7b77a8e365e2"
"e8b800f3-22d8-4ccb-841e-d4bd0dcc6089","section","Details",,,,
"7296e3b9-e91e-42a3-9bb8-42408b7bd9d2","checkpoint","Flanges Installed",,,,
"de6bea18-6be5-4cf1-826f-3a04a0dc79cb","checkpoint","Domes Installed",,,,
"736ee5d9-c8d5-4269-a5b1-5eda570c1929","checkpoint","All Through Installed",,,,

"51c2baa5-d56d-4518-bce7-07078a7d91c1/1","checklist","Drainage Checklist","","Drainage Checklist",15,"a0fed5b9-4927-460e-8a78-f6e3b3c21c3e"
"085659a4-dcb3-4610-9af6-adf43cd64afb","section","Details",,,,
"19eed889-c8c2-4f39-9e41-15e174636159","checkpoint","Is Pipe Sitting On Bedding",,,,
"61710f62-6c6f-4e4b-852f-a982ea39bc71","checkpoint","Is Pipe Installed To Correct Falls On Plan",,,,
"d7cc131e-9b4f-4d8b-8239-9f730232e300","checkpoint","Has Pipe Been Photographed For Q + A",,,,
"8d620891-8e55-4c80-8fbc-7e0deab5f76c","checkpoint","Is Pipe Free From Debree",,,,
"a4689bfe-8488-4fe2-8727-3f1ff076d8da","checkpoint","Has Fines Been Installed On Top Of Pipe",,,,

"8aa85385-8c97-4589-b618-93cc57dba6f0/1","checklist","First Fix","","First Fix",0,"bef5013f-e138-432b-ac8c-aef0bf10a9ad"
"23223b68-fcc0-4455-80cb-8dc8ba76f79b","section","Details",,,,
"87f7cf30-e795-4a3b-9f40-052068d49b92","checkpoint","Is the correct material used, as specified for the job?",,,,
"c2ad9842-8446-43a4-95e0-d8568efafc18","checkpoint","Wing back installed at correct location and height, prior to hardware installation?",,,,
"10887994-19ff-5ff8-b7af-b086ed5437b1","note","According to manufacturer specs and architecture design",,,,
"3a46df18-5f89-49be-9c03-3c4c197b0a67","checkpoint","Pipework is secured/supported or protected if required",,,,
"210ab283-a4d3-53a0-b6dc-936d64a9eaa1","note","Min interval 600mm",,,,
"100b8580-0119-4ad7-9c1a-6f4bfb0817ce","checkpoint","Is the pipe work tested according to hydrostatics pressure of 1500 kpa for a period of no less than 30 min?",,,,
"29d9e6e8-81fe-5bb8-bb70-a376230d369a","note","Take picture for proof",,,,
"94c8f91d-098a-4b92-8f48-11a161d9cdf7","checkpoint","Waste at correct height and location?",,,,
"177702f8-a839-5124-98f3-ba25056d1b88","note","According to fixture manufacturer specs and architecture design",,,,
"e04b16dd-9563-437b-bfdb-b09171604362","checkpoint","Additional Comments",,,,

"a5be3335-f1f4-4c9b-af1c-4c3d4c17abae/1","checklist","First Fix Checklist","","First Fix Checklist",0,"a00ca62f-6e11-4884-b529-ee570af67478"
"3ef0fb46-403d-4f64-8942-097c3de869fc","section","Details",,,,
"44225b59-0ef4-47d6-b6b9-f215f4a7677b","checkpoint","Nogging For All Fixtures",,,,
"55f01bee-4410-4ff1-b9f9-b8fc12417b4e","checkpoint","Check Plan To Confirm Heights And Centres",,,,
"c0fb8807-83e2-4841-be73-bb7cbd957ba2","checkpoint","Check Water Hammer, Silicone Pipes",,,,
"c30087e7-e178-4105-83a3-04145b0df4de","checkpoint","Acoustic Lagging",,,,
"da63679f-058a-477f-92db-e4d5636abe51","checkpoint","Test All Pipework To 1500Kpa",,,,

"d2373986-6c8e-45c2-b551-332f38602942/1","checklist-flat","FWG First Fix Checklist","","FWG First Fix",69,"b71932ec-4412-4ee5-9430-72d1879a2dbc"
"337d7a4d-3b91-49f3-ba37-32df096bf080","checkpoint","Correct Position",,,,
"23c57d0c-b87c-4361-8c25-70221c1243af","checkpoint","Flange Level",,,,
"dfaccaa5-2563-4544-a3b8-60d810e3249a","checkpoint","Construction Cap On",,,,
"85dc5147-7caf-45cd-acef-8cac8ef45248","checkpoint","Tested",,,,

"485d96a8-66c7-4620-bf9f-360a8aa4a8ff/1","checklist-flat","FWG Second Fix Checklist","","FWG Second Fix",0,"bb12b91f-97fb-4ede-9266-24e1af7e14fa"
"79cb5d8d-10cb-40aa-831a-67f397e265f2","checkpoint","Has the fixture been fitted correctly",,,,
"6abc2235-8225-4553-b664-2d1ac88e539d","checkpoint","Has the fixture been tested (add photos)",,,,
"29297a00-57d9-4ad0-bd7e-7418d925aeb1","checkpoint","Is the silicone neat and tidy",,,,
"442263cb-610f-4acc-97bc-9bac99479a77","checkpoint","Is the fixture free from damage",,,,
"4378cafb-8bf8-40a2-8aac-43a884cb35bd","checkpoint","Have the lines been flushed",,,,
"4bc6aabb-0885-4cf3-a8d3-c3d4535cf673","checkpoint","Is the fixture free from leaks",,,,

"997ece2e-1445-4d37-8b6d-788c880799c3/1","checklist","Gas Checklist","","Gas Checklist",2,"6d9db0bb-52b4-4b9d-8d25-eb34abc64a6d"
"43b69ee2-12c0-406f-bc34-f4f4f57f59bf","section","Details",,,,
"69b53aa8-55e1-42cd-881a-995a7e6c00a9","checkpoint","Pipe Tested To 7Kpa",,,,
"40672335-0584-4b3a-a7bb-60062d46f314","checkpoint","Pipe Clearly Labelled Gas",,,,

"c0b8b1a9-ac05-45d2-8f4f-b0ae1cc9eaa8/1","checklist-flat","Hand Basin","","Hand Basin",76,"03ff8e5e-3fc8-4a12-8536-be99948932c7"
"aa8244f6-a538-4f8f-a9e2-200832f50758","checkpoint","Nogs for all Fixing",,,,
"1ff2383b-7d2f-4d58-8792-78dd7d79ea22","checkpoint","Check plan to confirm Heights",,,,
"d84f88b2-ca99-491b-8db9-45f38716b832","checkpoint","Check Water Hammering, Silicone Pipes",,,,

"076aca9a-8318-47ef-9efe-3d2ae918e6ce/1","checklist","Hose Taps Checklist","","Hose Taps Checklist",9,"ef147e37-a007-4816-89ac-3ab9b084bb6c"
"1c104346-7dae-4e4a-99fd-8808cc7da0a8","section","Details",,,,
"f4704dfb-d7d2-4c15-a247-aba5c50c6226","checkpoint","Position Correct",,,,
