"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cfcb55f4-f2dc-4c08-abcb-092cc6d786a3","","folder-normal","fail","","step","TRUE","FALSE","Concrete"
"5d819535-46a6-4a0b-bf52-35f98991a764","","folder-normal","work-in-progress","","step","TRUE","FALSE","Concrete","East"
"414eef07-ae58-4370-87a1-aa0aa0e5eb27","","checklist-flat","pass","QA - Site Concrete Checklist (V2)","checklist-flat","FALSE","FALSE","Concrete","East","1. Site Concrete area: 05.05.2023"
"48bcfedf-6104-542b-aa20-1d1df6b8a800","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Green Star details entered"
"af64391f-32e1-56be-a746-927999766222","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Excavation depth and location checked and correct"
"1c35eb53-bd30-5d5c-8929-15f80e38915e","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Ground conditions acceptable"
"db50aaf0-be08-5647-8efe-aa9db9341bf1","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Concrete specifications checked, correct and delivery docket photographed"
"7e852470-4b9d-58b1-aa95-0de81b44daa7","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Concrete placed to the correct height"
"f83327ae-eb6b-5813-a585-7aaa39ef12ee","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Site concrete pour completed and finish acceptable"
"a54436c6-5bee-5a9c-a8bb-2e9593d10bed","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Site Concrete area: 05.05.2023","Report sent through to client"
"b7d83f1f-eb4e-4e2f-bcc2-86f20ed9fe1c","","checklist-flat","pass","QA - Site Concrete Checklist (V2)","checklist-flat","FALSE","FALSE","Concrete","East","2. Site Concrete area: 12.05.2023"
"b49b4393-92a3-5b4b-87ef-177e345ea1f4","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Green Star details entered"
"f55139b6-b39b-587b-aef8-b3ccdb262db0","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Excavation depth and location checked and correct"
"6d237ee2-504a-5f16-baa4-e1c51bfaf57b","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Ground conditions acceptable"
"1e8e52ba-a9d8-5fa2-8236-43132430a1a4","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Concrete specifications checked, correct and delivery docket photographed"
"828bf0dc-b933-5f75-a5ae-2b288dd426e8","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Concrete placed to the correct height"
"886a119c-8d61-5bff-86b5-6e39ee137a48","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Site concrete pour completed and finish acceptable"
"8874317f-83f8-53fa-a56f-52094dd00bcd","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","2. Site Concrete area: 12.05.2023","Report sent through to client"
"7b871ea5-a260-4aad-86f6-ab5dc2468d78","","checklist-flat","pass","QA - Site Concrete Checklist (V2)","checklist-flat","FALSE","FALSE","Concrete","East","3. Site Concrete area: 18.05.2023"
"db6bd3f8-a2ad-570d-a881-2c34b197f70f","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Green Star details entered"
"d6abbf63-9c54-5b8f-b61a-6d1f106ed1a7","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Excavation depth and location checked and correct"
"573e8efd-a975-56bf-85bd-82b399642eee","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Ground conditions acceptable"
"4219ed4f-5c5c-5307-b789-42a29012a817","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Concrete specifications checked, correct and delivery docket photographed"
"8d5a79e0-fadc-5ecc-b381-279ec7122937","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Concrete placed to the correct height"
"fdb66c55-763d-5b5a-96ea-bf8d2ad27dfa","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Site concrete pour completed and finish acceptable"
"918229f1-fe79-5d14-bdef-2896955cf749","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","3. Site Concrete area: 18.05.2023","Report sent through to client"
"8f0d1fd7-9df5-4c2a-809b-81e8e981286c","","checklist-sectioned","work-in-progress","76d7aa49d998ae8340bfa32976ee5b1c821094bc4f912cdbd1a8868b86c96d55","checklist","FALSE","FALSE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)"
"7bfba8db-195a-535d-a4d9-c4de247d60ff","","checkpoint-group","pass","","","FALSE","FALSE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Pour Details"
"a9fe59ad-61f7-5617-9f95-16f66e03864e","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Pour Details","Pour details entered"
"18994c4a-e0fd-5746-9ff3-d411a525157a","","checkpoint-group","pass","","","FALSE","FALSE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items"
"1e7e38fd-becb-5dab-9e71-2421bdd92180","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Grids and RLs clearly marked for reference"
"2a55a160-3ea3-599c-9f07-4d6465299153","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Formwork - location, heights, falls and dimensions checked and accurate"
"96391164-13f4-5170-bbe8-579f3b283007","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Formwork sufficiently fixed and braced"
"8fe5ddb2-1f11-5f90-bbc3-a7dea0ac4fcf","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Any rebates / nibs / cast in items are correctly positioned, sized and appropriately fixed in place."
"2cabeba8-4065-51f2-a28d-4544eb46ccf8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Service penetrations formed correctly and locations checked/correct"
"8f8aba78-cd7f-5544-b0b5-1bf635699c7d","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","All surfaces correctly prepared (e.g. joints to existing concrete, release agent to formwork, etc.)"
"6d27e447-416e-52f6-b063-f33677dd74e8","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Any control joints / stop ends installed accurately and correctly braced"
"49508fcd-c5a0-5c76-9cf4-e92dc16ab3c6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","DPM & Connection to other waterproofing completed"
"db2eab6e-87b1-5a98-b51b-e02f01f0bed2","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Any additional formwork photos and observations"
"cd6b7265-0dc1-59b4-9b9e-138247254669","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","All formwork elements completed and ready for concrete pour (excess debris removed)"
"ee331c6d-3dd5-5819-94d3-6c72859047b2","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Concrete ordered - correct mix and strength"
"148e6b3e-867c-51d8-a35d-cd724ca79577","","checkpoint-status","not-applicable","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Formwork and embedded items","Slump test/Spread test (only applicable for special mix)"
"ba31a5d9-59fb-5c62-b7fb-af6d4857af5f","","checkpoint-group","pass","","","FALSE","FALSE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method"
"5b1f5022-baf2-5980-94be-d30677237b3f","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method","Placement methodology confirmed and necessary plant and equipment on site"
"2ef90c71-2852-5131-9b6e-d8a7f13d1aec","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method","Height and falls checked / confirmed before placement"
"0d057ab5-9a3b-5a78-9253-859fa1791af4","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method","Cover correct to specification"
"df6b9504-2eb1-5849-a122-76b4c5e9f8ce","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method","All concrete checked and correct on arrival (mix and strength)"
"c796ca32-d7b1-5d69-bd44-ab8dabe2e802","","checkpoint-status","pass","","","TRUE","TRUE","Concrete","East","1. Concrete Pour for Area:14.06.2023 - East Foundation (D3, D5, D7, D28)","Placement Method","General photos and observations of concrete placement attached"
