Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
ITP 007 Skirting Installation,,,,,,,
,Scope,,,skirting,,,
,Rows,,,,,,
,,Skirting,grouping,Skirting,,,
,,1E,,Site QA,Level 1,1E,Skirting
,,1F,,Site QA,Level 1,1F,Skirting
,,2E,,Site QA,Level 2,2E,Skirting
,,2F,,Site QA,Level 2,2F,Skirting
,,2G,,Site QA,Level 2,2G,Skirting
,,3A,,Site QA,Level 3,3A,Skirting
,,3B,,Site QA,Level 3,3B,Skirting
,,3C,,Site QA,Level 3,3C,Skirting
,,3E,,Site QA,Level 3,3E,Skirting
,,3F,,Site QA,Level 3,3F,Skirting
,,3G,,Site QA,Level 3,3G,Skirting
,,3H,,Site QA,Level 3,3H,Skirting
,,5A,,Site QA,Level 5,5A,Skirting
,,5B,,Site QA,Level 5,5B,Skirting
,,5C,,Site QA,Level 5,5C,Skirting
,,5E,,Site QA,Level 5,5E,Skirting
,,5F,,Site QA,Level 5,5F,Skirting
,,5G,,Site QA,Level 5,5G,Skirting
,,5H,,Site QA,Level 5,5H,Skirting
,,6A,,Site QA,Level 6,6A,Skirting
,,6B,,Site QA,Level 6,6B,Skirting
,,6C,,Site QA,Level 6,6C,Skirting
,,6E,,Site QA,Level 6,6E,Skirting
,,6F,,Site QA,Level 6,6F,Skirting
,,6G,,Site QA,Level 6,6G,Skirting
,,6H,,Site QA,Level 6,6H,Skirting
,,7A,,Site QA,Level 7,7A,Skirting
,,7B,,Site QA,Level 7,7B,Skirting
,,7C,,Site QA,Level 7,7C,Skirting
,,7E,,Site QA,Level 7,7E,Skirting
,,7F,,Site QA,Level 7,7F,Skirting
,,7G,,Site QA,Level 7,7G,Skirting
,,7H,,Site QA,Level 7,7H,Skirting
,,8A,,Site QA,Level 8,8A,Skirting
,,8B,,Site QA,Level 8,8B,Skirting
,,8C,,Site QA,Level 8,8C,Skirting
,,8E,,Site QA,Level 8,8E,Skirting
,,8F,,Site QA,Level 8,8F,Skirting
,,8G,,Site QA,Level 8,8G,Skirting
,,8H,,Site QA,Level 8,8H,Skirting
,,9A,,Site QA,Level 9,9A,Skirting
,,9B,,Site QA,Level 9,9B,Skirting
,,9C,,Site QA,Level 9,9C,Skirting
,,9E,,Site QA,Level 9,9E,Skirting
,,9F,,Site QA,Level 9,9F,Skirting
,,9G,,Site QA,Level 9,9G,Skirting
,,9H,,Site QA,Level 9,9H,Skirting
,,10A,,Site QA,Level 10,10A,Skirting
,,10B,,Site QA,Level 10,10B,Skirting
,,10C,,Site QA,Level 10,10C,Skirting
,,10E,,Site QA,Level 10,10E,Skirting
,,10F,,Site QA,Level 10,10F,Skirting
,,10G,,Site QA,Level 10,10G,Skirting
,,10H,,Site QA,Level 10,10H,Skirting
,,11A,,Site QA,Level 11,11A,Skirting
,,11B,,Site QA,Level 11,11B,Skirting
,,11C,,Site QA,Level 11,11C,Skirting
,,11E,,Site QA,Level 11,11E,Skirting
,,11F,,Site QA,Level 11,11F,Skirting
,,11G,,Site QA,Level 11,11G,Skirting
,,11H,,Site QA,Level 11,11H,Skirting
,,12A,,Site QA,Level 12,12A,Skirting
,,12B,,Site QA,Level 12,12B,Skirting
,,12C,,Site QA,Level 12,12C,Skirting
,,12E,,Site QA,Level 12,12E,Skirting
,,12F,,Site QA,Level 12,12F,Skirting
,,12G,,Site QA,Level 12,12G,Skirting
,,12H,,Site QA,Level 12,12H,Skirting
,,13A,,Site QA,Level 13,13A,Skirting
,,13B,,Site QA,Level 13,13B,Skirting
,,13C,,Site QA,Level 13,13C,Skirting
,,13E,,Site QA,Level 13,13E,Skirting
,,13F,,Site QA,Level 13,13F,Skirting
,,13G,,Site QA,Level 13,13G,Skirting
,,13H,,Site QA,Level 13,13H,Skirting
,,15A,,Site QA,Level 15,15A,Skirting
,,15B,,Site QA,Level 15,15B,Skirting
,,15C,,Site QA,Level 15,15C,Skirting
,,15E,,Site QA,Level 15,15E,Skirting
,,15F,,Site QA,Level 15,15F,Skirting
,,15G,,Site QA,Level 15,15G,Skirting
,,15H,,Site QA,Level 15,15H,Skirting
,,16A,,Site QA,Level 16,16A,Skirting
,,16B,,Site QA,Level 16,16B,Skirting
,,16C,,Site QA,Level 16,16C,Skirting
,,16E,,Site QA,Level 16,16E,Skirting
