type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-097-STR-BRUNT-Precast Kerbs Installation Rev.1,itp,,,,Yes,ITP-097-STR-BRUNT-Precast Kerbs Installation Rev.1,8adadd4f-aeef-43ee-b4b8-295aec4ff88f
section,1. Referenced Documentation,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,
label,Document Title: ITP-097-STR-BRUNT-Precast Kerbs Installation,,,,,,,
label,ITP Description: Precast Kerbs Installation,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,
label,Revision Number: 1,,,,,,,
label,Revision Date: 15/12/2023,,,,,,,
label,ITP created by: Yasna Naicker,,,,,,,
label,ITP approved for use by: Jon De Castro,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,
label,Reference - VR Section 610,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,
label,Reference - VR Section 620,,,,,,,
checkpoint,1.3 - Non Dependent,,,,,,,
label,Reference - IFC Drawings,,,,,,,
section,2. Preliminaries Materials,,,,,,,
checkpoint,2.1 - Grout,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - 40MPa min strength grout or approved equivalent to be used to fill lifting anchor recesses post installation.,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, for each product",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Elastomeric Bearing Strip,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - 10mm THK x 100mm wide continuous elastomeric bearing strip to bond to beam flange prior to installation of precast barriers.,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, for each product",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,"2.3 - Precast Barrier Brackets, M16 4.6/S bolts with nuts and washers, 5mm/10mm glav shim plates",,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - Bespoke brackets to suit flange width as per IFC drawings to be inslatted in contact with the underside of the beam flange.,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, for each product",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,"2.4 - Hold Down Bracket - M20 Nuts, Tapered Plates, 150 x 32mm thick plate Gr350",,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,"Acceptance Criteria - M20 nuts, tapered washers and plates to be installed as part of the assembly of the hold down brackates of precast barriers connection into the precast beams in accordance to IFC drawings.",,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, for each product",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3. Preliminaries - Documents,,,,,,,
checkpoint,3.1 - Precast Elements,,,,,,,
label,Reference - IFC Drawings Section 610,,,,,,,
label,"Acceptance Criteria - Precast supplier is required to provide the following Quality Assurance documentation for each element, typically this consists of:",,,,,,,
label,i. Certificate of Compliance / Birth Certificate,,,,,,,
label,ii. Compressive strength test results,,,,,,,
