Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
RAC - Internal Liquid Waterproofing,,,,,,,,
,Scope,,,RAC,,,,
,Rows,,,,,,,
,,Basement 1,dynamic,Basement 1,RAC,Site QA,,
,,Ground Floor,grouping,Ground Floor,,,,
,,ACR 101,expanded,ACR 106,Ground Floor,RAC,Site QA,
,,ACR 102,expanded,ACR 106,Ground Floor,RAC,Site QA,
,,ACR 103,expanded,ACR 106,Ground Floor,RAC,Site QA,
,,ACR 104,expanded,ACR 106,Ground Floor,RAC,Site QA,
,,ACR 105,expanded,ACR 106,Ground Floor,RAC,Site QA,
,,ACR 106 - Ensuite,expanded,Ensuite,Ground Floor,ACR 106,RAC,Site QA
,,ACR 106 - WC,expanded,WC,Ground Floor,ACR 106,RAC,Site QA
,,ACR 107,expanded,ACR 107,Ground Floor,RAC,Site QA,
,,ACR 108,expanded,ACR 108,Ground Floor,RAC,Site QA,
,,ACR 109,expanded,ACR 109,Ground Floor,RAC,Site QA,
,,ACR 110,expanded,ACR 110,Ground Floor,RAC,Site QA,
,,ACR 111,expanded,ACR 111,Ground Floor,RAC,Site QA,
,,ACR 112,expanded,ACR 112,Ground Floor,RAC,Site QA,
,,ACR 113,expanded,ACR 113,Ground Floor,RAC,Site QA,
,,ACR 114,expanded,ACR 114,Ground Floor,RAC,Site QA,
,,ACR 115,expanded,ACR 115,Ground Floor,RAC,Site QA,
,,ACR 116,expanded,ACR 116,Ground Floor,RAC,Site QA,
,,ACR 117,expanded,ACR 117,Ground Floor,RAC,Site QA,
,,ACR 118,expanded,ACR 118,Ground Floor,RAC,Site QA,
,,ACR 119,expanded,ACR 119,Ground Floor,RAC,Site QA,
,,ACR 120,expanded,ACR 120,Ground Floor,RAC,Site QA,
,,ACR 121,expanded,ACR 121,Ground Floor,RAC,Site QA,
,,ACR 122,expanded,ACR 122,Ground Floor,RAC,Site QA,
,,ACR 123,expanded,ACR 123,Ground Floor,RAC,Site QA,
,,ACR 124,expanded,ACR 124,Ground Floor,RAC,Site QA,
,,ACR 125,expanded,ACR 125,Ground Floor,RAC,Site QA,
,,ACR 126,expanded,ACR 126,Ground Floor,RAC,Site QA,
,,ACR 127,expanded,ACR 127,Ground Floor,RAC,Site QA,
,,ACR 128,expanded,ACR 128,Ground Floor,RAC,Site QA,
,,ACR 129,expanded,ACR 129,Ground Floor,RAC,Site QA,
,,ACR 130,expanded,ACR 130,Ground Floor,RAC,Site QA,
,,ACR 131,expanded,ACR 131,Ground Floor,RAC,Site QA,
,,ACR 132,expanded,ACR 132,Ground Floor,RAC,Site QA,
,,Hair Salon,expanded,Hair Salon,Ground Floor,RAC,Site QA,
,,Servery 01,expanded,Servery 01,Ground Floor,RAC,Site QA,
,,DU Cleaner 01,expanded,DU Cleaner 01,Ground Floor,RAC,Site QA,
,,CU 01,expanded,CU 01,Ground Floor,RAC,Site QA,
,,Staff WC 01,expanded,Staff WC 01,Ground Floor,RAC,Site QA,
,,WC02,expanded,WC02,Ground Floor,RAC,Site QA,
,,First Floor,grouping,First Floor,,,,
,,ACR 201,expanded,ACR 201,First Floor,RAC,Site QA,
,,ACR 202,expanded,ACR 202,First Floor,RAC,Site QA,
,,ACR 203,expanded,ACR 203,First Floor,RAC,Site QA,
,,ACR 204,expanded,ACR 204,First Floor,RAC,Site QA,
,,ACR 205,expanded,ACR 205,First Floor,RAC,Site QA,
,,ACR 206 - Ensuite,expanded,Ensuite,First Floor,ACR 206,RAC,Site QA
,,ACR 206 - WC,expanded,WC,First Floor,ACR 206,RAC,Site QA
,,ACR 207,expanded,ACR 207,First Floor,RAC,Site QA,
,,ACR 208,expanded,ACR 208,First Floor,RAC,Site QA,
,,ACR 209,expanded,ACR 209,First Floor,RAC,Site QA,
,,ACR 210,expanded,ACR 210,First Floor,RAC,Site QA,
,,ACR 211,expanded,ACR 211,First Floor,RAC,Site QA,
,,ACR 212,expanded,ACR 212,First Floor,RAC,Site QA,
,,ACR 213,expanded,ACR 213,First Floor,RAC,Site QA,
,,ACR 214,expanded,ACR 214,First Floor,RAC,Site QA,
,,ACR 215,expanded,ACR 215,First Floor,RAC,Site QA,
,,ACR 216,expanded,ACR 216,First Floor,RAC,Site QA,
,,ACR 217,expanded,ACR 217,First Floor,RAC,Site QA,
,,ACR 218,expanded,ACR 218,First Floor,RAC,Site QA,
,,ACR 219,expanded,ACR 219,First Floor,RAC,Site QA,
,,ACR 220,expanded,ACR 220,First Floor,RAC,Site QA,
