Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,9e74280c-5990-49ed-8bb4-f27a7fe0eb12,,checklist,Item Checklist,,,,,Yes,QA - Item Checklist (V7),aa8af3f8-e8c6-42ec-859b-7f037bf0ad3d
checkpoint-group,202973b6-f2f8-4105-9355-4afa1182425c,,section,Details,,,,,,,
checkpoint-status,cfd8ef26-7a6e-4e40-b844-7d456ea43fd0,,checkpoint,Photograph/Upload of latest drawing attached (Office PM),,,,,,,
text,f2148650-7081-5dff-b611-904e65e46a1d,,textbox,Drawing #,,,,,,,
text,ef3e7f8d-6976-5e5d-aa5d-e24e293f359c,,textbox,Revision #,,,,,,,
checkpoint-group,f824e69c-ed3d-4f30-9a06-ec4c9047b9f0,,section,Pre-pour QA,,,,,,,
checkpoint-status,95828005-ba92-4740-9a08-f597c7289753,,checkpoint,Formwork Fixed Correctly,,,,,,,
checkpoint-status,a0b511a2-41b3-4cd9-9db6-d28a6531b4ca,,checkpoint,Mould clean,,,,,,,
checkpoint-status,6f1c2d2e-8e62-405a-b865-2d3d6c7a824c,,checkpoint,Release oil applied correctly,,,,,,,
checkpoint-status,53da9659-8758-433c-9f2f-8ce38a49258e,,checkpoint,Primary dimensions checked,,,,,,,
text,8a39d08e-4483-585c-b134-ace0c680e854,,textbox,Length,,,,,,,
text,2c903d7a-189b-5e74-8794-7f3cdef98c78,,textbox,Width,,,,,,,
text,3d410610-acd0-5298-9ec4-e9a4a8643f02,,textbox,Thickness,,,,,,,
checkpoint-status,b4977135-be57-443b-b278-0d5d833be1c5,,checkpoint,Diagonal dimensions checked,,,,,,,
checkpoint-status,092f6761-3be3-489f-b12a-62f7c6e3df79,,checkpoint,Openings Checked and Correct,,,,,,,
boolean,b48feff3-fa22-5528-a80e-9e06f7c96c4b,,tickbox,size,,,,,,,
boolean,6574e8d9-da68-5a99-bc9d-09acbbf79f4c,,tickbox,location,,,,,,,
boolean,5791af71-a387-589f-a39f-4940b675ab08,,tickbox,orientation,,,,,,,
checkpoint-status,d7fe6cc4-1706-4f16-b0f1-346198f75c38,,checkpoint,Rebates Installed Correctly,,,,,,,
checkpoint-status,1a0f43d3-401c-4c79-b55b-e392611a096b,,checkpoint,Formwork chamfers installed correctly where required,,,,,,,
checkpoint-status,3c6f406e-8e98-4afe-adf1-71ed179e65f1,,checkpoint,"Reinforcing placed correctly, checked and approved",,,,,,,
boolean,7df807aa-53d5-5e89-880a-16bd7ad9a3dd,,tickbox,Correct Size and Type,,,,,,,
boolean,5ac41ae5-f3ce-5e5d-a979-5fe7b8aeae13,,tickbox,Laps and Splices correct,,,,,,,
boolean,125d53a3-c86f-59f2-8110-4c3f09d3a006,,tickbox,Cover Checked,,,,,,,
boolean,7a8afc61-b89e-58bc-bd59-69dbb99838c8,,tickbox,Spacing Checked,,,,,,,
checkpoint-status,5b39015a-0021-4e07-9c55-82bc5530be5d,,checkpoint,"Cast in items checked, correct (size and location",,,,,,,
button,fa64afff-6bf0-574c-8b99-502473dbbc3d,,button,Weld Plates,"Pass, N/A",,,,,,
button,6371432b-c3c1-567b-ac4e-0f0907908f14,,button,Drossbach,"Pass, N/A",,,,,,
button,f8cc2032-e2a5-5a10-bf48-53aa8b202b2b,,button,PS Voids,"Pass, N/A",,,,,,
button,e0ddd36d-3b08-5a0b-881b-caf4a3e37411,,button,TIM Inserts,"Pass, N/A",,,,,,
button,53cc7368-aba2-55ac-b025-e499549118c1,,button,RB Coupler(s),"Pass, N/A",,,,,,
text,c32cfd64-b677-501a-a3b5-ee39fe561f14,,textbox,Other cast in items checked (if any),,,,,,,
checkpoint-status,78274f8f-98ba-4ab5-9e80-681a2f9eac6c,,checkpoint,"Starter Bars inserted, checked and correct",,,,,,,
boolean,a7ca0944-36f7-5a37-a08b-46580c4923ca,,tickbox,Size,,,,,,,
boolean,db4ea0bb-ca51-5015-846e-96bd0cd4fdb5,,tickbox,Location,,,,,,,
boolean,395ba021-f5ea-5028-9a61-59a0bdb2e216,,tickbox,Spacing,,,,,,,
checkpoint-status,348557dc-244d-4f5c-9666-408864ea9490,,checkpoint,"Lifting Items inserted, checked and correct",,,,,,,
boolean,54aff6f1-9f4e-5820-a9fa-d588a9e665f7,,tickbox,Size,,,,,,,
boolean,5959f8b0-137b-5534-aedb-5b1fabca450c,,tickbox,Location,,,,,,,
checkpoint-status,3cd3a63c-c746-43e3-afc4-f4dda717908d,,checkpoint,Check Minimum Cover,,,,,,,
checkpoint-status,93100116-752e-449d-a9ba-c4fa0297db7a,,checkpoint,Pre-Pour checks completed and approval given to pour Item,,,,,,,
label,98b3a3dd-f216-5aa8-be9d-848de9de6c0e,,note,Sufficient prepour photos attached HERE before selecting PASS,,,,,,,
checkpoint-group,36d06762-1344-4478-8c19-38fee9d55909,,section,Pour QA,,,,,,,
checkpoint-status,7020a786-021e-43a3-bcf3-5d302afb80d9,,checkpoint,Concrete Strength correct as per design (Attach photo of concrete docket),,,,,,,
boolean,efc63368-716e-5311-aad8-0b1cc6b3db1b,,tickbox,All Concrete Dockets Attached,,,,,,,
checkpoint-status,1af5306d-fdd9-480b-9d51-7437976d5220,,checkpoint,Placement method correct (Attach any relevant photos),,,,,,,
text,c3e7636b-955c-5226-afe4-07ce2177199f,,textbox,Date item was cast,,,,,,,
checkpoint-group,c59c0632-c2c5-4ef9-aab4-f3682396487e,,section,Post pour/Pre delivery QA,,,,,,,
checkpoint-status,915885a9-737f-46a8-b2aa-6514825a7665,,checkpoint,Lifters Location Checked and approved,,,,,,,
