Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
,checklist,ITP-122-STR-CPD-Precast Barriers and Kerbs Installation Rev 1,itp,ITP-122-STR-CPD-Precast Barriers and Kerbs Installation,,dcbcfbeb-c210-4449-9a89-a119dcf5f8e1,
,section,1. Referenced Documentation,,,,,
,checkpoint-no-value,1. Referenced Documentation,,,,,
f6383529-49d8-56eb-ba06-5a01383d031b,note,Document Title: ITP-122-STR-CPD -Precast Barriers and Kerbs Installation,,,,,
5c9abf57-444c-504f-aeae-cdd52928671e,note,ITP Description: CPD -Precast Barriers and Kerbs Installation,,,,,
a7c6cc13-9e0f-50cc-9188-0fa997489897,note,ITP Number: 122,,,,,
e5135bd5-42ec-52a5-ae31-6770f70488f6,note,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,
54136beb-d494-5e74-8917-1440cb91e7ee,note,Discipline (e.g. CIV/STR/RAIL): STR,,,,,
7bb2518c-f0f3-5695-bb7e-4be3bd26541d,note,Revision Number: 1,,,,,
d546f5a8-0ea2-507b-9f1b-4b18b69fe2ae,note,Revision Date: 19/01/2024,,,,,
7694ff07-8845-5046-8ca1-a22ff65407f0,note,ITP created by: Andrew Carlini,,,,,
97b9c826-d04a-5955-9101-113af18911cc,note,ITP approved for use by: Pradeep Talasila,,,,,
,checkpoint,1.1 - Non Dependent,,,,,
039fe781-83dd-5276-ba09-09a136e06c59,note,Reference - VicRoads Section 610 Feb 2020,,,,,
,checkpoint,1.2 - Non Dependent,,,,,
044524f2-02b0-5c30-843e-64d2a39ad16b,note,Reference - VicRoads Section 620 May 2009,,,,,
,checkpoint,1.3 - Non Dependent,,,,,
c83d3581-d20f-5258-8021-9a95aa8a8f2c,note,Reference - VicRoads Section 630 October 2013,,,,,
,checkpoint,1.4 - Non Dependent,,,,,
ba43cb52-c44e-51f1-9704-8f590cb759f4,note,Reference - VicRoads Section 670 October 2013,,,,,
,checkpoint,1.5 - Non Dependent,,,,,
6399ae26-b717-542f-8a6d-ef9843b35fa0,note,Reference - VicRoads Section 671 October 2013,,,,,
,section,2. Preliminaries Materials,,,,,
,checkpoint,2.1 - Grout,,,,,
c8d381c3-5677-5694-83c1-b21c57b0eabd,note,Reference - MRPA Quality Management Plan,,,,,
