resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,STAGE #25,,,,,,,,
Pre-Install Checklist,checklist,,,,Pre Install Checklist,,,,,,,
Box Fins - Install Checklist,checklist,,,,Installation ,,,,,,,
Glazing Checklist,checklist,,,,Glazing,,,,,,,
Performance Tests,checklist,,,,Performance Tests,,,,,,,
Handover Checklist,checklist,,,,Handover Checklist,,,,,,,
,step,,,STAGE #26,,,,,,,,
Pre-Install Checklist,checklist,,,,Pre Install Checklist,,,,,,,
Box Fins - Install Checklist,checklist,,,,Installation ,,,,,,,
Glazing Checklist,checklist,,,,Glazing,,,,,,,
Performance Tests,checklist,,,,Performance Tests,,,,,,,
Handover Checklist,checklist,,,,Handover Checklist,,,,,,,
,step,,,STAGE #27,,,,,,,,
Pre-Install Checklist,checklist,,,,Pre Install Checklist,,,,,,,
Box Fins - Install Checklist,checklist,,,,Installation ,,,,,,,
Glazing Checklist,checklist,,,,Glazing,,,,,,,
Performance Tests,checklist,,,,Performance Tests,,,,,,,
Handover Checklist,checklist,,,,Handover Checklist,,,,,,,
