type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ULTIMATE & PROOF LOAD TESTING (BASE),,,,,,ULTIMATE & PROOF LOAD TESTING (BASE),ab5d59ea-c02a-4ae4-af08-c6f386316472
section,Vertical Load Test,,,,,,,
checkpoint,Vertical Load Test:,,,,,,,
dropdown,Sample Type,"DN1050 x 600 BASE UNIT,DN1050 x 900 BASE UNIT, DN1200 x 600 BASE UNIT,DN1200 x 900 BASE UNIT,DN1200 x 1200 BASE UNIT,DN1200 x 1500 BASE UNIT,DN1500 x 600 BASE UNIT,DN1500 x 900 BASE UNIT,DN1500 x 1200 BASE UNIT,DN1500 x 1500 BASE UNIT",,,,,,
dropdown,HCP Concrete Mix Design Code,"980,880,680,VT Pipe (Dry Mix)",,,,,,
date,Date of Pour,,,,,,,
date,Date of Test,,,,,,,
textbox,Time of Test,,,,,,,
checkpoint,All testing Apparatus Arranged As Per AS 4198 Appendix-C,,,,,,,
radio,Any Crack Presence Before Proof Load or Any Major Defects ,"Yes, No",,,,,,
label,"If Yes, Provide numbers and widths of crack or any other details ",,,,,,,
checkpoint-no-status,Evidence Before Test,,,,,,,
checkpoint,Proof Load Test,,,,,,,
dropdown,Required Apply Load (KN) as per AS4198 Table 3.2.2,"DN≤1200 P=112, DN>1200 P= 112& 2x81",,,,,,
number ,Applied Load (KN),,,,,,,
radio,Any Crack Observed when component loaded,"Yes, No",,,,,,
number ,"Crack width (mm), if yes",,,,,,,
radio,Any Crack Observed after load removed,"Yes, No",,,,,,
number ,"Crack width (mm), if yes",,,,,,,
checkpoint,Ultimate Load Test,,,,,,,
dropdown,Required Apply Load (KN) as per AS4198 Table 3.2.2,"DN≤1200 U=210, DN>1200 P= 210& 2x146",,,,,,
number ,Applied Load (KN) ,,,,,,,
radio,Applied load sustained 60 Sec. without loss of load,"Yes, No",,,,,,
number ,"If No, Load (KN) at which failure occurred",,,,,,,
checkpoint-no-status,Evidence After Test,,,,,,,
radio,Any Crack Observed after load removed,"Yes, No",,,,,,
number ,"Crack width (mm), if yes",,,,,,,
radio,"Does this test method comply with AS4198, Appendix C","Yes, No",,,,,,
label,"If No, Reason and Short Description",,,,,,,
textbox,Tested By:,,,,,,,
,,,,,,,,
checklist,ULTIMATE & PROOF LOAD TESTING (SHAFT),,,,,,ULTIMATE & PROOF LOAD TESTING (SHAFT),bf842c5f-eeff-4762-a241-2dddd32a4ea5
section,Vertical Load Test,,,,,,,
checkpoint,Vertical Load Test:,,,,,,,
dropdown,Sample Type,"DN1050 x 300 SHAFT UNIT,DN1050 x 600 SHAFT UNIT, DN1050 x 900 SHAFT UNIT,DN1050 x 1200 SHAFT UNIT,DN1050 x 1500 SHAFT UNIT,DN1200 x 300 SHAFT UNIT,DN1200 x 600 SHAFT UNIT,DN1200 x 900 SHAFT UNIT,DN1200 x 1200 SHAFT UNIT,DN1200 x 1500 SHAFT UNIT, DN1500 x 300 SHAFT UNIT,DN1500 x 600 SHAFT UNIT,DN1500 x 900 SHAFT UNIT,DN1500 x 1200 SHAFT UNIT,DN1500 x 1500 SHAFT UNIT",,,,,,
dropdown,HCP Concrete Mix Design Code,"980,880,680,VT Pipe (Dry Mix)",,,,,,
date,Date of Pour,,,,,,,
date,Date of Test,,,,,,,
textbox,Time of Test,,,,,,,
checkpoint,All testing Apparatus Arranged As Per AS 4198 Appendix-C,,,,,,,
radio,Any Crack Presence Before Proof Load or Any Major Defects ,"Yes, No",,,,,,
label,"If Yes, Provide numbers and widths of crack or any other details ",,,,,,,
checkpoint-no-status,Evidence Before Test,,,,,,,
checkpoint,Proof Load Test,,,,,,,
dropdown,Required Apply Load (KN) as per AS4198 Table 3.2.2,"DN≤1200 P=112, DN>1200 P= 112& 2x81",,,,,,
number ,Applied Load (KN),,,,,,,
radio,Any Crack Observed when component loaded,"Yes, No",,,,,,
