type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,QA 29 Periodic Flushing / Copper Protection Test Sheet,,,,,Yes,QA 29 Periodic Flushing / Copper Protection Test Sheet,0f49bff0-e928-44f8-9110-caa6ba8ab549
checkpoint-no-status,ITP QA 29 Periodic Flushing / Copper Protection Test Sheet,,,,,,,
label,Copper systems are failing in the construction industry due to stagnate water being left in both hot and cold copper pipelines. Copper needs to form a protective layer of copper oxide on the internal surface which is formed by the contact with fresh aerated and oxygenated water. Periodic flushing of the systems is the only way to ensure this occurs.,,,,,,,
label,The purpose of this ITP is to help you create the strategy to get this water out and replaced with fresh water every four weeks.,,,,,,,
checkpoint-status,Flushing Details:,,,,,,,
text,Level / building being flushed:,,,,,,,
radio,Time and Type of flushing:,"Ring main –Single point for flushing; the entire loop can be achieved in a maximum 10-minute flush., Non ring mains – Any copper sub-branch from the main feed requires individual flush time of 5 minutes (an example of this would be a corridor feed)., Short branches of copper that feed rehau do not need individual flushing., Multi storey projects will require flushing on each level. Starting from the top and working your way down",,,,,,
text,Which fixtures are being used to flush the system (Point of connection and point of discharge):,,,,,,,
text,Start time of flushing:,,,,,,,
text,Zone/branch to be flushed:,,,,,,,
text,Finish time of flushing:,,,,,,,
text,Zone/branch to be flushed:,,,,,,,
checkpoint-status,"Has the schematic / layout of the flushed zone been highlighted, attached and flush points nominated.",,,,,,,
checkpoint-status,"Is the flushed water clear with no visible debris or dirt. If NO, discuss with project foreman and or head office on why this might be the case.",,,,,,,
checkpoint-status,Have you set a reminder for the next flushing of this pipework?,,,,,,,
checkpoint-status,Have the hot and cold been interconnected for flushing purposes?,,,,,,,
checkpoint-status,Date for next flushing (Flushing to be performed every 4 weeks):,,,,,,,
text,Date for next flushing:,,,,,,,
text,Test completed by:,,,,,,,
text,Builder Representative:,,,,,,,
,,,,,,,,
checklist-flat,QA 24 - Hose Reel Register,,,,,Yes,QA 24 - Hose Reel Register,0fec0178-7efd-4c5b-b20c-59542c1aa10e
checkpoint-status,Hose Reel Register,,,,,,,
text,Ref No:,,,,,,,
text,Building:,,,,,,,
text,Zone:,,,,,,,
text,Level:,,,,,,,
text,Adjacent to:,,,,,,,
text,Length:,,,,,,,
text,Date Tested:,,,,,,,
