type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,ITP-CIV-CAMMS-Unbound Flexible Pavement Construction Rev 0,itp,,,,,ITP-CIV-CAMMS-Unbound Flexible Pavement Construction Rev 0,,,,
section,Referenced Documentation,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,
note,Document Title: ITP-CIV-CAMMS-Unbound Flexible Pavement,,,,,,,,,,
note,ITP Description: Unbound Flexible Pavement,,,,,,,,,,
note,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,
note,Discipline (e.g. CIV/STR/RAIL): CIV-CAMMS-,,,,,,,,,,
note,Revision Number: 0,,,,,,,,,,
note,Revision Date: 06/09/2022,,,,,,,,,,
note,ITP created by: Victor Mira,,,,,,,,,,
note,ITP approved for use by: Aldrin Guinchoma,,,,,,,,,,
note,1.1 - Non Dependent,,,,,,,,,,
note,Reference Documents: IFC Drawings,,,,,,,,,,
note,1.2 - VicRoads Section 173 (10/9/2008),,,,,,,,,,
note,1.3 - VicRoads Section 304 (13/8/13),,,,,,,,,,
note,1.4 - VicRoads Section 801 (19/07/18),,,,,,,,,,
note,1.5 - VicRoads Section 812 (13/07/16),,,,,,,,,,
section,Preliminaries-Materials,,,,,,,,,,
checkpoint,2.1 Crushed Rock Mix Design,,,,,,,,,,
note,REFERENCE: ,,,,,,,,,,
note,Section 304.03,,,,,,,,,,
note,Section 304.05,,,,,,,,,,
note,Section 812.04,,,,,,,,,,
note,Table 812.121,,,,,,,,,,
note,IFC Drawings,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,All crushed rock proposed for use shall be current registered mixes in accordance with VicRoads Code of Practice RC500.02 and conform to specified requirements applicable to that class of product.,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Material conformance as per Table 812.121,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: NA,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: TeamBinder Material Approval Number,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,
section,Preliminaries-Documentation,,,,,,,,,,
checkpoint,3.1 Subgrade Preparation,,,,,,,,,,
note,REFERENCE: 304.04,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,"Prior to placing subbase material, the subgrade shall meet the requirements of Section 204.",,,,,,,,,,
note,Reference: Subgrade Preparation/Type fill Lot Number:,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each Lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP*,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: PE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Underlying layer Lot number,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,3.2 Select Scale,,,,,,,,,,
note,REFERENCE:,,,,,,,,,,
note,Project Requirement Specifications,,,,,,,,,,
note,IFC Drawings,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,Specify site specific scale:,,,,,,,,,,
textbox,"Enter: Site Specific Scale (A, B or C)",,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: ,,,,,,,,,,
note,Prior to Commencement,,,,,,,,,,
note,Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP*,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: PE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
section,Pre-construction / Pre-installation Activities,,,,,,,,,,
checkpoint,4.1 Survey Set-out and Lot size,,,,,,,,,,
note,REFERENCE:,,,,,,,,,,
note,IFC Drawings,,,,,,,,,,
note,Section 304.06,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,Lot size shall be the lesser of 4000sqm or a days production.,,,,,,,,,,
note,Set out pegs are in place and clearly mark out limits of works as per IFC Drawings and VR 304.06.,,,,,,,,,,
note,ATTACH: LOT MARKED UP LOCATION ON THE IFC DRAWING (LOT MAP),,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: ,,,,,,,,,,
note,Survey,,,,,,,,,,
note,Document Review,,,,,,,,,,
note,Measure,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: Surveyor/SE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,
checkpoint,5.1 Crushed Rock Delivery Dockets,,,,,,,,,,
note,REFERENCE: 304.04,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,A delivery docket for each load shall be issued to the Superintendent at the point of delivery. Check Delivery docket for compliance to the referenced Material Approval (Line Item 2.1),,,,,,,,,,
note,ATTACH: Delivery Docket(s),,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each Lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: ,,,,,,,,,,
note,Attached Docket,,,,,,,,,,
note,Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,5.2 Placement of Material,,,,,,,,,,
note,REFERENCE:,,,,,,,,,,
note,Section 304.03,,,,,,,,,,
note,Section 304.06,,,,,,,,,,
note,Section 304.08,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,Place and compact layer. Surface finish is smooth and uniform. Free from segregated areas.,,,,,,,,,,
note,Base layer shall not exceed 150mm. Subbase layer shall not exceed 200mm. Minimum layer thickness shall be 4 times the nominal size of the material.,,,,,,,,,,
note,"Water added to the pavement material shall be clean and substantially free from detrimental impurities such as oils, salts, acids, alkalis and vegetable substances.",,,,,,,,,,
note,At no location shall water pond on the surface of any pavement layer.,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual and Measure,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,5.3 Construction - Jointing,,,,,,,,,,
note,REFERENCE: Section 304.07,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,The layout of joints shall conform to the following requirements:,,,,,,,,,,
note,(a)material shall be spread in such a manner as to minimize the number of joints;,,,,,,,,,,
note,"(b)for all pavement layers, transverse joints in adjoining paver runs shall be offset by not less than 2 m;",,,,,,,,,,
note,(c)transverse joints shall be offset from one layer to the next by not less than 2 m;,,,,,,,,,,
note,(d)longitudinal joints shall be offset from one layer to the next by not less than 150 mm;,,,,,,,,,,
note,(e)longitudinal joints shall be located within 300 mm of the planned position of traffic lanes lines or within 300 mm of the centre of a traffic lane.,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual and Measure,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,5.4 Compaction test (Frequency),,,,,,,,,,
note,REFERENCE: 304 .11 (b) ,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,The Contractor shall initially test every lot for acceptance of compaction in accordance with the requirements of the Specification.,,,,,,,,,,
note,The Contractor may reduce the frequency of compaction testing to the minimum test frequency (One per 2 Lots).,,,,,,,,,,
note,Scales A and B: 6 samples,,,,,,,,,,
note,Scale C: 3 Samples,,,,,,,,,,
note,Pass: Tested,,,,,,,,,,
note,NA: Not Tested,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each Lot Where applicable,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,5.5 Post Compaction Materials Testing (Frequency),,,,,,,,,,
note,REFERENCE: 304.11 (c),,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,"○ SCALE A: The first lot of each pavement layer shall be tested for post-compaction grading and PI. If the lot satisfies the requirements specified in 6.1 as applicable, the Contractor may test at the minimum frequency:",,,,,,,,,,
note,Compaction:,,,,,,,,,,
note,Lower Subbase: none,,,,,,,,,,
note,Upper Subbase: 1 in 4,,,,,,,,,,
note,Base: 1 in 2,,,,,,,,,,
note,PI:,,,,,,,,,,
note,Upper Subbase and Lower Base: 1 (two samples) in 8,,,,,,,,,,
note,Upper Base: 1 (two samples) in 4,,,,,,,,,,
note,○ SCALE B: the first lot of each pavement course shall be tested for post-compaction grading and PI.,,,,,,,,,,
note,○ SCALE C: Post compaction grading and PI testing is not required (CHOOSE NA),,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each Lot Where applicxable,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
checkpoint,5.6 Proof Roll,,,,,,,,,,
note,REFERENCE: Section 304.08,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: All pavement layers shall be compacted to withstand rolling and shall be test rolled in accordance with Section 173 prior to acceptance of the layer.,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,5.7 Protection of compacted layer,,,,,,,,,,
note,REFERENCE: Section 304.09,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: The surface of each compacted layer shall be kept moist, in good condition and free from contamination until the subsequence pavement work is to commence.",,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Visual,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,
