"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","CS-4069 - Stringline Dipsheet","",,,0,"Yes","CS-4069 - Stringline Dipsheet","01c9fcfa-98e6-4a0f-8b25-7e2e57efd633"
"checkpoint-group",,"","section","DETAILS"
"checkpoint-no-status",,"","checkpoint","DETAILS"
"text","f612aac1-b9f8-5dab-b57a-841075e54423","","textbox","Project No.",,,
"text","12708b1d-796e-5786-87b4-269a8f5bdb8e","","textbox","Stage:",,,
"text","5bab6855-729f-54c1-a301-33bccac76696","","textbox","Material:",,,
"label","7332041a-18fd-5a8c-bdca-062e963742f7","","note","○ Subgrade TNZ F/1 Tolerance: -30mm / 0mm",,,
"label","bb565625-96b4-55c3-bc22-d2019ed5167a","","note","○ SIL TNZ F/1 Tolerance: -30mm / 0mm",,,
"label","76579c02-58de-5b32-9c08-29e20e53590d","","note","○ Subbase TNZ B/2 Tolerance: -25mm / +5mm",,,
"label","a8172c21-ee4d-5042-8b4c-ed08d0d7bacb","","note","○ Basecourse TNZ B/2 Tolerance: -5mm/+15mm without concrete channel",,,
"label","6d3cb3fa-6158-51e6-bb2f-e192944ac555","","note","○ Basecourse TNZ B/2 Tolerance: -5mm/+5mm with concrete channel in locations close to or at the lip of the channel",,,
"text","1e44d752-469e-54e3-8d6c-d4dbc2d2423b","","textbox","String Lift:",,,"mm"
"checkpoint-group",,"","section","Chainage"
"checkpoint-no-status",,"","checkpoint","Chainage (1)"
"text","69591ff6-7968-5600-855f-a53d2492f475","","textbox","(m)",,,
"text","bc585fc5-e2b0-56b9-a54c-5af40862db6e","","textbox","Width - Left Shoulder:",,,
"text","b4ae4c06-1951-5c1a-9ecb-ed519293739c","","textbox","Depth Below String line - Left edge:",,,
"text","1f1f89ad-573b-5dfb-bc67-7927f5ad7d8e","","textbox","Depth Below String line - Left mid-lane:",,,
"text","1a6e6d09-4f4f-59a1-8576-f6c33d656325","","textbox","Depth Below String line - Centreline:",,,
"text","e1e108a5-82f9-5adf-9a11-ec8e75189129","","textbox","Depth Below String line - Right mid-lane:",,,
"text","05e715f4-1a97-5482-9ed6-58f3c064d6b1","","textbox","Depth Below String line - Right edge:",,,
"text","43f69d98-10f2-5c7c-84a1-42d0abedfec3","","textbox","Width - Right shoulder:",,,
"checkpoint-no-status",,"","checkpoint","Chainage (2)"
