type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Commissioning Documentation,,,,,,Commissioning Documentation
checkpoint,Attach relevant commissioning documentation,,,,,,
,,,,,,,
checklist-flat,Cable Schedule,,,,,,Cable Schedule
checkpoint,Attach cable schedule,,,,,,
,,,,,,,
checklist-flat,EL-0004-P-R[A] Cable Containment,,,,,,EL-0004-P-R[A] Cable Containment
checkpoint,Correct Location to Drawing,,,,,,
checkpoint,Correct Size & Type,,,,,,
checkpoint,Correct Alignment,,,,,,
checkpoint,Clear to other Services,,,,,,
,,,,,,,
checklist-flat,EL-0005-P-R[A] Conduit & Catenray,,,,,,EL-0005-P-R[A] Conduit & Catenray
checkpoint,Correct Location to Drawing,,,,,,
checkpoint,Correct Size & Type,,,,,,
checkpoint,Correct Alignment,,,,,,
checkpoint,Clear to other Services,,,,,,
,,,,,,,
checklist-flat,EL-0008-1-C-R[A] Low Voltage Cables,,,,,,EL-0008-1-C-R[A] Low Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Phase rotation,,,,,,
,,,,,,,
checklist-flat,EL-0008-1-P-R[A] Low Voltage Cables,,,,,,EL-0008-1-P-R[A] Low Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Insulation damage,,,,,,
,,,,,,,
checklist-flat,EL-0008-2-C-R[A] Low Voltage Cables,,,,,,EL-0008-2-C-R[A] Low Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Voltage,,,,,,
,,,,,,,
checklist-flat,EL-0008-2-P-R[A] Low Voltage Cables,,,,,,EL-0008-2-P-R[A] Low Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Insulation damage,,,,,,
,,,,,,,
checklist-flat,EL-0008-PR-IC[A] Low Voltage Cables,,,,,,EL-0008-PR-IC[A] Low Voltage Cables
checkpoint,"No insulation damage, No physical damage to cable insulation or sheathing",,,,,,
checkpoint,"Correct type of termination, Correct size lug to suit conductor size and label fixed to cable sheath",,,,,,
checkpoint,"Correct colour code, As per Low Voltage Cable Schedule",,,,,,
checkpoint,"Correct cable size, As per Low Voltage Cable Schedule",,,,,,
checkpoint,"Correct cable routing and diverse path where required, As per layout drawings",,,,,,
checkpoint,Sign Off,,,,,,
,,,,,,,
checklist-flat,EL-0009-P-R[A] Earthing System,,,,,,EL-0009-P-R[A] Earthing System
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Insulation damage,,,,,,
,,,,,,,
checklist-flat,EL-0020-P-R[A] High Voltage Cables,,,,,,EL-0020-P-R[A] High Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Insulation damage,,,,,,
checkpoint,Correct Type of Termination,,,,,,
,,,,,,,
checklist-flat,EL-0009-PR-IC[A] Earthing Cables Checklist,,,,,,EL-0009-PR-IC[A] Earthing Cables Checklist
checkpoint,"No insulation damage, No physical damage to cable insulation or sheathing",,,,,,
checkpoint,"Correct type of termination, Correct size lug to suit conductor size and label fixed to cable sheath",,,,,,
checkpoint,"Correct colour code, As per LV Cable Schedule",,,,,,
checkpoint,"Correct cable size, As per LV Cable Schedule",,,,,,
checkpoint,Sign Off,,,,,,
,,,,,,,
checklist-flat,EL-0011-C-R[A] Lighting Circuits,,,,,,EL-0011-C-R[A] Lighting Circuits
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
checkpoint,Polarity Check,,,,,,
text,No Transposition,,,,,,
checkpoint,Switch in Active,,,,,,
checkpoint,RCD Tripping test,,,,,,
text,Trip current,,,,,,
text,Tripping time,,,,,,
,,,,,,,
checklist-flat,EL-0011-P-R[A] Lighting Circuits,,,,,,EL-0011-P-R[A] Lighting Circuits
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,Insulation damage,,,,,,
,,,,,,,
checklist-flat,EL-0012-1-C-R[A] Lighting Control,,,,,,EL-0012-1-C-R[A] Lighting Control
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
checkpoint,Correct Location,,,,,,
checkpoint,Manual Switch Control,,,,,,
checkpoint,Occupancy Sensor Control,,,,,,
,,,,,,,
checklist-flat,EL-0012-2-C-R[A] Emergency Lighting,,,,,,EL-0012-2-C-R[A] Emergency Lighting
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
checkpoint,Correct Location,,,,,,
checkpoint,Labelling,,,,,,
checkpoint,Discharge Autonomy Test,,,,,,
,,,,,,,
checklist-flat,EL-0014-C-R[A] Power Outlets,,,,,,EL-0014-C-R[A] Power Outlets
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
checkpoint,Polarity Check,,,,,,
text,No Transposition,,,,,,
checkpoint,Switch in Active,,,,,,
,,,,,,,
checklist-flat,EL-0014-P-R[A] Power Outlets,,,,,,EL-0014-P-R[A] Power Outlets
checkpoint,All prerequisite checks are completed,,,,,,
text,Circuit Number,,,,,,
checkpoint,Insulation Damage,,,,,,
checkpoint,Correct Type of Termination,,,,,,
,,,,,,,
checklist-flat,EL-0020-PR-IC[A] High Voltage Cables,,,,,,EL-0020-PR-IC[A] High Voltage Cables
checkpoint,"No insulation damage, No physical damage to cable insulation or sheathing",,,,,,
checkpoint,"Correct type of termination, Correct size lug to suit conductor size",,,,,,
checkpoint,"Correct cable size, As per High Voltage Cable Schedule",,,,,,
checkpoint,"Correct labelling, As per Specification",,,,,,
,,,,,,,
checklist-flat,EL-0021-P-R[A] Extra Low Voltage Cables,,,,,,EL-0021-P-R[A] Extra Low Voltage Cables
checkpoint,All prerequisite checks are completed,,,,,,
text,Cable ID,,,,,,
text,From,,,,,,
text,To,,,,,,
checkpoint,No Insulation Damage,,,,,,
