Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Concrete Inspection Sheet,,Concrete Inspection Sheet,,4eeef0f5-a5b7-4e0a-a650-8efdacf3bc90
,section,Formwork,,,,
,checkpoint,Adequately braced and supported,,,,
,checkpoint,Grout tight,,,,
,checkpoint,Correct dimensions,,,,
,checkpoint,Cleaned and oiled,,,,
,checkpoint,Formed surfaces straight,,,,
,checkpoint,Major penetrations located,,,,
,checkpoint,Embedded items located,,,,
,checkpoint,Correct for specified surface finish,,,,
,checkpoint,Adequate seating for precast units,,,,
,checkpoint,Permit to load obtained,,,,
,section,Reinforcement,,,,
,checkpoint,Reinforcement content and size,,,,
,checkpoint,Confirm correct grade and markings,,,,
,checkpoint,"Placement, tolerance, clearance",,,,
,checkpoint,Rigidity and cover,,,,
,checkpoint,Clean steel,,,,
,checkpoint,Lap length and location,,,,
,checkpoint,Starters/dowels correctly located,,,,
,section,Construction joints,,,,
,checkpoint,Location,,,,
,checkpoint,Roughened,,,,
,checkpoint,Clean,,,,
,checkpoint,Water bar placed if specified,,,,
,section,Post pour,,,,
,checkpoint,Correct mix ordered,,,,
,checkpoint,Independent survey - check off critical survey points,,,,
,checkpoint,Engineers rep notified,,,,
,section,Wet concrete checks,,,,
,checkpoint,Correct mix delivered,,,,
,checkpoint,Slump/flow targets,,,,
,checkpoint,Compliance cylinders taken,,,,
,checkpoint,Site cured cylinders taken,,,,
,checkpoint,Concrete vibrated,,,,
,checkpoint,Finished level: finished to grout check/ angle fillet worked to,,,,
,checkpoint,"Surface to required finish eg u2, u4",,,,
,checkpoint,Retarded applied at end of the pour,,,,
,checkpoint,Curing applied (type),,,,
,checkpoint,Concrete supply dockets collected,,,,
,section,Post concrete inspection,,,,
,checkpoint,Curing carried out correctly,,,,
,checkpoint,Concrete strength for striking,,,,
,checkpoint,Concrete strength for backfilling,,,,
,checkpoint,Preparation of construction joints completed,,,,
,checkpoint,"Blow holes, tie bar holes filled",,,,
,checkpoint,Inspection of surfaces & any authorised repairs have been completed,,,,
,checkpoint,As-built complete,,,,
,section,Sign off,,,,
,checkpoint,Pre pour checked and accepted,,,,
,,,,,,
,checklist,Quality Control Checklist - Reinforced Concrete Piles,,Quality Control Checklist - Reinforced Concrete Piles,,8dce06b9-9eee-4302-bf17-8fe3a2a7ccbf
,section,1.0 Preliminary Inspections and Tests,,,,
,checkpoint,1.1 Design and Drawings are of 100% Detail Design Status,,,,
7f488894-42b0-54e0-9dd5-d8b67bd905e2,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,checkpoint,1.2 Construction methodology,,,,
4f902149-0c38-57bb-b33d-3b9bfdc9672f,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,section,2.0 Approved Materials,,,,
,checkpoint,2.1 Reinforcing Cages,,,,
58f4e046-fc24-5a9d-9be7-16433a7e3fd9,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,checkpoint,2.2 Welding,,,,
f33d062e-3188-558f-83a9-51bd7fedca51,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,checkpoint,2.3 Concrete Mix Design,,,,
1ffae852-9726-5c76-8e34-dd1b0877bae6,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,section,3.0 Set-out,,,,
,checkpoint,3.1 Set out and survey,,,,
bb0dec92-50d3-5c4b-8ec7-d263bc7786f7,note,HP,,,,
,signoff,AUTHORITY HOLDPOINT,,,,
,section,4.0 Construction Stage,,,,
,checkpoint,4.1 Reinforcing cages,,,,
