Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Level 2,dynamic,Level 2,
,,Roof Level ,dynamic,Roof Level ,
,Columns,,,,
,,Ductwork,,Ductwork,
,,Ductwork Supports ,,Ductwork Supports ,
,,Flex,,Flex,
,,Cushion boxes,,Cushion boxes,
,,Grilles,,Grilles,
,,Filters,,Filters,
,,Drains,,Drains,
,,Subbie Rough-in,,Conditionaire Progress - Subbie Rough-in,
,,Subbie Fit-off,,Conditionaire Progress - Subbie Fit-off,
,,Subbie Testing,,Conditionaire Progress - Subbie Testing,
