type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITP-009 - Subsoil Drainage,itp,,,,,ITP-009 - Subsoil Drainage
section,1 - Preliminary Works,,,,,,
checkpoint,1.1 - Induction,,,,,,
label,FREQUENCY: Prior to Commencing,,,,,,
label,ACCEPTANCE CRITERIA: All personnel on site have been inducted to the Ballarto Rd & Lyrebird Dr Project site,,,,,,
label,REFERENCE DOCUMENTS: Inductions Register,,,,,,
label,INSPECTION/TEST METHOD: Document review,,,,,,
label,RECORD OF CONFORMITY: Site induction signed.,,,,,,
label,AP,,,,,,
label,RESPONSIBILITY: Site Engineer / Site Foreman,,,,,,
date,Date Completed:,,,,,,
checkpoint,"1.2 - Safety measures are in place, Safe Work Mathod Statement (SWMS) undertaken",,,,,,
label,FREQUENCY: Prior to commencing,,,,,,
label,"ACCEPTANCE CRITERIA: All necessary measures and controls are being implemented, that is: PSP, CEMP, TMP & SWMS",,,,,,
label,REFERENCE DOCUMENTS: Health and Safety Co-Ordination Plan,,,,,,
label,INSPECTION/TEST METHOD: Document Review,,,,,,
label,RECORD OF CONFORMITY: SWMS(s) signed,,,,,,
label,HP,,,,,,
label,"RESPONSIBILITY: Site Engineer, Site Foreman & Superintendent",,,,,,
date,Date Completed:,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,1.3 - Check that current revision drawings are being used,,,,,,
label,FREQUENCY: Prior to Commencing,,,,,,
label,ACCEPTANCE CRITERIA: Issued For Construction (IFC) and latest available revision used,,,,,,
label,REFERENCE DOCUMENTS: Project Drawings / Drawing Register,,,,,,
label,INSPECTION/TEST METHOD: Document review,,,,,,
label,RECORD OF CONFORMITY: Latest Revision Drawings,,,,,,
label,AP,,,,,,
label,RESPONSIBILITY: Site Engineer / Site Foreman,,,,,,
date,Date Completed:,,,,,,
checkpoint,1.4 - Confirm understanding of current CEMP and CHMP related to the work area and that all prescribed environmental controls are in place,,,,,,
label,FREQUENCY: Prior to Commencing,,,,,,
label,ACCEPTANCE CRITERIA: All environmental measures to be implemented as per current EMP and local authorities. Sediment control measures to be installed and protected vegetation to be clearly identified ,,,,,,
label,"REFERENCE DOCUMENTS: IFC Drawings CEMP, CHMP",,,,,,
label,INSPECTION/TEST METHOD: Document review & Site inspection,,,,,,
label,RECORD OF CONFORMITY: Signed ITP,,,,,,
label,IP,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,
date,Date Completed:,,,,,,
checkpoint,1.5 - Excavation Permit issued,,,,,,
label,FREQUENCY: Prior to Commencing,,,,,,
label,ACCEPTANCE CRITERIA: Current Excavation Permit signed and specific for the area where works will be executed.,,,,,,
label,REFERENCE DOCUMENTS: Excavation Permit,,,,,,
label,INSPECTION/TEST METHOD: Document review,,,,,,
label,RECORD OF CONFORMITY: Excavation Permit #,,,,,,
label,IP,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,
date,Date Completed:,,,,,,
checkpoint,1.6 - Materials,,,,,,
label,FREQUENCY: Prior to Commencing,,,,,,
label,ACCEPTANCE CRITERIA: All subsurface drainage pipes shall have a maximum perforation width of 1.5mm and a minimum length of 150mm/m2,,,,,,
label,REFERENCE DOCUMENTS: Project Spec. Cl.3030.05(a),,,,,,
label,INSPECTION/TEST METHOD: Document review,,,,,,
label,RECORD OF CONFORMITY: Signed ITP,,,,,,
label,IP,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,
date,Date Completed:,,,,,,
section,2 - Drainage Works,,,,,,
checkpoint,2.1 - Excavation of Trench,,,,,,
label,FREQUENCY: When placing drainage,,,,,,
label,ACCEPTANCE CRITERIA: The base of the trench shall be sufficiently compacted and not more than 50mm below the invert level of the pipe to be placed. ,,,,,,
