"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Water Meter Accuracy Test","",,,0,"Yes","QA 17 - Water Meter Accuracy Test","04fa2d2f-396a-4959-982c-678d0185c2b8"
"checkpoint-status",,"","checkpoint","Water Meter Accuracy Test Details:"
"text","dd82a570-217a-5d1e-bca3-9bf8f4af3125","","textbox","Date:",,,
"text","c7e067a4-d314-5ed5-b4b7-d24db57d9269","","textbox","Project:",,,
"text","ed9c37e1-1d72-581f-bab6-c15669b2ead5","","textbox","Location of Water Meter:",,,
"text","9d060be2-2c22-5f7a-b7ff-c765876dd0fc","","textbox","ID Number of Water Meter:",,,
"text","5c1e2b64-0d08-5c66-b6ff-b9a79857fb74","","textbox","Model & Manufacturer:",,,
"text","2d7e036e-00e9-5853-a7ba-25c2d7adc25f","","textbox","Current Counter Reading:",,,
"text","300ea535-73fa-5060-90b9-c70fccfcfa82","","textbox","Zone/Appliances to be Metered:",,,
"text","7c4f0245-f9ab-5546-bd7c-cdd2e47035a2","","textbox","Pulse Rate:",,,
"checkpoint-status",,"","checkpoint","Measurement Apparatus"
"boolean","181ed9a4-4784-58e6-a188-b2071e85b5cb","","tickbox","Bucket",,,
"text","f3b706d2-8001-5dc5-89b1-a810bd4293e5","","textbox","Bucket Size",,,
"boolean","e871c596-c4a4-51bd-b252-5b43330820f2","","tickbox","Water Meter",,,
"text","079d5dca-271d-5cd1-b81c-1b5c39d3feb4","","textbox","Calibrated Date:",,,
"text","c30a3f1c-f98b-567c-886b-a28f9daaa7a7","","textbox","Other",,,
"checkpoint-status",,"","checkpoint","Measurement Method"
"label","87208288-cf37-5f07-94d7-834e1f084daf","","note","Isolate all fixings",,,
"label","a65665e9-6e95-517a-b614-e1d2ddda5622","","note","Place bucket at outlet of fixture and fill",,,
"label","da156aa2-4606-5431-b8fd-14c091bbb864","","note","Fill in completed counter reading and minus ""current reading"" to measure accuracy",,,
"text","92322ccc-4508-54fc-8e74-47d01dd13705","","textbox","Completed Counter Reading:",,,
"label","caa89c75-4512-5918-94ed-1103738dc3f4","","note","Accuracy",,,
"text","a2e481fa-cc52-5f30-986a-d6e97486b208","","textbox","OK",,,
"text","d254d3d8-6a71-5edc-979e-48c7089b9f6d","","textbox","FAILED",,,
"label","c29151f9-834e-50b1-8c61-446eb32ffb68","","note","Replace Counter and Re-Test",,,
"text","50832aad-20fc-5563-b201-046fb971439f","","textbox","OK",,,
"text","34375bcb-f422-5b2d-b89f-207720adaea4","","textbox","FAILED",,,
"checkpoint-status",,"","checkpoint","Pulse Check"
"label","e87986fb-8c0e-5e7d-b547-f2ae4fa8d963","","note","Method:",,,
"label","9b669773-5ddd-54c7-ac19-c091b81cec6a","","note","Connect multimeter to the 2x wire connection points on pulse kit and set multimeter OHMS",,,
"label","ac63aff7-dd08-53a3-a143-c621cc3a5d27","","note","Turn a fixture on and wait for pulse reading on multimeter, then stop flow immediately",,,
"label","47497137-5995-5b9f-9249-5956c5efd8e7","","note","Measure bucket contents:",,,
"text","58b6f3e1-d809-50f6-9018-44d616777419","","textbox","Pulse Registered:",,,"OK"
"label","1ab828f8-fdf7-584c-b040-a32b450984ce","","note","No Pulse - Install new pulse kit and repeat process",,,
"label","687d871e-803c-57a5-aed5-3967000c85cb","","note","If Pulse registered OK",,,
"text","14a7381e-c7bb-55ca-946b-fd6f1549dea9","","textbox","Pulse Accuracy:",,,"OK"
"label","d194b284-b545-59e2-8241-916ae5d6a15a","","note","(Bucket contents match spec at top of page)",,,
"label","ddd3042f-f026-57fb-994b-c94270b1dbcf","","note","Failed - Install new pulse kit and repeat process",,,
"checkpoint-status",,"","checkpoint","Sign Off"
"text","10f1449c-fc86-5423-bd39-125e1b1a1070","","textbox","Name - Geschke Representative",,,
"holdpoint",,"","signoff","Signature - Geschke Representative"

"checklist-flat",,"","checklist","TMV 12 Month Service Log (use a separate checklist for each valve)","",,,0,"Yes","TMV 12 Month Service Log","0cd2f018-b762-4315-a7ae-59410c08a851"
