type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-242-CIV-FRMS-Stormwater Drainage-Pipes Supply & Installation (CCTV),itp,,,,,ITP-242-CIV-FRMS-Stormwater Drainage-Pipes Supply & Installation (CCTV) Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-242-CIV-FRMS-Stormwater Drainage-Pipe Supply & Installation (CCTV),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Stormwater Drainage - Pipe Supply & Installation (CCTV),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): Ferris-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 27/02/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Kamel Alshobaki,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Sandy Escalona,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads Section 701 (May 2020), VicRoads Section 705 (June 2023), IFC Drawings",,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries-Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Drainage Reinforced Concrete Pipes (RCP),,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VR Cl 701.04, VR Cl 701.05, VR Cl 701.09",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Precast reinforced concrete pipes shall be manufactured, supplied and installed in accordance with AS/NZS 4058 and VR Sections 701.05 & 701.09",,,,,,,,,,,,,,,,,,,,,,
label,○ Precast reinforced concrete box culverts shall comply with the requirements of VR Section 701.04,,,,,,,,,,,,,,,,,,,,,,
label,○ Rubber ring joints shall comply with the requirements of AS 1646,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: pipes delivery docket,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Teambinder Material Approval Number, Pipes Delivery Dockets",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Drainage Flexible Pipes,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section Cl 701.08,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Flexible pipes shall be supplied in accordance with 701.08,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: pipes delivery docket,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Teambinder Material Approval Number, Pipes Delivery Dockets",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.5 - Drainage Bedding Material,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR Cl 701.09,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Bedding Material shall be free from perishable matter, lumps and conform with the requirements of Table 701.091 and Table 701.092.",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: bedding material delivery docket,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Teambinder Material Approval Number, Material Delivery Dockets",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
