type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-163-RAIL-SSB-Rail Delineation Permanent Fencing,itp,,,,,ITP-163-RAIL-SSB-Rail Delineation Permanent Fencing Rev 1,aa2068ed-2461-4feb-8e4f-a110771b75e0,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-163-CIV-SSB-Rail Delineation Fencing-Permanent,,,,,,,,,,,,,,
label,ITP Number: 163,,,,,,,,,,,,,,
label,ITP Description: SSB-Rail Delineation Fencing-Permanent,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,
label,Revision Number: 1,,,,,,,,,,,,,,
label,Revision Date: 20/09/2024,,,,,,,,,,,,,,
label,ITP created by: Diana Delac,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,"Reference: IFC Drawings L1-CHE-STD-005, L1-CHE-STD-025, VicRoads Section 610, VicRoads Section 630",,,,,,,,,,,,,,
section,Materials,,,,,,,,,,,,,,
checkpoint,2.1 Concrete,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 610.07, Table 610.071",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete Mix is Registered with VicRoads.,,,,,,,,,,,,,,
label,○ 32MPa concrete to be used as per IFC drawings.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Mix,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Supplier Certificate of Compliance,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,"2.2 Steel Columns, Cladding, Handrails, etc",,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings AS41000, AS1163",,,,,,,,,,,,,,
