type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-200-CIV-SSB-Sprayed Seal,itp,,,,,ITP-200-CIV-SSB-Sprayed Seal Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-200-CIV-SSB-Sprayed seal,,,,,,,,,,,,,,
label,ITP Description: SSB-Sprayed seal,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 200-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 20/09/2024,,,,,,,,,,,,,,
label,ITP created by: Victor Mira,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: VR 407 - July 2022,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VR 173 - Oct 2008,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Aggregate,,,,,,,,,,,,,,
label,"REFERENCE: VR 408.11 (a), VR 831.05 (c)",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Aggregate shall comply with VR 831 - Aggregate for Sprayed Seal Bituminous Surfacing.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Material,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, TeamBinder Approval",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.2 Bitumen Emulsion,,,,,,,,,,,,,,
label,REFERENCE: VR 408.08,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bitumen emulsion shall comply with the requirements of AS 1160.,,,,,,,,,,,,,,
label,○ The use of any non standard proprietary classes of bitumen emulsion shall be subject to the Contractor providing evidence that the product has demonstrated satisfactory field performance for a period of at least three years.,,,,,,,,,,,,,,
label,○ The primer shall be cutback bitumen.,,,,,,,,,,,,,,
label,○ Cutback bitumen shall comply with the requirements of AS 2157. An equivalent product may be used subject to the Contractor providing evidence satisfactory to the Superintendent that the proprietary product has demonstrated acceptable field performance for a period of at least three years. ,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Material,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, TeamBinder Approval",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,
checkpoint,3.1 Application of bituminous material and aggregate,,,,,,,,,,,,,,
label,REFERENCE: VR 408.13 (a),,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: At least one week prior to the commencement of work, the Contractor shall submit the initial design rates of application for bituminous material, aggregate, and rates for pre-treatment for review by the Superintendent.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, TeamBinder Approval",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.2 Application of bituminous material and aggregate,,,,,,,,,,,,,,
label,REFERENCE: VR 408.13 (f),,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where the Contractor proposes to use forward aggregate spreading plant, written approval is required from the Superintendent prior to use, unless written approval has been previously provided by the Department of Transport.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, TeamBinder Approval",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.3 Claibration of Bitumen Sprayer,,,,,,,,,,,,,,
label,REFERENCE: VR 408.07,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All sprayers used for application of bituminous materials shall have a current Certificate of Calibration showing compliance with Austroads test methods AGPT T530 through to AGPT T536. The Certificate of Calibration shall be renewed every 12 months. If any sprayer has its spray equipment overhauled or replaced, it shall be calibrated and issued with a new Certificate of Calibration prior to use.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, TeamBinder Approval",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Pre-construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 IFC Drawings,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Prior to starting Works and at regular intervals,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 Survey set out - Lot Map-and Lot size,,,,,,,,,,,,,,
label,REFERENCE: 408.05,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Limits of work at the start and finish chainages plus the limit in any side road have been marked on the pavement surface.,,,,,,,,,,,,,,
label,"○ The Works shall include all existing tapers, bell mouths at intersecting roads, pavement widenings (turn lanes), traffic lanes and sealed shoulders, unless otherwise specified.",,,,,,,,,,,,,,
label,○ ATTACH: Lot Map with planned location of Joints,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Document review,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: attached Lot Map,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.3 Pavement Preparation,,,,,,,,,,,,,,
label,REFERENCE: VR 310.02,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The pavement shall be prepared to produce a surface that is:,,,,,,,,,,,,,,
label,(a) constructed to meet specified shape and level requirements,,,,,,,,,,,,,,
label,(b) homogenous and consistent with the material in the pavement base layer,,,,,,,,,,,,,,
label,(c) uniform in texture,,,,,,,,,,,,,,
label,(d) free of tearing and scabbing,,,,,,,,,,,,,,
label,(e) free of lamination on or within 75 mm of the finished surface,,,,,,,,,,,,,,
label,(f) level with adjacent sealed areas and edgings at the joints,,,,,,,,,,,,,,
label,(g) a hard dense and tight surface capable of being swept with a rotary road broom or similar,,,,,,,,,,,,,,
label,(h) free of loose and foreign materials,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.4 Dry back of Pavement,,,,,,,,,,,,,,
label,REFERENCE: VR 310.03,,,,,,,,,,,,,,
