Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Roof Tops & Exposed Areas Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 00 - A001 - Exposed Areas,,a001,level 00,exposed areas
,,Level 00 - A002 - Exposed Areas,,level 00,a002,exposed areas
,,Level 00 - E001 - Exposed Areas,,level 00,e001,exposed areas
,,Level 00 - E002 - Exposed Areas,,level 00,exposed areas,e002
,,Level 00 - E003 - Exposed Areas,,e003,level 00,exposed areas
,,Level 00 - F001 - Exposed Areas,,f001,level 00,exposed areas
,,Level 00 - F002 - Exposed Areas,,level 00,exposed areas,f002
,,Level 00 - F003 - Exposed Areas,,level 00,f003,exposed areas
,,Level 00 - TH-01 - Exposed Areas,,th-01,level 00,exposed areas
,,Level 00 - TH-02 - Exposed Areas,,level 00,th-02,exposed areas
,,Level 00 - TH-03 - Exposed Areas,,level 00,th-03,exposed areas
,,Level 00 - TH-04 - Exposed Areas,,level 00,exposed areas,th-04
,,Level 00 - TH-05 - Exposed Areas,,th-05,level 00,exposed areas
,,Level 00 - TH-06 - Exposed Areas,,level 00,th-06,exposed areas
,,Level 00 - TH-07 - Exposed Areas,,level 00,th-07,exposed areas
,,Level 00 - TH-08 - Exposed Areas,,level 00,exposed areas,th-08
,,Level 01 - A101 - Exposed Areas,,level 01,a101,exposed areas
,,Level 01 - A102 - Exposed Areas,,level 01,a102,exposed areas
,,Level 01 - A103 - Exposed Areas,,level 01,exposed areas,a103
,,Level 01 - A104 - Exposed Areas,,level 01,a104,exposed areas
,,Level 01 - B101 - Exposed Areas,,level 01,b101,exposed areas
,,Level 01 - B102 - Exposed Areas,,level 01,b102,exposed areas
,,Level 01 - B103 - Exposed Areas,,level 01,exposed areas,b103
,,Level 01 - C101 - Exposed Areas,,level 01,c101,exposed areas
,,Level 01 - D101 - Exposed Areas,,level 01,d101,exposed areas
,,Level 01 - D102 - Exposed Areas,,level 01,d102,exposed areas
,,Level 01 - D103 - Exposed Areas,,level 01,d103,exposed areas
,,Level 01 - D104 - Exposed Areas,,level 01,exposed areas,d104
,,Level 01 - D105 - Exposed Areas,,level 01,d105,exposed areas
,,Level 01 - E101 - Exposed Areas,,level 01,exposed areas,e101
,,Level 01 - E102 - Exposed Areas,,level 01,e102,exposed areas
,,Level 01 - E103 - Planter Boxes,,level 01,e103,planter boxes
