type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-011 - LANDSCAPING (Rev A),,,,,,SYM-ITP-011 - LANDSCAPING (Rev A),,,,
section,1.0 Preliminaries,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.2 - Sample Submission & Approval,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0171,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have all relevant samples been provided to CYP and approved?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Test results to be provided at least 5 working days prior to bulk deliveries,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,
checkpoint,2.1 - Plant Set-Out,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0752,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have all plants been set out in garden beds prior to planting?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
section,3.0 Construction Activities,,,,,,,,,,
checkpoint,3.1 - Cultivation of sub-grade,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0751,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has cultivation been undertaken as specified?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.2 - Installation of imported topsoil / subsoil / structural soil,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 - Section 0751,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has topsoil been placed in the manner specified, alongside to the depth specified in detail on drawing set?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.3 - Installation of imported organic / inorganic mulch,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0753,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has mulch been placed in the manner specified, alongside to the depth specified in detail on drawing set?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.4 - Installation of edging,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0779,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has edging been placed in the manner specified, referencing both design standards, drawing details and manufacturers recommendations (where relevant)? ","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
