type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-005 - Insitu Kerb and Channel (Rev A),,,,,,SYM-ITP-005 - Insitu Kerb and Channel (Rev A),,,,
section,1.0 Pre-start activities,,,,,,,,,,
checkpoint,1.1 - Determine lot size,,,,,,,,,,
label,Ref docs: Lot map,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• One lot per days production. To be marked up on lot map.,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Lot map,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,1.2 - Concrete mix design approvals,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 703.05 (b),,,,,,,,,,
label,• 703.11,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Concrete used in kerb extrusion machines shall have a minimum cementitious material content in the finished concrete as follows:,,,,,,,,,,
label,○ A minimum of 320 kg of cementitious material for traffic routes,,,,,,,,,,
label,○ A minimum of 280kg of cementitious material for local streets,,,,,,,,,,
button,• Concrete mix designs approved by CYP D&C JV?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Delivery Dockets: Concrete,,,,,,,,,,
label,• CYP Material Approval,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.3 - Survey set out,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 703.17,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• All works shall be set out in accordance with the drawings and as specified.,,,,,,,,,,
label,• The Superintendent will review and confirm the set out.  The work shall be constructed in accordance with the confirmed set out to the line and level and cross-sectional profiles as shown on the drawings. ,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Construction,,,,,,,,,,
checkpoint,2.1 - Machine extrusion,,,,,,,,,,
label,Ref docs: VR Clause 703.23,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Concrete shall be fed to the machine at a uniform rate. Surfaces shall be free from surface pitting larger than 5 mm diameter. ,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
