type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-020 - PAVING (Rev A),,,,,,SYM-ITP-020 - PAVING (Rev A),,,,
section,1.0 Preliminaries,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,
checkpoint,2.1 - Survey Set-Out,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have pavers been set-out as per current drawings?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,2.2 - Installation Considerations,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Is the concrete slab free of any deposits or rubbish, projections/voids?","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
section,3.0 Construction,,,,,,,,,,
checkpoint,3.1 - Bedding Mortar,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0821 (Mortar),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has mortar been placed using type/method described in specification?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.2 - Cutting Pavers,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.4),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Where required, have been pavers been cut as described in specification?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.3 - Laying Pavers,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.3),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Have pavers been laid as described in specification, considering specified tolerances?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.4 - Sealed Joints,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.9),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have joints been sealed as described in specification?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
