type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-008 - Insitu Concrete Elements (Rev A),,,,,,SYM-ITP-008 - Insitu Concrete Elements (Rev A),,,,
section,1.0 General Details,,,,,,,,,,
checkpoint,1.1 - Material classification and source,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• 503.04,,,,,,,,,,
label,• VR 610.07,,,,,,,,,,
label,• AS 1379,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Is Mix design approved prior to placemen and material properties meet project specification, AS 3600, AS 1379.","Yes,No,N/A",,,,,,,,,
textbox,Concrete Strength,,,MPA,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,
textbox,• Wall/Footing Reference,,,,,,,,,,
textbox,• Zone,,,,,,,,,,
textbox,• Stage,,,,,,,,,,
textbox,• Element Description,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Drawings,,,,,,,,,,
checkpoint,1.3 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: VR Clause 701.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.4 - Excavation Permit & Penetration Permit,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SMP,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,
button,• Relevant permits have been signed and approved. ,"Yes,No,N/A",,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,
textbox,Excavation to a total depth of,,,mm,,,,,,,
label,Freq: Prior to start of works  ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach completed Permit,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Insitu concrete Element,,,,,,,,,,
