type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-016 - Gross Pollutant Trap& Diversion Structure PV-GPT-2 (RevA),,,,,,SYM-ITP-016 - Gross Pollutant Trap& Diversion Structure PV-GPT-2 (RevA),,,,
section,1.0 General Details,,,,,,,,,,
checkpoint,1.1 - Site Preparation and Excavation Sequence,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SPEL,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Prepare the excavation for the Vortceptor separation chamber first.,"Yes,No,N/A",,,,,,,,,
button,• Did the excavation for the Diversion Chamber (the rectangular precast concrete chamber) follow afterwards the Vortceptor.,"Yes,No,N/A",,,,,,,,,
button,"• Was the inlet pipe run would installed, within one or two pipe lengths prior to the diversion chamber.","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach manufacturer Installation manual,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,
textbox,Zone,,,,,,,,,,
textbox,Stage,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,1.3 - Excavation Permit & Penetration Permit,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SMP,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,
button,• Relevant permits have been signed and approved. ,"Yes,No,N/A",,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,
textbox,Excavation for Vortceptor to a total depth of,,,mm,,,,,,,
textbox,Excavation for Diversion Chamber to a total depth of,,,mm,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Vortceptor Installation,,,,,,,,,,
checkpoint,2.1 - Vortceptor Installation,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SPEL,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Were measurements checked on the Vortceptor prior to installation, and confirmd as per approved IFC","Yes,No,N/A",,,,,,,,,
button,"• The Vortceptor excavation should be no greater than required, this would be 1000mm oversized or to suit shield sizing. This is with due regard to the amount of backfill to be used under and around the tank.","Yes,No,N/A",,,,,,,,,
button,"• Were 150mm thick, compacted base of either a concrete blinding or compacted crushed rock layer installed.","Yes,No,N/A",,,,,,,,,
button,• Was the Vortceptor lowered into the excavation with no rocks or sharp objects falling into the hole and no damage to the tank,"Yes,No,N/A",,,,,,,,,
button,• Were the levels of the Vortceptor adjusted to suit pipeworks and diversion chamber inlet void?,"Yes,No,N/A",,,,,,,,,
button,• Fill the tank with water up to the invert of the inlet ,"Yes,No,N/A",,,,,,,,,
button,• Encase & backfill the outside of Vortceptor as per project backfilling specs,"Yes,No,N/A",,,,,,,,,
button,• Is the take located in an area subject to high water table or trapped underground water?,"Yes,No,N/A",,,,,,,,,
button,"• If yes, the tank must be completely encased in unreinforced concrete, up to the specified height above the Vortceptor base, and at the minimum specified width beyond the perimeter of the Vortceptor base. Refer to SPEL Stormwater for recommended concrete dimensions and volumes to withstand buoyancy forces.","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach IFC drawings ,,,,,,,,,,
checkpoint,2.2 - Diversion Chamberb Installation,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SPEL,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Were measurements checked on the Diversion Chamber prior to installation, and confirmd as per approved IFC","Yes,No,N/A",,,,,,,,,
button,• Has the diversion chamber excavation pit been prepared as per Construction drawings,"Yes,No,N/A",,,,,,,,,
button,• Is sufficient room left to install inlet pipe and pipe is angled to be fed into the diversion chamber?,"Yes,No,N/A",,,,,,,,,
button,• Was the Diversion Chamber adjusted to a correct level so the rectangular opening matches the Vortceptor with the inlet and outlet block outs are to match the drainage line.,"Yes,No,N/A",,,,,,,,,
button,• Use the template provided with the Vortceptor to drill the bolt holes into the diversion chamber rectangular void.,"Yes,No,N/A",,,,,,,,,
button,"• Use Sikaflex or silicone to seal the Vortceptor to the Diversion Chamber, use 8.5mm 4 cutter SDS bit to drill the bolt holes.","Yes,No,N/A",,,,,,,,,
button,• Use M8 x 100mm Galvanised screw bolts to fix the Vortceptor to the Diversion Chamber.,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.3 - Associated Drainage & Finishing Works.,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SPEL,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were upstream and downstream drainage pipework Installed?,"Yes,No,N/A",,,,,,,,,
button,"• Connect the pipework to the Diversion Chamber, concrete bandage the inlet and outlet pipes to the Diversion Chamber.","Yes,No,N/A",,,,,,,,,
button,• Internally render the inlet and outlet pipework,"Yes,No,N/A",,,,,,,,,
button,• Use low slump concrete to mass infill and bench the base of the diversion chamber and weir. This is to direct the flow and remove any dead zones in the diversion chamber.,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.4 - Cover Slab Installation,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SPEL,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Use a Sikaflex bead around the rebate on the top of the Diversion Chamber to ensure a satisfactory seal between cover slab (Lid) and chamber.,"Yes,No,N/A",,,,,,,,,
button,"• Lift and install cover slab, ensure manhole void / cover is on Vortceptor side of the chamber.","Yes,No,N/A",,,,,,,,,
button,• Use Sikaflex and screw bolts to secure fibreglass manhole riser to cover slab,"Yes,No,N/A",,,,,,,,,
