type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-006 - STORMWATER (Rev A),,,,,,SYM-ITP-006 - STORMWATER (Rev A),,,,
section,1.0 Pre-start activities,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: VR Clause 701.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Recent IFC Drawings ,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.2 - Define Work Lot ,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 173.02,,,,,,,,,,
label,• 701.20,,,,,,,,,,
label,• 701.10,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Lot shall be defined from pit to pit (or endwall, where applicable).",,,,,,,,,,
button,• Do survey boundaries clearly define the Underground Drainage Construction works? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.3 - Acceptance of Box Culverts,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 619.22,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the Box Culvert free of defects and to drawing dimensions?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.4 - Acceptance of Precast Reinforced Concrete/HDPE Pipes,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 701.05,,,,,,,,,,
label,• 701.05(e),,,,,,,,,,
label,• 701.31(a),,,,,,,,,,
label,• IFC Drawing,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the Pipes free of defects and to drawing dimensions?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,"1.5 - Acceptance of Precast Covers, Grates, Lids and Pits",,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,VR Clause 705.04,,,,,,,,,,
label,(a)(ii),,,,,,,,,,
label,705.04 ,,,,,,,,,,
label,(d),,,,,,,,,,
label,705.07,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Have proposed precast Covers, Grates, Lids and Pits been approved for use? ","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
button,• Shop Cards,"Yes,No",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.6 - Bedding and Backfill Materials,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 701.09(e),,,,,,,,,,
label,• Table 701.091,,,,,,,,,,
label,• Table 701.092,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is material free from perishable matter and lumps?,"Yes,No,N/A",,,,,,,,,
button,• Does the material comply with Table 701.091 & Table 701.092 below? Has the material been approved for use?,"Yes,No,N/A",,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,
label,Table 701.091,,,,,,,,,,
label,"Material || Sieve - AS (mm) 75.0, 37.5, 19.0, 2.36, 0.075 :: Percentage Passing (by mass)",,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,
