type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-013 - Retaining walls and wall footings (Rev A),,,,,,SYM-ITP-013 - Retaining walls and wall footings (Rev A),,,,
section,1.0 General Details,,,,,,,,,,
checkpoint,1.1 - Material classification and source,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• 503.04,,,,,,,,,,
label,• VR 610.07,,,,,,,,,,
label,• AS 1379,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Is Mix design approved prior to placemen and material properties meet project specification, AS 3600, AS 1379.","Yes,No,N/A",,,,,,,,,
textbox,Concrete Strength,,,MPA,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,
textbox,Wall/Footing Reference,,,,,,,,,,
textbox,Zone,,,,,,,,,,
textbox,Stage,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,1.3 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: Aconex Documents Register ,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.4 - Excavation Permit & Penetration Permit,,,,,,,,,,
label,Ref docs: SMP VR 602.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,
textbox,Excavation to a total depth of,,,mm,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach completed Permit ,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Wall Footings,,,,,,,,,,
checkpoint,2.1 - Formwork,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,
label,• Project Specs,,,,,,,,,,
label,• VR 614.04,,,,,,,,,,
label,• VR 613.04,,,,,,,,,,
label,• Table 614.041,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Formwork has been installed correctly and sufficiently braced.,"Yes,No,N/A",,,,,,,,,
label,• Formwork set out has been done as per latest design drawings and specifications,"Yes,No,N/A",,,,,,,,,
label,• Were Construction joints/Expansion Joints/Isolation Joints Installed ,"Yes,No,N/A",,,,,,,,,
label,• Any Backfill/ Underlay Material as per drawings & specifications,"Yes,No,N/A",,,,,,,,,
label,• Was Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified,"Yes,No,N/A",,,,,,,,,
label,• Is the concrete member of height greater than 2m and a formwork design obtained with a certificate of compliance from a Proof Engineer forwarded to the Superintendent for approval?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach formwork design and approvals,,,,,,,,,,
checkpoint,2.2 - Reinforcement,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• AS3600,,,,,,,,,,
label,• VR611,,,,,,,,,,
label,• VR610,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard and minimum cover for steel reinforcement is 40mm.,"Yes,No,N/A",,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,
button,• Required Connection details - U Bars/ Z Bars/Cogs Verified/Starter bars,"Yes,No,N/A",,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.3 - Pre-pour Inspections,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,
label,• Project Specs,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,
button,• Have tie bars and expansion joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,
button,"• Have any services located within the slab been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of each Concrete Pour,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.4 - Concrete Placement,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR503.07,,,,,,,,,,
label,• VR503.05,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has concrete been transported, handled and placed to prevent segregation, loss or leakage of materials.","Yes,No,N/A",,,,,,,,,
button,"• Has Concrete been tamped/vibrated to increase density and prevent voids, honeycombing or surface defects.","Yes,No,N/A",,,,,,,,,
button,• Has a minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,
button,• Ensure monitoring forms/cast in items during the pour,"Yes,No,N/A",,,,,,,,,
button,• Concrete Work(s) completed to specification/drawings & Area left clean/tidy,"Yes,No,N/A",,,,,,,,,
button,"• Concrete Dockets Received, Attach last Docket","Yes,No,N/A",,,,,,,,,
textbox,Pour date,,,,,,,,,,
textbox,Total pour Concrete quantity,,,M3,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
