type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-021 - Precast Concrete Elements (Rev A),,,,,,SYM-ITP-021 - Precast Concrete Elements (Rev A),,,,
section,"1.0 Preliminaries, Pre-delivery",,,,,,,,,,
checkpoint,1.1 - Suppliers QA,,,,,,,,,,
label,Ref docs: VR620 Project Specs,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the pre-pour check been completed? ,"Yes,No,N/A",,,,,,,,,
button,• Has the ITP been completed supplied?,"Yes,No,N/A",,,,,,,,,
button,• Have the concrete test certificates been supplied?,"Yes,No,N/A",,,,,,,,,
button,• Has the certificate of compliance been supplied?,"Yes,No,N/A",,,,,,,,,
label,Freq: Upon delivery of Element ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Pre Pour Check,,,,,,,,,,
label,• Precast element Supplier ITP,,,,,,,,,,
label,• Concrete Test Certificates,,,,,,,,,,
label,• Certificate of compliance,,,,,,,,,,
checkpoint,1.2 - Transporting,,,,,,,,,,
label,Ref docs: Vicroads 620.08,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the concrete reached its 28-day compressive strength Prior to Transport and not transported before 7 days after casting?,"Yes,No,N/A",,,,,,,,,
button,"• Any defects (Cracks, chips, honeycomb etc) identified.","Yes,No,N/A",,,,,,,,,
label,Freq: Upon delivery of Element,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,1.3 - Element Detail,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,Precast element/s Reference/Type/s,,,,,,,,,,
textbox,Zone,,,,,,,,,,
textbox,Stage,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Pictures,,,,,,,,,,
section,2.0 Installation of Precast Element,,,,,,,,,,
checkpoint,2.1 - Excavation Permit & Penetration Permit & Bedding,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SMP,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,
textbox,Excavation to a total depth of,,,mm,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.2 - Installation of precast Element and Backfilling,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• SMP,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has survey set out points identified and existing condition of location checked to ensure suitability of install. ,"Yes,No,N/A",,,,,,,,,
button,• Has the Precast element been constructed in accordance with the IFC drawings?,"Yes,No,N/A",,,,,,,,,
button,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,
label,Freq: All stages of Install ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
