type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-009 - TACTILES (Rev A),,,,,,SYM-ITP-009 - TACTILES (Rev A),,,,
section,1.0 Preliminaries,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,
checkpoint,2.1 - Survey Set-Out,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have tactiles/pavers been set-out as per current drawings?,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,2.2 - Installation Considerations,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Is the concrete slab free of any deposits or rubbish, projections/voids?","Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint-no-status,Does the area include stone TGSI’s?,,,,,,,,,,
label,"If yes, proceed to Section 3.0",,,,,,,,,,
checkpoint-no-status,Does the area include regular tactiles?,,,,,,,,,,
label,"If yes, proceed to Section 4.0",,,,,,,,,,
checkpoint-no-status,Does the area include both types of tactiles?,,,,,,,,,,
label,"If yes, fill out both Section 3.0 & Section 4.0",,,,,,,,,,
section,3.0 Stone TGSI's (pavers),,,,,,,,,,
checkpoint,3.1 - Bedding Mortar,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0821 (Mortar),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has mortar been placed using type/method described in specification?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.2 - Directional / Horizontal,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Does the section require directional or horizontal TGSI’s, or both?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.3 - Laying Pavers,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.3),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Have pavers been laid as described in specification, considering specified tolerances?","Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,3.4 - Sealed Joints,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.9),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have joints been sealed as described in specification?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
section,4.0 Regular Tactiles,,,,,,,,,,
checkpoint,4.1 - Tactile Installation,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have tactiles been installed in accordance with manufacturer specifications?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
