type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,SYM-ITP-012 - Stratavaults (Rev A),,,,,,SYM-ITP-012 - Stratavaults (Rev A),,,,
section,1.0 General Details,,,,,,,,,,
checkpoint,1.1 - Site Preparation and Excavation Sequence,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Prepare the excavation for the Stratavaults,"Yes,No,N/A",,,,,,,,,
button,• Are all pipes extended for the startavault install,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach manufacturer Installation manual,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,
textbox,SV Reference,,,,,,,,,,
textbox,Zone,,,,,,,,,,
textbox,Stage,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,1.3 - Excavation Permit & Penetration Permit,,,,,,,,,,
label,Ref docs: SMP VR 602.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,,,,,,,,,,
label,• Relevant permits have been signed and approved. ,,,,,,,,,,
label,• Extents and levels correct to relevant drawings,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Stratavault Installation,,,,,,,,,,
checkpoint,2.1 - Stratavault Installation,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Are all stratavaults installed as per manufacturer specifications,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach ITP drawings,,,,,,,,,,
checkpoint,2.2 - Soil Testing,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Soil testing and sampling completed as per manufacturer specification,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach test report,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
